Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.7578 hourly,€0.1608 hourly,€1.2288 hourly,€0.6318 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.5156 hourly,€0.3217 hourly,€2.4576 hourly,€1.2636 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€3.0313 hourly,€0.6434 hourly,€4.9151 hourly,€2.5273 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€6.0625 hourly,€1.2868 hourly,€9.8303 hourly,€5.0545 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€9.0151 hourly,€1.9134 hourly,€12.7828 hourly,€5.6811 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.1269 hourly,€0.2392 hourly,€1.5979 hourly,€0.7101 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.2538 hourly,€0.4783 hourly,€3.1957 hourly,€1.4203 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.5075 hourly,€0.9567 hourly,€6.3914 hourly,€2.8405 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€9.0151 hourly,€1.9134 hourly,€12.7828 hourly,€5.6811 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€9.7026 hourly,€1.7463 hourly,€17.866 hourly,€9.9097 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€9.7026 hourly,€1.7463 hourly,€17.866 hourly,€9.9097 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.2128 hourly,€0.2183 hourly,€2.2332 hourly,€1.2387 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.4256 hourly,€0.4366 hourly,€4.4665 hourly,€2.4774 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€4.8513 hourly,€0.8731 hourly,€8.933 hourly,€4.9548 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€9.7026 hourly,€1.7463 hourly,€17.866 hourly,€9.9097 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€9.7026 hourly,€1.7463 hourly,€17.866 hourly,€9.9097 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€12.5804 hourly,€2.2639 hourly,€21.3718 hourly,€11.0553 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€12.5804 hourly,€2.2639 hourly,€21.3718 hourly,€11.0553 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.745 hourly,€0.0966 hourly,€1.3729 hourly,€0.7245 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€1.3969 hourly,€0.1811 hourly,€2.5743 hourly,€1.3585 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1862 hourly,€0.0241 hourly,€0.3432 hourly,€0.1811 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€2.7937 hourly,€0.3621 hourly,€5.1485 hourly,€2.717 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.3725 hourly,€0.0483 hourly,€0.6865 hourly,€0.3623 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€5.4794 hourly,€1.6635 hourly,€12.3869 hourly,€8.571 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€6.0295 hourly,€1.9424 hourly,€13.565 hourly,€9.4779 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.6849 hourly,€0.2079 hourly,€1.5484 hourly,€1.0714 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.1245 hourly,€0.0378 hourly,€0.2815 hourly,€0.1948 hourly
C3 High CPU 44,c3-highcpu-44,88 GiB,44,€1.3698 hourly,€0.4159 hourly,€3.0967 hourly,€2.1428 hourly
C3 High CPU 8,c3-highcpu-8,16 GiB,8,€0.2491 hourly,€0.0756 hourly,€0.563 hourly,€0.3896 hourly
C3 High CPU 88,c3-highcpu-88,176 GiB,88,€2.7397 hourly,€0.8318 hourly,€6.1935 hourly,€4.2855 hourly
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€5.9082 hourly,€2.7168 hourly,€12.8157 hourly,€9.6243 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€6.4453 hourly,€2.9637 hourly,€13.9808 hourly,€10.4992 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€0.7385 hourly,€0.3396 hourly,€1.602 hourly,€1.203 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.1343 hourly,€0.0617 hourly,€0.2913 hourly,€0.2187 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€1.477 hourly,€0.6792 hourly,€3.2039 hourly,€2.4061 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.2686 hourly,€0.1235 hourly,€0.5825 hourly,€0.4375 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€2.9541 hourly,€1.3584 hourly,€6.4078 hourly,€4.8121 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€5.6223 hourly,€2.0146 hourly,€12.5298 hourly,€8.9221 hourly
C3 Standard 176 lssd,c3-standard-176-lssd,704 GiB,176,€5.6223 hourly,€2.0146 hourly,€12.5298 hourly,€8.9221 hourly
C3 Standard 192 metal,c3-standard-192-metal,768 GiB,192,€6.1334 hourly,€2.1977 hourly,€13.6689 hourly,€9.7332 hourly
C3 Standard 22,c3-standard-22,88 GiB,22,€0.7028 hourly,€0.2518 hourly,€1.5662 hourly,€1.1153 hourly
C3 Standard 22 lssd,c3-standard-22-lssd,88 GiB,22,€0.7028 hourly,€0.2518 hourly,€1.5662 hourly,€1.1153 hourly
C3 Standard 4,c3-standard-4,16 GiB,4,€0.1278 hourly,€0.0458 hourly,€0.2848 hourly,€0.2028 hourly
C3 Standard 4 lssd,c3-standard-4-lssd,16 GiB,4,€0.1278 hourly,€0.0458 hourly,€0.2848 hourly,€0.2028 hourly
C3 Standard 44,c3-standard-44,176 GiB,44,€1.4056 hourly,€0.5036 hourly,€3.1325 hourly,€2.2305 hourly
C3 Standard 44 lssd,c3-standard-44-lssd,176 GiB,44,€1.4056 hourly,€0.5036 hourly,€3.1325 hourly,€2.2305 hourly
C3 Standard 8,c3-standard-8,32 GiB,8,€0.2556 hourly,€0.0916 hourly,€0.5695 hourly,€0.4056 hourly
C3 Standard 8 lssd,c3-standard-8-lssd,32 GiB,8,€0.2556 hourly,€0.0916 hourly,€0.5695 hourly,€0.4056 hourly
C3 Standard 88,c3-standard-88,352 GiB,88,€2.8112 hourly,€1.0073 hourly,€6.2649 hourly,€4.4611 hourly
C3 Standard 88 lssd,c3-standard-88-lssd,352 GiB,88,€2.8112 hourly,€1.0073 hourly,€6.2649 hourly,€4.4611 hourly
C4 High CPU 144,c4-highcpu-144,288 GiB,144,€1.675 hourly,€2.4605 hourly,€7.3266 hourly,€8.1121 hourly
C4 High CPU 16,c4-highcpu-16,32 GiB,16,€0.1861 hourly,€0.2734 hourly,€0.8141 hourly,€0.9013 hourly
C4 High CPU 192,c4-highcpu-192,384 GiB,192,€2.2333 hourly,€3.2807 hourly,€9.7688 hourly,€10.8162 hourly
C4 High CPU 2,c4-highcpu-2,4 GiB,2,€0.0233 hourly,€0.0342 hourly,€0.1018 hourly,€0.1127 hourly
C4 High CPU 24,c4-highcpu-24,48 GiB,24,€0.2792 hourly,€0.4101 hourly,€1.2211 hourly,€1.352 hourly
C4 High CPU 288,c4-highcpu-288,576 GiB,288,€3.3499 hourly,€4.9211 hourly,€14.6531 hourly,€16.2243 hourly
C4 High CPU 32,c4-highcpu-32,64 GiB,32,€0.3722 hourly,€0.5468 hourly,€1.6281 hourly,€1.8027 hourly
C4 High CPU 4,c4-highcpu-4,8 GiB,4,€0.0465 hourly,€0.0683 hourly,€0.2035 hourly,€0.2253 hourly
C4 High CPU 48,c4-highcpu-48,96 GiB,48,€0.5583 hourly,€0.8202 hourly,€2.4422 hourly,€2.704 hourly
C4 High CPU 8,c4-highcpu-8,16 GiB,8,€0.0931 hourly,€0.1367 hourly,€0.407 hourly,€0.4507 hourly
C4 High CPU 96,c4-highcpu-96,192 GiB,96,€1.1166 hourly,€1.6404 hourly,€4.8844 hourly,€5.4081 hourly
C4 High Memory 144,c4-highmem-144,1116 GiB,144,€5.0192 hourly,€3.6495 hourly,€10.6708 hourly,€9.3011 hourly
C4 High Memory 144 lssd,c4-highmem-144-lssd,1116 GiB,144,€5.0192 hourly,€3.6495 hourly,€10.6708 hourly,€9.3011 hourly
C4 High Memory 16,c4-highmem-16,124 GiB,16,€0.5577 hourly,€0.4055 hourly,€1.1856 hourly,€1.0335 hourly
C4 High Memory 16 lssd,c4-highmem-16-lssd,124 GiB,16,€0.5577 hourly,€0.4055 hourly,€1.1856 hourly,€1.0335 hourly
C4 High Memory 192,c4-highmem-192,1488 GiB,192,€6.6923 hourly,€4.8659 hourly,€14.2278 hourly,€12.4014 hourly
C4 High Memory 192 lssd,c4-highmem-192-lssd,1488 GiB,192,€6.6923 hourly,€4.8659 hourly,€14.2278 hourly,€12.4014 hourly
C4 High Memory 2,c4-highmem-2,15 GiB,2,€0.0677 hourly,€0.05 hourly,€0.1462 hourly,€0.1285 hourly
C4 High Memory 24,c4-highmem-24,186 GiB,24,€0.8365 hourly,€0.6082 hourly,€1.7785 hourly,€1.5502 hourly
C4 High Memory 24 lssd,c4-highmem-24-lssd,186 GiB,24,€0.8365 hourly,€0.6082 hourly,€1.7785 hourly,€1.5502 hourly
C4 High Memory 288,c4-highmem-288,2232 GiB,288,€10.0384 hourly,€7.2989 hourly,€21.3416 hourly,€18.6021 hourly
C4 High Memory 288 lssd,c4-highmem-288-lssd,2232 GiB,288,€10.0384 hourly,€7.2989 hourly,€21.3416 hourly,€18.6021 hourly
C4 High Memory 288 lssd metal,c4-highmem-288-lssd-metal,2232 GiB,288,€10.0384 hourly,€7.2989 hourly,€21.3416 hourly,€18.6021 hourly
C4 High Memory 288 metal,c4-highmem-288-metal,2232 GiB,288,€10.0384 hourly,€7.2989 hourly,€21.3416 hourly,€18.6021 hourly
C4 High Memory 32,c4-highmem-32,248 GiB,32,€1.1154 hourly,€0.811 hourly,€2.3713 hourly,€2.0669 hourly
C4 High Memory 32 lssd,c4-highmem-32-lssd,248 GiB,32,€1.1154 hourly,€0.811 hourly,€2.3713 hourly,€2.0669 hourly
C4 High Memory 4,c4-highmem-4,31 GiB,4,€0.1394 hourly,€0.1014 hourly,€0.2964 hourly,€0.2584 hourly
C4 High Memory 4 lssd,c4-highmem-4-lssd,31 GiB,4,€0.1394 hourly,€0.1014 hourly,€0.2964 hourly,€0.2584 hourly
C4 High Memory 48,c4-highmem-48,372 GiB,48,€1.6731 hourly,€1.2165 hourly,€3.5569 hourly,€3.1004 hourly
C4 High Memory 48 lssd,c4-highmem-48-lssd,372 GiB,48,€1.6731 hourly,€1.2165 hourly,€3.5569 hourly,€3.1004 hourly
C4 High Memory 8,c4-highmem-8,62 GiB,8,€0.2788 hourly,€0.2027 hourly,€0.5928 hourly,€0.5167 hourly
C4 High Memory 8 lssd,c4-highmem-8-lssd,62 GiB,8,€0.2788 hourly,€0.2027 hourly,€0.5928 hourly,€0.5167 hourly
C4 High Memory 96,c4-highmem-96,744 GiB,96,€3.3461 hourly,€2.433 hourly,€7.1139 hourly,€6.2007 hourly
C4 High Memory 96 lssd,c4-highmem-96-lssd,744 GiB,96,€3.3461 hourly,€2.433 hourly,€7.1139 hourly,€6.2007 hourly
C4 Standard 144,c4-standard-144,540 GiB,144,€2.6928 hourly,€2.8224 hourly,€8.3444 hourly,€8.474 hourly
C4 Standard 144 lssd,c4-standard-144-lssd,540 GiB,144,€2.6928 hourly,€2.8224 hourly,€8.3444 hourly,€8.474 hourly
C4 Standard 16,c4-standard-16,60 GiB,16,€0.2992 hourly,€0.3136 hourly,€0.9272 hourly,€0.9416 hourly
C4 Standard 16 lssd,c4-standard-16-lssd,60 GiB,16,€0.2992 hourly,€0.3136 hourly,€0.9272 hourly,€0.9416 hourly
C4 Standard 192,c4-standard-192,720 GiB,192,€3.5904 hourly,€3.7632 hourly,€11.1258 hourly,€11.2986 hourly
C4 Standard 192 lssd,c4-standard-192-lssd,720 GiB,192,€3.5904 hourly,€3.7632 hourly,€11.1258 hourly,€11.2986 hourly
C4 Standard 2,c4-standard-2,7 GiB,2,€0.0354 hourly,€0.0385 hourly,€0.1139 hourly,€0.117 hourly
C4 Standard 24,c4-standard-24,90 GiB,24,€0.4488 hourly,€0.4704 hourly,€1.3907 hourly,€1.4123 hourly
C4 Standard 24 lssd,c4-standard-24-lssd,90 GiB,24,€0.4488 hourly,€0.4704 hourly,€1.3907 hourly,€1.4123 hourly
C4 Standard 288,c4-standard-288,1080 GiB,288,€5.3856 hourly,€5.6448 hourly,€16.6888 hourly,€16.948 hourly
C4 Standard 288 lssd,c4-standard-288-lssd,1080 GiB,288,€5.3856 hourly,€5.6448 hourly,€16.6888 hourly,€16.948 hourly
C4 Standard 288 lssd metal,c4-standard-288-lssd-metal,1080 GiB,288,€5.3856 hourly,€5.6448 hourly,€16.6888 hourly,€16.948 hourly
C4 Standard 288 metal,c4-standard-288-metal,1080 GiB,288,€5.3856 hourly,€5.6448 hourly,€16.6888 hourly,€16.948 hourly
C4 Standard 32,c4-standard-32,120 GiB,32,€0.5984 hourly,€0.6272 hourly,€1.8543 hourly,€1.8831 hourly
C4 Standard 32 lssd,c4-standard-32-lssd,120 GiB,32,€0.5984 hourly,€0.6272 hourly,€1.8543 hourly,€1.8831 hourly
C4 Standard 4,c4-standard-4,15 GiB,4,€0.0748 hourly,€0.0784 hourly,€0.2318 hourly,€0.2354 hourly
C4 Standard 4 lssd,c4-standard-4-lssd,15 GiB,4,€0.0748 hourly,€0.0784 hourly,€0.2318 hourly,€0.2354 hourly
C4 Standard 48,c4-standard-48,180 GiB,48,€0.8976 hourly,€0.9408 hourly,€2.7815 hourly,€2.8247 hourly
C4 Standard 48 lssd,c4-standard-48-lssd,180 GiB,48,€0.8976 hourly,€0.9408 hourly,€2.7815 hourly,€2.8247 hourly
C4 Standard 8,c4-standard-8,30 GiB,8,€0.1496 hourly,€0.1568 hourly,€0.4636 hourly,€0.4708 hourly
C4 Standard 8 lssd,c4-standard-8-lssd,30 GiB,8,€0.1496 hourly,€0.1568 hourly,€0.4636 hourly,€0.4708 hourly
C4 Standard 96,c4-standard-96,360 GiB,96,€1.7952 hourly,€1.8816 hourly,€5.5629 hourly,€5.6493 hourly
C4 Standard 96 lssd,c4-standard-96-lssd,360 GiB,96,€1.7952 hourly,€1.8816 hourly,€5.5629 hourly,€5.6493 hourly
E2 High CPU 16,e2-highcpu-16,16 GiB,16,€0.4056 hourly,€0.0952 hourly,€1.0335 hourly,€0.7232 hourly
E2 High CPU 2,e2-highcpu-2,2 GiB,2,€0.0507 hourly,€0.0119 hourly,€0.1292 hourly,€0.0904 hourly
E2 High CPU 32,e2-highcpu-32,32 GiB,32,€0.8112 hourly,€0.1904 hourly,€2.0671 hourly,€1.4463 hourly
E2 High CPU 4,e2-highcpu-4,4 GiB,4,€0.1014 hourly,€0.0238 hourly,€0.2584 hourly,€0.1808 hourly
E2 High CPU 8,e2-highcpu-8,8 GiB,8,€0.2028 hourly,€0.0476 hourly,€0.5168 hourly,€0.3616 hourly
