Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.6309 hourly,€0.179 hourly,€1.1019 hourly,€0.65 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.2618 hourly,€0.3581 hourly,€2.2038 hourly,€1.30 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€2.5237 hourly,€0.7162 hourly,€4.4076 hourly,€2.60 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€5.0474 hourly,€1.4323 hourly,€8.8151 hourly,€5.2001 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€7.5056 hourly,€2.1291 hourly,€11.2733 hourly,€5.8969 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€0.9382 hourly,€0.2661 hourly,€1.4092 hourly,€0.7371 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€1.8764 hourly,€0.5323 hourly,€2.8183 hourly,€1.4742 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€3.7528 hourly,€1.0646 hourly,€5.6367 hourly,€2.9484 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€7.5056 hourly,€2.1291 hourly,€11.2733 hourly,€5.8969 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€8.7722 hourly,€1.5915 hourly,€16.9357 hourly,€9.7549 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€8.7722 hourly,€1.5915 hourly,€16.9357 hourly,€9.7549 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.0965 hourly,€0.1989 hourly,€2.117 hourly,€1.2194 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.1931 hourly,€0.3979 hourly,€4.2339 hourly,€2.4387 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€4.3861 hourly,€0.7958 hourly,€8.4678 hourly,€4.8775 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€8.7722 hourly,€1.5915 hourly,€16.9357 hourly,€9.7549 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€8.7722 hourly,€1.5915 hourly,€16.9357 hourly,€9.7549 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€11.4441 hourly,€2.0509 hourly,€20.2355 hourly,€10.8423 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€11.4441 hourly,€2.0509 hourly,€20.2355 hourly,€10.8423 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.6198 hourly,€0.1421 hourly,€1.2477 hourly,€0.7701 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€1.162 hourly,€0.2665 hourly,€2.3395 hourly,€1.4439 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1549 hourly,€0.0355 hourly,€0.3119 hourly,€0.1925 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€2.3241 hourly,€0.5329 hourly,€4.6789 hourly,€2.8877 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.3099 hourly,€0.0711 hourly,€0.6239 hourly,€0.385 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€6.3859 hourly,€1.4869 hourly,€13.2934 hourly,€8.3944 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€7.3965 hourly,€1.7363 hourly,€14.9319 hourly,€9.2718 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.7982 hourly,€0.1859 hourly,€1.6617 hourly,€1.0493 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.1451 hourly,€0.0338 hourly,€0.3021 hourly,€0.1908 hourly
C3 High CPU 44,c3-highcpu-44,88 GiB,44,€1.5965 hourly,€0.3717 hourly,€3.3233 hourly,€2.0986 hourly
C3 High CPU 8,c3-highcpu-8,16 GiB,8,€0.2903 hourly,€0.0676 hourly,€0.6042 hourly,€0.3816 hourly
C3 High CPU 88,c3-highcpu-88,176 GiB,88,€3.1929 hourly,€0.7435 hourly,€6.6467 hourly,€4.1972 hourly
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€9.9339 hourly,€2.4293 hourly,€16.8414 hourly,€9.3369 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€10.837 hourly,€2.6502 hourly,€18.3725 hourly,€10.1857 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€1.2417 hourly,€0.3037 hourly,€2.1052 hourly,€1.1671 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.2258 hourly,€0.0552 hourly,€0.3828 hourly,€0.2122 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€2.4835 hourly,€0.6073 hourly,€4.2104 hourly,€2.3342 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.4515 hourly,€0.1104 hourly,€0.7655 hourly,€0.4244 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€4.967 hourly,€1.2147 hourly,€8.4207 hourly,€4.6684 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€7.5685 hourly,€1.8011 hourly,€14.4761 hourly,€8.7086 hourly
C3 Standard 176 lssd,c3-standard-176-lssd,704 GiB,176,€7.5685 hourly,€1.8011 hourly,€14.4761 hourly,€8.7086 hourly
C3 Standard 192 metal,c3-standard-192-metal,768 GiB,192,€8.2566 hourly,€1.9648 hourly,€15.7921 hourly,€9.5003 hourly
C3 Standard 22,c3-standard-22,88 GiB,22,€0.9461 hourly,€0.2251 hourly,€1.8095 hourly,€1.0886 hourly
C3 Standard 22 lssd,c3-standard-22-lssd,88 GiB,22,€0.9461 hourly,€0.2251 hourly,€1.8095 hourly,€1.0886 hourly
C3 Standard 4,c3-standard-4,16 GiB,4,€0.172 hourly,€0.0409 hourly,€0.329 hourly,€0.1979 hourly
C3 Standard 4 lssd,c3-standard-4-lssd,16 GiB,4,€0.172 hourly,€0.0409 hourly,€0.329 hourly,€0.1979 hourly
C3 Standard 44,c3-standard-44,176 GiB,44,€1.8921 hourly,€0.4503 hourly,€3.619 hourly,€2.1771 hourly
C3 Standard 44 lssd,c3-standard-44-lssd,176 GiB,44,€1.8921 hourly,€0.4503 hourly,€3.619 hourly,€2.1771 hourly
C3 Standard 8,c3-standard-8,32 GiB,8,€0.344 hourly,€0.0819 hourly,€0.658 hourly,€0.3958 hourly
C3 Standard 8 lssd,c3-standard-8-lssd,32 GiB,8,€0.344 hourly,€0.0819 hourly,€0.658 hourly,€0.3958 hourly
C3 Standard 88,c3-standard-88,352 GiB,88,€3.7843 hourly,€0.9005 hourly,€7.238 hourly,€4.3543 hourly
C3 Standard 88 lssd,c3-standard-88-lssd,352 GiB,88,€3.7843 hourly,€0.9005 hourly,€7.238 hourly,€4.3543 hourly
C4 High CPU 144,c4-highcpu-144,288 GiB,144,€1.3473 hourly,€1.8798 hourly,€6.9989 hourly,€7.5314 hourly
