Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.7578 hourly,€0.2728 hourly,€1.2288 hourly,€0.7438 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.5156 hourly,€0.5456 hourly,€2.4576 hourly,€1.4876 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€3.0313 hourly,€1.0913 hourly,€4.9151 hourly,€2.9751 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€6.0625 hourly,€2.1826 hourly,€9.8303 hourly,€5.9503 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€9.0151 hourly,€3.2454 hourly,€12.7828 hourly,€7.0132 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.1269 hourly,€0.4057 hourly,€1.5979 hourly,€0.8766 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.2538 hourly,€0.8114 hourly,€3.1957 hourly,€1.7533 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.5075 hourly,€1.6227 hourly,€6.3914 hourly,€3.5066 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€9.0151 hourly,€3.2454 hourly,€12.7828 hourly,€7.0132 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€9.7026 hourly,€1.7463 hourly,€17.866 hourly,€9.9097 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€9.7026 hourly,€1.7463 hourly,€17.866 hourly,€9.9097 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.2128 hourly,€0.2183 hourly,€2.2332 hourly,€1.2387 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.4256 hourly,€0.4366 hourly,€4.4665 hourly,€2.4774 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€4.8513 hourly,€0.8731 hourly,€8.933 hourly,€4.9548 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€9.7026 hourly,€1.7463 hourly,€17.866 hourly,€9.9097 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€9.7026 hourly,€1.7463 hourly,€17.866 hourly,€9.9097 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€12.5804 hourly,€2.2639 hourly,€21.3718 hourly,€11.0553 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€12.5804 hourly,€2.2639 hourly,€21.3718 hourly,€11.0553 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.745 hourly,€0.1709 hourly,€1.3729 hourly,€0.7988 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€1.3969 hourly,€0.3204 hourly,€2.5743 hourly,€1.4978 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1862 hourly,€0.0427 hourly,€0.3432 hourly,€0.1997 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€2.7937 hourly,€0.6407 hourly,€5.1485 hourly,€2.9956 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.3725 hourly,€0.0854 hourly,€0.6865 hourly,€0.3994 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€5.4786 hourly,€2.1903 hourly,€12.3862 hourly,€9.0978 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€6.0284 hourly,€2.5661 hourly,€13.5639 hourly,€10.1016 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.6848 hourly,€0.2738 hourly,€1.5483 hourly,€1.1372 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.1245 hourly,€0.0498 hourly,€0.2815 hourly,€0.2068 hourly
C3 High CPU 44,c3-highcpu-44,88 GiB,44,€1.3697 hourly,€0.5476 hourly,€3.0965 hourly,€2.2745 hourly
C3 High CPU 8,c3-highcpu-8,16 GiB,8,€0.249 hourly,€0.0996 hourly,€0.563 hourly,€0.4135 hourly
C3 High CPU 88,c3-highcpu-88,176 GiB,88,€2.7393 hourly,€1.0951 hourly,€6.1931 hourly,€4.5489 hourly
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€5.9051 hourly,€3.6481 hourly,€12.8127 hourly,€10.5556 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€6.442 hourly,€3.9797 hourly,€13.9775 hourly,€11.5152 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€0.7381 hourly,€0.456 hourly,€1.6016 hourly,€1.3194 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.1342 hourly,€0.0829 hourly,€0.2912 hourly,€0.2399 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€1.4763 hourly,€0.912 hourly,€3.2032 hourly,€2.6389 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.2684 hourly,€0.1658 hourly,€0.5824 hourly,€0.4798 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€2.9526 hourly,€1.824 hourly,€6.4063 hourly,€5.2778 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€5.6208 hourly,€2.6762 hourly,€12.5283 hourly,€9.5837 hourly
C3 Standard 176 lssd,c3-standard-176-lssd,704 GiB,176,€5.6208 hourly,€2.6762 hourly,€12.5283 hourly,€9.5837 hourly
C3 Standard 192 metal,c3-standard-192-metal,768 GiB,192,€6.1318 hourly,€2.9195 hourly,€13.6673 hourly,€10.455 hourly
C3 Standard 22,c3-standard-22,88 GiB,22,€0.7026 hourly,€0.3345 hourly,€1.566 hourly,€1.198 hourly
C3 Standard 22 lssd,c3-standard-22-lssd,88 GiB,22,€0.7026 hourly,€0.3345 hourly,€1.566 hourly,€1.198 hourly
C3 Standard 4,c3-standard-4,16 GiB,4,€0.1277 hourly,€0.0608 hourly,€0.2847 hourly,€0.2178 hourly
C3 Standard 4 lssd,c3-standard-4-lssd,16 GiB,4,€0.1277 hourly,€0.0608 hourly,€0.2847 hourly,€0.2178 hourly
C3 Standard 44,c3-standard-44,176 GiB,44,€1.4052 hourly,€0.6691 hourly,€3.1321 hourly,€2.3959 hourly
C3 Standard 44 lssd,c3-standard-44-lssd,176 GiB,44,€1.4052 hourly,€0.6691 hourly,€3.1321 hourly,€2.3959 hourly
C3 Standard 8,c3-standard-8,32 GiB,8,€0.2555 hourly,€0.1216 hourly,€0.5695 hourly,€0.4356 hourly
C3 Standard 8 lssd,c3-standard-8-lssd,32 GiB,8,€0.2555 hourly,€0.1216 hourly,€0.5695 hourly,€0.4356 hourly
C3 Standard 88,c3-standard-88,352 GiB,88,€2.8104 hourly,€1.3381 hourly,€6.2642 hourly,€4.7919 hourly
C3 Standard 88 lssd,c3-standard-88-lssd,352 GiB,88,€2.8104 hourly,€1.3381 hourly,€6.2642 hourly,€4.7919 hourly
C4 High CPU 144,c4-highcpu-144,288 GiB,144,€1.675 hourly,€2.242 hourly,€7.3266 hourly,€7.8936 hourly
C4 High CPU 16,c4-highcpu-16,32 GiB,16,€0.1861 hourly,€0.2491 hourly,€0.8141 hourly,€0.8771 hourly
C4 High CPU 192,c4-highcpu-192,384 GiB,192,€2.2333 hourly,€2.9893 hourly,€9.7688 hourly,€10.5248 hourly
C4 High CPU 2,c4-highcpu-2,4 GiB,2,€0.0233 hourly,€0.0311 hourly,€0.1018 hourly,€0.1096 hourly
