Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.8128 hourly,€0.1608 hourly,€1.2838 hourly,€0.6318 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.6257 hourly,€0.3217 hourly,€2.5676 hourly,€1.2636 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€3.2513 hourly,€0.6434 hourly,€5.1352 hourly,€2.5273 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€6.5027 hourly,€1.2868 hourly,€10.2704 hourly,€5.0545 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€9.6693 hourly,€1.9134 hourly,€13.437 hourly,€5.6811 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.2087 hourly,€0.2392 hourly,€1.6796 hourly,€0.7101 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.4173 hourly,€0.4783 hourly,€3.3593 hourly,€1.4203 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.8346 hourly,€0.9567 hourly,€6.7185 hourly,€2.8405 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€9.6693 hourly,€1.9134 hourly,€13.437 hourly,€5.6811 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€9.2013 hourly,€1.6565 hourly,€17.3648 hourly,€9.8199 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€9.2013 hourly,€1.6565 hourly,€17.3648 hourly,€9.8199 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.1502 hourly,€0.2071 hourly,€2.1706 hourly,€1.2275 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.3003 hourly,€0.4141 hourly,€4.3412 hourly,€2.455 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€4.6007 hourly,€0.8282 hourly,€8.6824 hourly,€4.9099 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€9.2013 hourly,€1.6565 hourly,€17.3648 hourly,€9.8199 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€9.2013 hourly,€1.6565 hourly,€17.3648 hourly,€9.8199 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€11.9305 hourly,€2.148 hourly,€20.7219 hourly,€10.9394 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€11.9305 hourly,€2.148 hourly,€20.7219 hourly,€10.9394 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.7984 hourly,€0.2143 hourly,€1.4264 hourly,€0.8423 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€1.4971 hourly,€0.4018 hourly,€2.6745 hourly,€1.5792 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1996 hourly,€0.0536 hourly,€0.3566 hourly,€0.2106 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€2.9941 hourly,€0.8036 hourly,€5.349 hourly,€3.1584 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.3992 hourly,€0.1071 hourly,€0.7132 hourly,€0.4211 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€7.2871 hourly,€1.711 hourly,€14.1946 hourly,€8.6185 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€8.4424 hourly,€1.9978 hourly,€15.9779 hourly,€9.5333 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.9109 hourly,€0.2139 hourly,€1.7743 hourly,€1.0773 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.1656 hourly,€0.0389 hourly,€0.3226 hourly,€0.1959 hourly
C3 High CPU 44,c3-highcpu-44,88 GiB,44,€1.8218 hourly,€0.4277 hourly,€3.5486 hourly,€2.1546 hourly
C3 High CPU 8,c3-highcpu-8,16 GiB,8,€0.3312 hourly,€0.0778 hourly,€0.6452 hourly,€0.3917 hourly
C3 High CPU 88,c3-highcpu-88,176 GiB,88,€3.6435 hourly,€0.8555 hourly,€7.0973 hourly,€4.3092 hourly
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€11.3534 hourly,€2.7939 hourly,€18.2609 hourly,€9.7015 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€12.3856 hourly,€3.0479 hourly,€19.921 hourly,€10.5834 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€1.4192 hourly,€0.3492 hourly,€2.2826 hourly,€1.2127 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.258 hourly,€0.0635 hourly,€0.415 hourly,€0.2205 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€2.8384 hourly,€0.6985 hourly,€4.5652 hourly,€2.4254 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.5161 hourly,€0.127 hourly,€0.83 hourly,€0.441 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€5.6767 hourly,€1.397 hourly,€9.1305 hourly,€4.8507 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€8.6425 hourly,€2.072 hourly,€15.55 hourly,€8.9795 hourly
C3 Standard 176 lssd,c3-standard-176-lssd,704 GiB,176,€8.6425 hourly,€2.072 hourly,€15.55 hourly,€8.9795 hourly
C3 Standard 192 metal,c3-standard-192-metal,768 GiB,192,€9.4282 hourly,€2.2603 hourly,€16.9637 hourly,€9.7958 hourly
C3 Standard 22,c3-standard-22,88 GiB,22,€1.0803 hourly,€0.259 hourly,€1.9438 hourly,€1.1224 hourly
C3 Standard 22 lssd,c3-standard-22-lssd,88 GiB,22,€1.0803 hourly,€0.259 hourly,€1.9438 hourly,€1.1224 hourly
C3 Standard 4,c3-standard-4,16 GiB,4,€0.1964 hourly,€0.0471 hourly,€0.3534 hourly,€0.2041 hourly
C3 Standard 4 lssd,c3-standard-4-lssd,16 GiB,4,€0.1964 hourly,€0.0471 hourly,€0.3534 hourly,€0.2041 hourly
C3 Standard 44,c3-standard-44,176 GiB,44,€2.1606 hourly,€0.518 hourly,€3.8875 hourly,€2.2449 hourly
C3 Standard 44 lssd,c3-standard-44-lssd,176 GiB,44,€2.1606 hourly,€0.518 hourly,€3.8875 hourly,€2.2449 hourly
C3 Standard 8,c3-standard-8,32 GiB,8,€0.3928 hourly,€0.0942 hourly,€0.7068 hourly,€0.4082 hourly
C3 Standard 8 lssd,c3-standard-8-lssd,32 GiB,8,€0.3928 hourly,€0.0942 hourly,€0.7068 hourly,€0.4082 hourly
C3 Standard 88,c3-standard-88,352 GiB,88,€4.3213 hourly,€1.036 hourly,€7.775 hourly,€4.4897 hourly
C3 Standard 88 lssd,c3-standard-88-lssd,352 GiB,88,€4.3213 hourly,€1.036 hourly,€7.775 hourly,€4.4897 hourly
C4 High CPU 144,c4-highcpu-144,288 GiB,144,€5.9563 hourly,€2.2151 hourly,€11.6079 hourly,€7.8667 hourly
C4 High CPU 16,c4-highcpu-16,32 GiB,16,€0.6618 hourly,€0.2461 hourly,€1.2898 hourly,€0.8741 hourly
C4 High CPU 192,c4-highcpu-192,384 GiB,192,€7.9417 hourly,€2.9535 hourly,€15.4772 hourly,€10.4889 hourly
C4 High CPU 2,c4-highcpu-2,4 GiB,2,€0.0827 hourly,€0.0308 hourly,€0.1612 hourly,€0.1093 hourly
C4 High CPU 24,c4-highcpu-24,48 GiB,24,€0.9927 hourly,€0.3692 hourly,€1.9346 hourly,€1.3111 hourly
C4 High CPU 288,c4-highcpu-288,576 GiB,288,€11.9125 hourly,€4.4302 hourly,€23.2157 hourly,€15.7334 hourly
C4 High CPU 32,c4-highcpu-32,64 GiB,32,€1.3236 hourly,€0.4922 hourly,€2.5795 hourly,€1.7482 hourly
C4 High CPU 4,c4-highcpu-4,8 GiB,4,€0.1655 hourly,€0.0615 hourly,€0.3224 hourly,€0.2185 hourly
C4 High CPU 48,c4-highcpu-48,96 GiB,48,€1.9854 hourly,€0.7384 hourly,€3.8693 hourly,€2.6222 hourly
C4 High CPU 8,c4-highcpu-8,16 GiB,8,€0.3309 hourly,€0.1231 hourly,€0.6449 hourly,€0.437 hourly
C4 High CPU 96,c4-highcpu-96,192 GiB,96,€3.9708 hourly,€1.4767 hourly,€7.7386 hourly,€5.2445 hourly
C4 High Memory 144,c4-highmem-144,1116 GiB,144,€9.1277 hourly,€3.3361 hourly,€14.7793 hourly,€8.9877 hourly
