Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.8139 hourly,€0.2076 hourly,€1.2849 hourly,€0.6785 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.6278 hourly,€0.4152 hourly,€2.5697 hourly,€1.3571 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€3.2556 hourly,€0.8303 hourly,€5.1394 hourly,€2.7142 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€6.5111 hourly,€1.6606 hourly,€10.2789 hourly,€5.4283 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€9.6822 hourly,€2.4694 hourly,€13.45 hourly,€6.2371 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.2103 hourly,€0.3087 hourly,€1.6812 hourly,€0.7796 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.4206 hourly,€0.6173 hourly,€3.3625 hourly,€1.5593 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.8411 hourly,€1.2347 hourly,€6.725 hourly,€3.1186 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€9.6822 hourly,€2.4694 hourly,€13.45 hourly,€6.2371 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€10.412 hourly,€1.8747 hourly,€18.5755 hourly,€10.0382 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€10.412 hourly,€1.8747 hourly,€18.5755 hourly,€10.0382 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.3015 hourly,€0.2343 hourly,€2.3219 hourly,€1.2548 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.603 hourly,€0.4687 hourly,€4.6439 hourly,€2.5095 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€5.206 hourly,€0.9374 hourly,€9.2877 hourly,€5.0191 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€10.412 hourly,€1.8747 hourly,€18.5755 hourly,€10.0382 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€10.412 hourly,€1.8747 hourly,€18.5755 hourly,€10.0382 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€13.5003 hourly,€2.431 hourly,€22.2917 hourly,€11.2224 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€13.5003 hourly,€2.431 hourly,€22.2917 hourly,€11.2224 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.7995 hourly,€0.144 hourly,€1.4274 hourly,€0.772 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€1.499 hourly,€0.27 hourly,€2.6764 hourly,€1.4475 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1999 hourly,€0.036 hourly,€0.3569 hourly,€0.193 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€2.998 hourly,€0.5401 hourly,€5.3529 hourly,€2.8949 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.3997 hourly,€0.072 hourly,€0.7137 hourly,€0.386 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€2.1065 hourly,€2.4507 hourly,€9.014 hourly,€9.3582 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€2.8557 hourly,€2.7316 hourly,€10.3912 hourly,€10.2671 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.2633 hourly,€0.3063 hourly,€1.1267 hourly,€1.1698 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.0479 hourly,€0.0557 hourly,€0.2049 hourly,€0.2127 hourly
C3 High CPU 44,c3-highcpu-44,88 GiB,44,€0.5266 hourly,€0.6127 hourly,€2.2535 hourly,€2.3395 hourly
C3 High CPU 8,c3-highcpu-8,16 GiB,8,€0.0957 hourly,€0.1114 hourly,€0.4097 hourly,€0.4254 hourly
C3 High CPU 88,c3-highcpu-88,176 GiB,88,€1.0532 hourly,€1.2253 hourly,€4.507 hourly,€4.6791 hourly
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€6.7079 hourly,€2.9307 hourly,€13.6154 hourly,€9.8382 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€7.3177 hourly,€3.1971 hourly,€14.8532 hourly,€10.7326 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€0.8385 hourly,€0.3663 hourly,€1.7019 hourly,€1.2298 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.1525 hourly,€0.0666 hourly,€0.3094 hourly,€0.2236 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€1.677 hourly,€0.7327 hourly,€3.4038 hourly,€2.4596 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.3049 hourly,€0.1332 hourly,€0.6189 hourly,€0.4472 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€3.3539 hourly,€1.4653 hourly,€6.8077 hourly,€4.9191 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€3.6403 hourly,€2.6107 hourly,€10.5478 hourly,€9.5182 hourly
C3 Standard 176 lssd,c3-standard-176-lssd,704 GiB,176,€3.6403 hourly,€2.6107 hourly,€10.5478 hourly,€9.5182 hourly
C3 Standard 192 metal,c3-standard-192-metal,768 GiB,192,€3.9712 hourly,€2.848 hourly,€11.5067 hourly,€10.3835 hourly
C3 Standard 22,c3-standard-22,88 GiB,22,€0.455 hourly,€0.3263 hourly,€1.3185 hourly,€1.1898 hourly
C3 Standard 22 lssd,c3-standard-22-lssd,88 GiB,22,€0.455 hourly,€0.3263 hourly,€1.3185 hourly,€1.1898 hourly
C3 Standard 4,c3-standard-4,16 GiB,4,€0.0827 hourly,€0.0593 hourly,€0.2397 hourly,€0.2163 hourly
C3 Standard 4 lssd,c3-standard-4-lssd,16 GiB,4,€0.0827 hourly,€0.0593 hourly,€0.2397 hourly,€0.2163 hourly
C3 Standard 44,c3-standard-44,176 GiB,44,€0.9101 hourly,€0.6527 hourly,€2.6369 hourly,€2.3795 hourly
C3 Standard 44 lssd,c3-standard-44-lssd,176 GiB,44,€0.9101 hourly,€0.6527 hourly,€2.6369 hourly,€2.3795 hourly
C3 Standard 8,c3-standard-8,32 GiB,8,€0.1655 hourly,€0.1187 hourly,€0.4794 hourly,€0.4326 hourly
C3 Standard 8 lssd,c3-standard-8-lssd,32 GiB,8,€0.1655 hourly,€0.1187 hourly,€0.4794 hourly,€0.4326 hourly
C3 Standard 88,c3-standard-88,352 GiB,88,€1.8201 hourly,€1.3053 hourly,€5.2739 hourly,€4.7591 hourly
C3 Standard 88 lssd,c3-standard-88-lssd,352 GiB,88,€1.8201 hourly,€1.3053 hourly,€5.2739 hourly,€4.7591 hourly
C4 High CPU 144,c4-highcpu-144,288 GiB,144,€6.74 hourly,€2.2918 hourly,€12.3916 hourly,€7.9435 hourly
C4 High CPU 16,c4-highcpu-16,32 GiB,16,€0.7489 hourly,€0.2546 hourly,€1.3768 hourly,€0.8826 hourly
C4 High CPU 192,c4-highcpu-192,384 GiB,192,€8.9866 hourly,€3.0558 hourly,€16.5221 hourly,€10.5913 hourly
C4 High CPU 2,c4-highcpu-2,4 GiB,2,€0.0936 hourly,€0.0318 hourly,€0.1721 hourly,€0.1103 hourly
C4 High CPU 24,c4-highcpu-24,48 GiB,24,€1.1233 hourly,€0.382 hourly,€2.0653 hourly,€1.3239 hourly
C4 High CPU 288,c4-highcpu-288,576 GiB,288,€13.48 hourly,€4.5837 hourly,€24.7832 hourly,€15.8869 hourly
C4 High CPU 32,c4-highcpu-32,64 GiB,32,€1.4978 hourly,€0.5093 hourly,€2.7537 hourly,€1.7652 hourly
C4 High CPU 4,c4-highcpu-4,8 GiB,4,€0.1872 hourly,€0.0637 hourly,€0.3442 hourly,€0.2207 hourly
C4 High CPU 48,c4-highcpu-48,96 GiB,48,€2.2467 hourly,€0.7639 hourly,€4.1305 hourly,€2.6478 hourly
C4 High CPU 8,c4-highcpu-8,16 GiB,8,€0.3744 hourly,€0.1273 hourly,€0.6884 hourly,€0.4413 hourly
C4 High CPU 96,c4-highcpu-96,192 GiB,96,€4.4933 hourly,€1.5279 hourly,€8.2611 hourly,€5.2956 hourly
C4 High Memory 144,c4-highmem-144,1116 GiB,144,€10.3288 hourly,€3.5119 hourly,€15.9804 hourly,€9.1635 hourly
C4 High Memory 144 lssd,c4-highmem-144-lssd,1116 GiB,144,€10.3288 hourly,€3.5119 hourly,€15.9804 hourly,€9.1635 hourly
C4 High Memory 16,c4-highmem-16,124 GiB,16,€1.1476 hourly,€0.3902 hourly,€1.7756 hourly,€1.0182 hourly
C4 High Memory 16 lssd,c4-highmem-16-lssd,124 GiB,16,€1.1476 hourly,€0.3902 hourly,€1.7756 hourly,€1.0182 hourly
C4 High Memory 192,c4-highmem-192,1488 GiB,192,€13.7717 hourly,€4.6825 hourly,€21.3072 hourly,€12.218 hourly
C4 High Memory 192 lssd,c4-highmem-192-lssd,1488 GiB,192,€13.7717 hourly,€4.6825 hourly,€21.3072 hourly,€12.218 hourly
C4 High Memory 2,c4-highmem-2,15 GiB,2,€0.1413 hourly,€0.048 hourly,€0.2198 hourly,€0.1265 hourly
C4 High Memory 24,c4-highmem-24,186 GiB,24,€1.7215 hourly,€0.5853 hourly,€2.6634 hourly,€1.5272 hourly
C4 High Memory 24 lssd,c4-highmem-24-lssd,186 GiB,24,€1.7215 hourly,€0.5853 hourly,€2.6634 hourly,€1.5272 hourly
C4 High Memory 288,c4-highmem-288,2232 GiB,288,€20.6575 hourly,€7.0238 hourly,€31.9607 hourly,€18.327 hourly
C4 High Memory 288 lssd,c4-highmem-288-lssd,2232 GiB,288,€20.6575 hourly,€7.0238 hourly,€31.9607 hourly,€18.327 hourly
C4 High Memory 288 lssd metal,c4-highmem-288-lssd-metal,2232 GiB,288,€20.6575 hourly,€7.0238 hourly,€31.9607 hourly,€18.327 hourly
C4 High Memory 288 metal,c4-highmem-288-metal,2232 GiB,288,€20.6575 hourly,€7.0238 hourly,€31.9607 hourly,€18.327 hourly
