Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.7577 hourly,€0.1747 hourly,€1.2287 hourly,€0.6457 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.5155 hourly,€0.3494 hourly,€2.4574 hourly,€1.2913 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€3.031 hourly,€0.6988 hourly,€4.9149 hourly,€2.5827 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€6.062 hourly,€1.3976 hourly,€9.8297 hourly,€5.1654 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€9.0139 hourly,€2.1351 hourly,€12.7816 hourly,€5.9028 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.1267 hourly,€0.2669 hourly,€1.5977 hourly,€0.7379 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.2535 hourly,€0.5338 hourly,€3.1954 hourly,€1.4757 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.507 hourly,€1.0675 hourly,€6.3908 hourly,€2.9514 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€9.0139 hourly,€2.1351 hourly,€12.7816 hourly,€5.9028 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€6.9261 hourly,€1.7409 hourly,€15.0896 hourly,€9.9044 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€6.9261 hourly,€1.7409 hourly,€15.0896 hourly,€9.9044 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€0.8658 hourly,€0.2176 hourly,€1.8862 hourly,€1.238 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€1.7315 hourly,€0.4352 hourly,€3.7724 hourly,€2.4761 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€3.4631 hourly,€0.8705 hourly,€7.5448 hourly,€4.9522 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€6.9261 hourly,€1.7409 hourly,€15.0896 hourly,€9.9044 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€6.9261 hourly,€1.7409 hourly,€15.0896 hourly,€9.9044 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€8.569 hourly,€2.3221 hourly,€17.3603 hourly,€11.1135 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€8.569 hourly,€2.3221 hourly,€17.3603 hourly,€11.1135 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.409 hourly,€0.1562 hourly,€1.037 hourly,€0.7842 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€0.767 hourly,€0.2929 hourly,€1.9444 hourly,€1.4703 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1023 hourly,€0.039 hourly,€0.2593 hourly,€0.196 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€1.5339 hourly,€0.5857 hourly,€3.8888 hourly,€2.9406 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.2045 hourly,€0.0781 hourly,€0.5185 hourly,€0.3921 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€4.7399 hourly,€1.0845 hourly,€11.6474 hourly,€7.992 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€5.2155 hourly,€1.3481 hourly,€12.751 hourly,€8.8836 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.5925 hourly,€0.1356 hourly,€1.4559 hourly,€0.999 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.1077 hourly,€0.0246 hourly,€0.2647 hourly,€0.1816 hourly
C3 High CPU 44,c3-highcpu-44,88 GiB,44,€1.185 hourly,€0.2711 hourly,€2.9118 hourly,€1.998 hourly
C3 High CPU 8,c3-highcpu-8,16 GiB,8,€0.2154 hourly,€0.0493 hourly,€0.5294 hourly,€0.3633 hourly
C3 High CPU 88,c3-highcpu-88,176 GiB,88,€2.3699 hourly,€0.5422 hourly,€5.8237 hourly,€3.996 hourly
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€5.1089 hourly,€2.4459 hourly,€12.0164 hourly,€9.3534 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€5.5733 hourly,€2.6682 hourly,€13.1088 hourly,€10.2037 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€0.6386 hourly,€0.3057 hourly,€1.502 hourly,€1.1692 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.1161 hourly,€0.0556 hourly,€0.2731 hourly,€0.2126 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€1.2772 hourly,€0.6115 hourly,€3.0041 hourly,€2.3383 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.2322 hourly,€0.1112 hourly,€0.5462 hourly,€0.4252 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€2.5544 hourly,€1.2229 hourly,€6.0082 hourly,€4.6767 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€4.8629 hourly,€1.5383 hourly,€11.7704 hourly,€8.4458 hourly
C3 Standard 176 lssd,c3-standard-176-lssd,704 GiB,176,€4.8629 hourly,€1.5383 hourly,€11.7704 hourly,€8.4458 hourly
C3 Standard 192 metal,c3-standard-192-metal,768 GiB,192,€5.3049 hourly,€1.6781 hourly,€12.8404 hourly,€9.2136 hourly
C3 Standard 22,c3-standard-22,88 GiB,22,€0.6079 hourly,€0.1923 hourly,€1.4713 hourly,€1.0557 hourly
C3 Standard 22 lssd,c3-standard-22-lssd,88 GiB,22,€0.6079 hourly,€0.1923 hourly,€1.4713 hourly,€1.0557 hourly
C3 Standard 4,c3-standard-4,16 GiB,4,€0.1105 hourly,€0.035 hourly,€0.2675 hourly,€0.1919 hourly
C3 Standard 4 lssd,c3-standard-4-lssd,16 GiB,4,€0.1105 hourly,€0.035 hourly,€0.2675 hourly,€0.1919 hourly
C3 Standard 44,c3-standard-44,176 GiB,44,€1.2157 hourly,€0.3846 hourly,€2.9426 hourly,€2.1114 hourly
C3 Standard 44 lssd,c3-standard-44-lssd,176 GiB,44,€1.2157 hourly,€0.3846 hourly,€2.9426 hourly,€2.1114 hourly
C3 Standard 8,c3-standard-8,32 GiB,8,€0.221 hourly,€0.0699 hourly,€0.535 hourly,€0.3839 hourly
C3 Standard 8 lssd,c3-standard-8-lssd,32 GiB,8,€0.221 hourly,€0.0699 hourly,€0.535 hourly,€0.3839 hourly
C3 Standard 88,c3-standard-88,352 GiB,88,€2.4314 hourly,€0.7691 hourly,€5.8852 hourly,€4.2229 hourly
C3 Standard 88 lssd,c3-standard-88-lssd,352 GiB,88,€2.4314 hourly,€0.7691 hourly,€5.8852 hourly,€4.2229 hourly
