Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.8089 hourly,€0.1608 hourly,€1.2798 hourly,€0.6318 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.6177 hourly,€0.3217 hourly,€2.5597 hourly,€1.2636 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€3.2354 hourly,€0.6434 hourly,€5.1193 hourly,€2.5273 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€6.4709 hourly,€1.2868 hourly,€10.2386 hourly,€5.0545 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€9.6149 hourly,€1.9134 hourly,€13.3826 hourly,€5.6811 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.2019 hourly,€0.2392 hourly,€1.6728 hourly,€0.7101 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.4037 hourly,€0.4783 hourly,€3.3457 hourly,€1.4203 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.8074 hourly,€0.9567 hourly,€6.6913 hourly,€2.8405 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€9.6149 hourly,€1.9134 hourly,€13.3826 hourly,€5.6811 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€10.3652 hourly,€1.8646 hourly,€18.5286 hourly,€10.0281 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€10.3652 hourly,€1.8646 hourly,€18.5286 hourly,€10.0281 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.2957 hourly,€0.2331 hourly,€2.3161 hourly,€1.2535 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.5913 hourly,€0.4662 hourly,€4.6322 hourly,€2.507 hourly
