Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.694 hourly,€0.1893 hourly,€1.165 hourly,€0.6602 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.3881 hourly,€0.3786 hourly,€2.33 hourly,€1.3205 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€2.7762 hourly,€0.7571 hourly,€4.6601 hourly,€2.641 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€5.5524 hourly,€1.5142 hourly,€9.3201 hourly,€5.282 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€8.2566 hourly,€2.2517 hourly,€12.0243 hourly,€6.0194 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.0321 hourly,€0.2815 hourly,€1.503 hourly,€0.7524 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.0641 hourly,€0.5629 hourly,€3.0061 hourly,€1.5049 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.1283 hourly,€1.1258 hourly,€6.0122 hourly,€3.0097 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€8.2566 hourly,€2.2517 hourly,€12.0243 hourly,€6.0194 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€9.3842 hourly,€2.4615 hourly,€17.5477 hourly,€10.6249 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€9.3842 hourly,€2.4615 hourly,€17.5477 hourly,€10.6249 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.173 hourly,€0.3077 hourly,€2.1935 hourly,€1.3281 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.3461 hourly,€0.6154 hourly,€4.3869 hourly,€2.6562 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€4.6921 hourly,€1.2307 hourly,€8.7738 hourly,€5.3124 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€9.3842 hourly,€2.4615 hourly,€17.5477 hourly,€10.6249 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€9.3842 hourly,€2.4615 hourly,€17.5477 hourly,€10.6249 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€12.1677 hourly,€3.0022 hourly,€20.9591 hourly,€11.7936 hourly
