Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.6946 hourly,€0.2715 hourly,€1.1655 hourly,€0.7425 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.3891 hourly,€0.543 hourly,€2.3311 hourly,€1.485 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€2.7782 hourly,€1.0861 hourly,€4.6621 hourly,€2.97 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€5.5565 hourly,€2.1722 hourly,€9.3242 hourly,€5.9399 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€8.2624 hourly,€3.2304 hourly,€12.0302 hourly,€6.9982 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.0328 hourly,€0.4038 hourly,€1.5038 hourly,€0.8748 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.0656 hourly,€0.8076 hourly,€3.0075 hourly,€1.7495 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.1312 hourly,€1.6152 hourly,€6.0151 hourly,€3.4991 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€8.2624 hourly,€3.2304 hourly,€12.0302 hourly,€6.9982 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€9.9351 hourly,€2.0189 hourly,€18.0985 hourly,€10.1823 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€9.9351 hourly,€2.0189 hourly,€18.0985 hourly,€10.1823 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.2419 hourly,€0.2524 hourly,€2.2623 hourly,€1.2728 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.4838 hourly,€0.5047 hourly,€4.5246 hourly,€2.5456 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€4.9675 hourly,€1.0094 hourly,€9.0492 hourly,€5.0911 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€9.9351 hourly,€2.0189 hourly,€18.0985 hourly,€10.1823 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€9.9351 hourly,€2.0189 hourly,€18.0985 hourly,€10.1823 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€12.5611 hourly,€2.6246 hourly,€21.3525 hourly,€11.4159 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€12.5611 hourly,€2.6246 hourly,€21.3525 hourly,€11.4159 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.6824 hourly,€0.1973 hourly,€1.3103 hourly,€0.8253 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€1.2795 hourly,€0.37 hourly,€2.4569 hourly,€1.5474 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1706 hourly,€0.0493 hourly,€0.3276 hourly,€0.2063 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€2.5589 hourly,€0.74 hourly,€4.9138 hourly,€3.0949 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.3412 hourly,€0.0987 hourly,€0.6552 hourly,€0.4126 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€1.7146 hourly,€2.3642 hourly,€8.6221 hourly,€9.2717 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€2.3244 hourly,€2.7606 hourly,€9.8599 hourly,€10.2961 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.2143 hourly,€0.2955 hourly,€1.0778 hourly,€1.159 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.039 hourly,€0.0537 hourly,€0.196 hourly,€0.2107 hourly
