Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.7666 hourly,€0.2132 hourly,€1.2375 hourly,€0.6842 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.5331 hourly,€0.4264 hourly,€2.4751 hourly,€1.3683 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€3.0663 hourly,€0.8528 hourly,€4.9502 hourly,€2.7366 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€6.1326 hourly,€1.7055 hourly,€9.9003 hourly,€5.4733 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€9.1193 hourly,€2.4673 hourly,€12.887 hourly,€6.235 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.1399 hourly,€0.3084 hourly,€1.6109 hourly,€0.7794 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.2798 hourly,€0.6168 hourly,€3.2218 hourly,€1.5588 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€4.5596 hourly,€1.2336 hourly,€6.4435 hourly,€3.1175 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€9.1193 hourly,€2.4673 hourly,€12.887 hourly,€6.235 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€9.8067 hourly,€1.7665 hourly,€17.9701 hourly,€9.9299 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€9.8067 hourly,€1.7665 hourly,€17.9701 hourly,€9.9299 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.2258 hourly,€0.2208 hourly,€2.2463 hourly,€1.2412 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€2.4517 hourly,€0.4416 hourly,€4.4925 hourly,€2.4825 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€4.9033 hourly,€0.8832 hourly,€8.9851 hourly,€4.965 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€9.8067 hourly,€1.7665 hourly,€17.9701 hourly,€9.9299 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€9.8067 hourly,€1.7665 hourly,€17.9701 hourly,€9.9299 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€12.7154 hourly,€2.2905 hourly,€21.5068 hourly,€11.0819 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€12.7154 hourly,€2.2905 hourly,€21.5068 hourly,€11.0819 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.753 hourly,€0.1356 hourly,€1.381 hourly,€0.7636 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€1.4119 hourly,€0.2543 hourly,€2.5893 hourly,€1.4317 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1882 hourly,€0.0339 hourly,€0.3452 hourly,€0.1909 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€2.8237 hourly,€0.5085 hourly,€5.1786 hourly,€2.8634 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.3765 hourly,€0.0678 hourly,€0.6905 hourly,€0.3818 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€6.8307 hourly,€0.7198 hourly,€13.7382 hourly,€7.6273 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€7.9742 hourly,€0.8401 hourly,€15.5097 hourly,€8.3755 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.8538 hourly,€0.09 hourly,€1.7173 hourly,€0.9534 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.1552 hourly,€0.0164 hourly,€0.3122 hourly,€0.1733 hourly
C3 High CPU 44,c3-highcpu-44,88 GiB,44,€1.7077 hourly,€0.18 hourly,€3.4346 hourly,€1.9068 hourly
C3 High CPU 8,c3-highcpu-8,16 GiB,8,€0.3105 hourly,€0.0327 hourly,€0.6245 hourly,€0.3467 hourly
C3 High CPU 88,c3-highcpu-88,176 GiB,88,€3.4153 hourly,€0.3599 hourly,€6.8691 hourly,€3.8137 hourly
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€11.1416 hourly,€1.1719 hourly,€18.0491 hourly,€8.0794 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€12.1545 hourly,€1.2785 hourly,€19.6899 hourly,€8.8139 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€1.3927 hourly,€0.1465 hourly,€2.2561 hourly,€1.0099 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.2532 hourly,€0.0266 hourly,€0.4102 hourly,€0.1836 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€2.7854 hourly,€0.293 hourly,€4.5123 hourly,€2.0199 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.5064 hourly,€0.0533 hourly,€0.8204 hourly,€0.3672 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€5.5708 hourly,€0.586 hourly,€9.0246 hourly,€4.0397 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€8.2677 hourly,€0.8705 hourly,€15.1752 hourly,€7.778 hourly
