Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
A2 Highgpu 1g,a2-highgpu-1g,85 GiB,12,€0.9716 hourly,€0.269 hourly,€1.4426 hourly,€0.74 hourly
A2 Highgpu 2g,a2-highgpu-2g,170 GiB,24,€1.9432 hourly,€0.538 hourly,€2.8852 hourly,€1.48 hourly
A2 Highgpu 4g,a2-highgpu-4g,340 GiB,48,€3.8865 hourly,€1.0761 hourly,€5.7704 hourly,€2.96 hourly
A2 Highgpu 8g,a2-highgpu-8g,680 GiB,96,€7.773 hourly,€2.1522 hourly,€11.5407 hourly,€5.9199 hourly
A2 Megagpu 16g,a2-megagpu-16g,1360 GiB,96,€11.5586 hourly,€3.2879 hourly,€15.3264 hourly,€7.0556 hourly
A2 Ultragpu 1g,a2-ultragpu-1g,170 GiB,12,€1.4448 hourly,€0.411 hourly,€1.9158 hourly,€0.8819 hourly
A2 Ultragpu 2g,a2-ultragpu-2g,340 GiB,24,€2.8897 hourly,€0.822 hourly,€3.8316 hourly,€1.7639 hourly
A2 Ultragpu 4g,a2-ultragpu-4g,680 GiB,48,€5.7793 hourly,€1.6439 hourly,€7.6632 hourly,€3.5278 hourly
A2 Ultragpu 8g,a2-ultragpu-8g,1360 GiB,96,€11.5586 hourly,€3.2879 hourly,€15.3264 hourly,€7.0556 hourly
A3 Edgegpu 8g,a3-edgegpu-8g,1872 GiB,208,€12.4299 hourly,€2.237 hourly,€20.5933 hourly,€10.4004 hourly
A3 Edgegpu 8g nolssd,a3-edgegpu-8g-nolssd,1872 GiB,208,€12.4299 hourly,€2.237 hourly,€20.5933 hourly,€10.4004 hourly
A3 Highgpu 1g,a3-highgpu-1g,234 GiB,26,€1.5537 hourly,€0.2796 hourly,€2.5742 hourly,€1.30 hourly
A3 Highgpu 2g,a3-highgpu-2g,468 GiB,52,€3.1075 hourly,€0.5592 hourly,€5.1483 hourly,€2.6001 hourly
A3 Highgpu 4g,a3-highgpu-4g,936 GiB,104,€6.2149 hourly,€1.1185 hourly,€10.2966 hourly,€5.2002 hourly
A3 Highgpu 8g,a3-highgpu-8g,1872 GiB,208,€12.4299 hourly,€2.237 hourly,€20.5933 hourly,€10.4004 hourly
A3 Megagpu 8g,a3-megagpu-8g,1872 GiB,208,€12.4299 hourly,€2.237 hourly,€20.5933 hourly,€10.4004 hourly
A3 Ultragpu 8g,a3-ultragpu-8g,2952 GiB,224,€16.1167 hourly,€2.9002 hourly,€24.9081 hourly,€11.6916 hourly
A3 Ultragpu 8g nolssd,a3-ultragpu-8g-nolssd,2952 GiB,224,€16.1167 hourly,€2.9002 hourly,€24.9081 hourly,€11.6916 hourly
C2 Standard 16,c2-standard-16,64 GiB,16,€0.7984 hourly,€0.1719 hourly,€1.4264 hourly,€0.7999 hourly
C2 Standard 30,c2-standard-30,120 GiB,30,€1.4971 hourly,€0.3223 hourly,€2.6745 hourly,€1.4997 hourly
C2 Standard 4,c2-standard-4,16 GiB,4,€0.1996 hourly,€0.043 hourly,€0.3566 hourly,€0.20 hourly
C2 Standard 60,c2-standard-60,240 GiB,60,€2.9941 hourly,€0.6446 hourly,€5.349 hourly,€2.9994 hourly
C2 Standard 8,c2-standard-8,32 GiB,8,€0.3992 hourly,€0.0859 hourly,€0.7132 hourly,€0.3999 hourly
C3 High CPU 176,c3-highcpu-176,352 GiB,176,€6.6411 hourly,€0.7691 hourly,€13.5486 hourly,€7.6767 hourly
C3 High CPU 192 metal,c3-highcpu-192-metal,512 GiB,192,€7.755 hourly,€0.8981 hourly,€15.2904 hourly,€8.4336 hourly
C3 High CPU 22,c3-highcpu-22,44 GiB,22,€0.8301 hourly,€0.0961 hourly,€1.6936 hourly,€0.9596 hourly
C3 High CPU 4,c3-highcpu-4,8 GiB,4,€0.1509 hourly,€0.0175 hourly,€0.3079 hourly,€0.1745 hourly
C3 High CPU 44,c3-highcpu-44,88 GiB,44,€1.6603 hourly,€0.1923 hourly,€3.3871 hourly,€1.9192 hourly
C3 High CPU 8,c3-highcpu-8,16 GiB,8,€0.3019 hourly,€0.035 hourly,€0.6158 hourly,€0.3489 hourly
C3 High CPU 88,c3-highcpu-88,176 GiB,88,€3.3205 hourly,€0.3846 hourly,€6.7743 hourly,€3.8383 hourly
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€10.8499 hourly,€1.2566 hourly,€17.7574 hourly,€8.1641 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€11.8363 hourly,€1.3708 hourly,€19.3718 hourly,€8.9063 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€1.3562 hourly,€0.1571 hourly,€2.2197 hourly,€1.0205 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.2466 hourly,€0.0286 hourly,€0.4036 hourly,€0.1855 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€2.7125 hourly,€0.3141 hourly,€4.4394 hourly,€2.041 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.4932 hourly,€0.0571 hourly,€0.8072 hourly,€0.3711 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€5.425 hourly,€0.6283 hourly,€8.8787 hourly,€4.082 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€8.044 hourly,€0.9316 hourly,€14.9515 hourly,€7.8391 hourly
C3 Standard 176 lssd,c3-standard-176-lssd,704 GiB,176,€8.044 hourly,€0.9316 hourly,€14.9515 hourly,€7.8391 hourly
C3 Standard 192 metal,c3-standard-192-metal,768 GiB,192,€8.7753 hourly,€1.0163 hourly,€16.3108 hourly,€8.5518 hourly
C3 Standard 22,c3-standard-22,88 GiB,22,€1.0055 hourly,€0.1165 hourly,€1.8689 hourly,€0.9799 hourly
C3 Standard 22 lssd,c3-standard-22-lssd,88 GiB,22,€1.0055 hourly,€0.1165 hourly,€1.8689 hourly,€0.9799 hourly
C3 Standard 4,c3-standard-4,16 GiB,4,€0.1828 hourly,€0.0212 hourly,€0.3398 hourly,€0.1782 hourly
C3 Standard 4 lssd,c3-standard-4-lssd,16 GiB,4,€0.1828 hourly,€0.0212 hourly,€0.3398 hourly,€0.1782 hourly
C3 Standard 44,c3-standard-44,176 GiB,44,€2.011 hourly,€0.2329 hourly,€3.7379 hourly,€1.9598 hourly
C3 Standard 44 lssd,c3-standard-44-lssd,176 GiB,44,€2.011 hourly,€0.2329 hourly,€3.7379 hourly,€1.9598 hourly
C3 Standard 8,c3-standard-8,32 GiB,8,€0.3656 hourly,€0.0423 hourly,€0.6796 hourly,€0.3563 hourly
C3 Standard 8 lssd,c3-standard-8-lssd,32 GiB,8,€0.3656 hourly,€0.0423 hourly,€0.6796 hourly,€0.3563 hourly
C3 Standard 88,c3-standard-88,352 GiB,88,€4.022 hourly,€0.4658 hourly,€7.4758 hourly,€3.9196 hourly
C3 Standard 88 lssd,c3-standard-88-lssd,352 GiB,88,€4.022 hourly,€0.4658 hourly,€7.4758 hourly,€3.9196 hourly
C4 High CPU 144,c4-highcpu-144,288 GiB,144,,,,
C4 High CPU 16,c4-highcpu-16,32 GiB,16,,,,
C4 High CPU 192,c4-highcpu-192,384 GiB,192,,,,
C4 High CPU 2,c4-highcpu-2,4 GiB,2,,,,
C4 High CPU 24,c4-highcpu-24,48 GiB,24,,,,
C4 High CPU 288,c4-highcpu-288,576 GiB,288,,,,
C4 High CPU 32,c4-highcpu-32,64 GiB,32,,,,
C4 High CPU 4,c4-highcpu-4,8 GiB,4,,,,
C4 High CPU 48,c4-highcpu-48,96 GiB,48,,,,
C4 High CPU 8,c4-highcpu-8,16 GiB,8,,,,
C4 High CPU 96,c4-highcpu-96,192 GiB,96,,,,
C4 High Memory 144,c4-highmem-144,1116 GiB,144,,,,
