,id,vcpu,memory,ssd_storage,hdd_storage,gpu_units,platform,source,gwp_manufacturing_impact_total,energy_1h_load0,gwp_use_1h_load0_FRA,gwp_use_1h_load0_GBR,gwp_use_1h_load0_USA,energy_1h_load50,gwp_use_1h_load50_FRA,gwp_use_1h_load50_GBR,gwp_use_1h_load50_USA,energy_1h_load100,gwp_use_1h_load100_FRA,gwp_use_1h_load100_GBR,gwp_use_1h_load100_USA
156,c7g.large,2,4.0,0,0,0,c7g.metal,,0.00056,2.60131375,0.000255,0.00064,0.00096,8.3520675,0.00082,0.00205,0.00309,10.8458175,0.00106,0.00267,0.004
157,c7g.xlarge,4,8.0,0,0,0,c7g.metal,,0.0011,5.2026275,0.00051,0.00128,0.00192,16.704135,0.00164,0.0041,0.0062,21.691635,0.00213,0.0053,0.008
158,c7g.2xlarge,8,16.0,0,0,0,c7g.metal,,0.0023,10.405255,0.00102,0.00256,0.0038,33.40827,0.00327,0.0082,0.0124,43.38327,0.0043,0.0107,0.0161
159,c7g.4xlarge,16,32.0,0,0,0,c7g.metal,,0.0045,20.81051,0.00204,0.0051,0.0077,66.81654,0.0065,0.0164,0.0247,86.76654,0.0085,0.0213,0.0321
160,c7g.8xlarge,32,64.0,0,0,0,c7g.metal,,0.009,41.62102,0.0041,0.0102,0.0154,133.63308,0.0131,0.0329,0.049,173.53308,0.017,0.043,0.064
161,c7g.12xlarge,48,96.0,0,0,0,c7g.metal,,0.014,62.431529999999995,0.0061,0.0154,0.0231,200.44962,0.0196,0.049,0.074,260.29962,0.0255,0.064,0.096
162,c7g.16xlarge,64,128.0,0,0,0,c7g.metal,,0.018,83.24204,0.0082,0.0205,0.0308,267.26616,0.0262,0.066,0.099,347.06616,0.034,0.085,0.128
163,c7g.metal,64,128.0,0,0,0,c7g.metal,,0.018,83.24204,0.0082,0.0205,0.0308,267.26616,0.0262,0.066,0.099,347.06616,0.034,0.085,0.128
164,c7gd.medium,1,2.0,59,0,0,c7gd.16xlarge,,0.00035,1.300656875,0.000127,0.00032,0.00048,4.17603375,0.00041,0.00103,0.00155,5.42290875,0.00053,0.00133,0.00201
165,c7gd.large,2,4.0,118,0,0,c7gd.16xlarge,,0.00071,2.60131375,0.000255,0.00064,0.00096,8.3520675,0.00082,0.00205,0.00309,10.8458175,0.00106,0.00267,0.004
166,c7gd.xlarge,4,8.0,237,0,0,c7gd.16xlarge,,0.0014,5.2026275,0.00051,0.00128,0.00192,16.704135,0.00164,0.0041,0.0062,21.691635,0.00213,0.0053,0.008
167,c7gd.2xlarge,8,16.0,474,0,0,c7gd.16xlarge,,0.0028,10.405255,0.00102,0.00256,0.0038,33.40827,0.00327,0.0082,0.0124,43.38327,0.0043,0.0107,0.0161
168,c7gd.4xlarge,16,32.0,950,0,0,c7gd.16xlarge,,0.0057,20.81051,0.00204,0.0051,0.0077,66.81654,0.0065,0.0164,0.0247,86.76654,0.0085,0.0213,0.0321
169,c7gd.8xlarge,32,64.0,1900,0,0,c7gd.16xlarge,,0.011,41.62102,0.0041,0.0102,0.0154,133.63308,0.0131,0.0329,0.049,173.53308,0.017,0.043,0.064
170,c7gd.12xlarge,48,96.0,2850,0,0,c7gd.16xlarge,,0.017,62.431529999999995,0.0061,0.0154,0.0231,200.44962,0.0196,0.049,0.074,260.29962,0.0255,0.064,0.096
171,c7gd.16xlarge,64,128.0,3800,0,0,c7gd.16xlarge,,0.023,83.24204,0.0082,0.0205,0.0308,267.26616,0.0262,0.066,0.099,347.06616,0.034,0.085,0.128
172,c7gn.medium,1,2.0,0,0,0,c7gn.16xlarge,,0.00028,1.37499140625,0.000135,0.00034,0.00051,4.642572812500001,0.00045,0.00114,0.00172,6.0592306250000005,0.00059,0.00149,0.00224
173,c7gn.large,2,4.0,0,0,0,c7gn.16xlarge,,0.00056,2.7499828125,0.000269,0.00068,0.00102,9.285145625000002,0.00091,0.00228,0.0034,12.118461250000001,0.00119,0.00298,0.0045
174,c7gn.xlarge,4,8.0,0,0,0,c7gn.16xlarge,,0.0011,5.499965625,0.00054,0.00135,0.00203,18.570291250000004,0.00182,0.0046,0.0069,24.236922500000002,0.00238,0.006,0.009
175,c7gn.2xlarge,8,16.0,0,0,0,c7gn.16xlarge,,0.0023,10.99993125,0.00108,0.00271,0.0041,37.14058250000001,0.0036,0.0091,0.0137,48.473845000000004,0.0048,0.0119,0.0179
176,c7gn.4xlarge,16,32.0,0,0,0,c7gn.16xlarge,,0.0045,21.9998625,0.00216,0.0054,0.0081,74.28116500000002,0.0073,0.0183,0.0275,96.94769000000001,0.0095,0.0238,0.036
177,c7gn.8xlarge,32,64.0,0,0,0,c7gn.16xlarge,,0.009,43.999725,0.0043,0.0108,0.0163,148.56233000000003,0.0146,0.037,0.055,193.89538000000002,0.019,0.048,0.072
178,c7gn.12xlarge,48,96.0,0,0,0,c7gn.16xlarge,,0.014,65.99958749999999,0.0065,0.0162,0.0244,222.84349500000005,0.0218,0.055,0.082,290.84306999999995,0.0285,0.072,0.108
179,c7gn.16xlarge,64,128.0,0,0,0,c7gn.16xlarge,,0.018,87.99945,0.0086,0.0216,0.0326,297.12466000000006,0.0291,0.073,0.11,387.79076000000003,0.038,0.095,0.143
180,c7i.large,2,4.0,0,0,0,c7i.48xlarge,,0.00028,2.783052708333333,0.000273,0.00068,0.00103,9.492265416666667,0.00093,0.00234,0.0035,12.401363333333334,0.00122,0.00305,0.0046
181,c7i.xlarge,4,8.0,0,0,0,c7i.48xlarge,,0.00057,5.566105416666666,0.00055,0.00137,0.00206,18.984530833333334,0.00186,0.0047,0.007,24.80272666666667,0.00243,0.0061,0.0092
182,c7i.2xlarge,8,16.0,0,0,0,c7i.48xlarge,,0.0011,11.132210833333332,0.00109,0.00274,0.0041,37.96906166666667,0.0037,0.0093,0.014,49.60545333333334,0.0049,0.0122,0.0184
183,c7i.4xlarge,16,32.0,0,0,0,c7i.48xlarge,,0.0023,22.264421666666664,0.00218,0.0055,0.0082,75.93812333333334,0.0074,0.0187,0.0281,99.21090666666667,0.0097,0.0244,0.037
184,c7i.8xlarge,32,64.0,0,0,0,c7i.48xlarge,,0.0046,44.52884333333333,0.0044,0.011,0.0165,151.87624666666667,0.0149,0.037,0.056,198.42181333333335,0.0194,0.049,0.073
185,c7i.12xlarge,48,96.0,0,0,0,c7i.48xlarge,,0.0068,66.79326499999999,0.0065,0.0164,0.0247,227.81437,0.0223,0.056,0.084,297.63272,0.0292,0.073,0.11
186,c7i.16xlarge,64,128.0,0,0,0,c7i.48xlarge,,0.009,89.05768666666665,0.0087,0.0219,0.033,303.75249333333335,0.0298,0.075,0.112,396.8436266666667,0.039,0.098,0.147
187,c7i.24xlarge,96,192.0,0,0,0,c7i.48xlarge,,0.014,133.58652999999998,0.0131,0.0329,0.049,455.62874,0.045,0.112,0.169,595.26544,0.058,0.146,0.22
188,c7i.48xlarge,192,384.0,0,0,0,c7i.48xlarge,,0.027,267.17305999999996,0.0262,0.066,0.099,911.25748,0.089,0.224,0.34,1190.53088,0.117,0.293,0.44
189,cc2.8xlarge,32,61.0,3360,0,0,platform_aws_cc2,,0.024,59.52016,0.0058,0.0146,0.022,251.90998000000002,0.0247,0.062,0.093,335.3249200000001,0.0329,0.082,0.124
190,cr1.8xlarge,32,244.0,240,0,0,platform_aws_cr1,,0.033,128.64292,0.0126,0.0316,0.048,321.03274,0.0315,0.079,0.119,404.44768000000005,0.04,0.099,0.15
191,d2.xlarge,4,30.5,0,6000,0,platform_aws_d2,,0.0063,14.692509999999999,0.00144,0.0036,0.0054,31.422136666666663,0.00308,0.0077,0.0116,38.67684333333333,0.0038,0.0095,0.0143
192,d2.2xlarge,8,61.0,0,12000,0,platform_aws_d2,,0.0126,29.385019999999997,0.00288,0.0072,0.0109,62.84427333333333,0.0062,0.0155,0.0233,77.35368666666666,0.0076,0.019,0.0286
193,d2.4xlarge,16,122.0,0,24000,0,platform_aws_d2,,0.025,58.770039999999995,0.0058,0.0145,0.0217,125.68854666666665,0.0123,0.0309,0.047,154.70737333333332,0.0152,0.038,0.057
194,d2.8xlarge,36,244.0,0,48000,0,platform_aws_d2,,0.051,120.71213,0.0118,0.0297,0.045,271.27877,0.0266,0.067,0.1,336.57113000000004,0.033,0.083,0.125
195,d3.xlarge,4,32.0,0,6000,0,platform_aws_d3,,0.0049,14.862639166666664,0.00146,0.0037,0.0055,29.501173333333337,0.00289,0.0073,0.0109,35.84859833333333,0.0035,0.0088,0.0133
196,d3.2xlarge,8,64.0,0,12000,0,platform_aws_d3,,0.0099,29.72527833333333,0.00291,0.0073,0.011,59.002346666666675,0.0058,0.0145,0.0218,71.69719666666666,0.007,0.0176,0.0265
197,d3.4xlarge,16,128.0,0,24000,0,platform_aws_d3,,0.02,59.45055666666666,0.0058,0.0146,0.022,118.00469333333335,0.0116,0.029,0.044,143.3943933333333,0.0141,0.035,0.053
198,d3.8xlarge,32,256.0,0,48000,0,platform_aws_d3,,0.039,118.90111333333331,0.0117,0.0292,0.044,236.0093866666667,0.0231,0.058,0.087,286.7887866666666,0.0281,0.071,0.106
199,d3en.xlarge,4,16.0,0,28000,0,platform_aws_d3en,,0.0032,8.819119166666665,0.00086,0.00217,0.00326,23.45765333333333,0.0023,0.0058,0.0087,29.805078333333334,0.00292,0.0073,0.011
200,d3en.2xlarge,8,32.0,0,56000,0,platform_aws_d3en,,0.0063,17.63823833333333,0.00173,0.0043,0.0065,46.91530666666666,0.0046,0.0115,0.0174,59.61015666666667,0.0058,0.0147,0.0221
201,d3en.4xlarge,16,64.0,0,112000,0,platform_aws_d3en,,0.0126,35.27647666666666,0.0035,0.0087,0.0131,93.83061333333332,0.0092,0.0231,0.035,119.22031333333334,0.0117,0.0293,0.044
202,d3en.6xlarge,24,96.0,0,168000,0,platform_aws_d3en,,0.0189,52.914715,0.0052,0.013,0.0196,140.74592,0.0138,0.035,0.052,178.83047000000002,0.0175,0.044,0.066
203,d3en.8xlarge,32,128.0,0,224000,0,platform_aws_d3en,,0.025,70.55295333333332,0.0069,0.0174,0.0261,187.66122666666664,0.0184,0.046,0.069,238.44062666666667,0.0234,0.059,0.088
204,d3en.12xlarge,48,192.0,0,336000,0,platform_aws_d3en,,0.038,105.82943,0.0104,0.026,0.039,281.49184,0.0276,0.069,0.104,357.66094000000004,0.035,0.088,0.132
205,dc2.large,2,15.0,160,0,0,platform_aws_dc2,,0.0022,7.9457525,0.00078,0.00195,0.00294,19.97011625,0.00196,0.0049,0.0074,25.183550000000004,0.00247,0.0062,0.0093
206,dc2.8xlarge,32,244.0,5120,0,0,platform_aws_dc2,,0.039,128.64292,0.0126,0.0316,0.048,321.03274,0.0315,0.079,0.119,404.44768000000005,0.04,0.099,0.15
207,dl1.24xlarge,96,768.0,4000,0,8,platform_aws_dl1,,0.06,366.22082,0.036,0.09,0.136,767.71856,0.075,0.189,0.284,941.81556,0.092,0.232,0.35
208,ds2.xlarge,4,31.0,0,2000,0,platform_aws_ds2,,0.0038,14.881369999999999,0.00146,0.0037,0.0055,31.610996666666665,0.0031,0.0078,0.0117,38.865703333333336,0.0038,0.0096,0.0144
209,ds2.8xlarge,36,244.0,0,1600,0,platform_aws_ds2,,0.03,120.71213,0.0118,0.0297,0.045,271.27877,0.0266,0.067,0.1,336.57113000000004,0.033,0.083,0.125
210,f1.2xlarge,8,122.0,470,0,0,platform_aws_f1,https://aws.amazon.com/fr/ec2/instance-types/f1/,0.009,51.192586666666664,0.005,0.0126,0.0189,78.14666222222222,0.0077,0.0192,0.0289,89.83292888888887,0.0088,0.0221,0.0332
211,f1.4xlarge,16,244.0,940,0,0,platform_aws_f1,https://aws.amazon.com/fr/ec2/instance-types/f1/,0.018,102.38517333333333,0.01,0.0252,0.038,156.29332444444444,0.0153,0.038,0.058,179.66585777777775,0.0176,0.044,0.066
212,f1.16xlarge,64,976.0,3760,0,0,platform_aws_f1,https://aws.amazon.com/fr/ec2/instance-types/f1/,0.074,409.5406933333333,0.04,0.101,0.152,625.1732977777777,0.061,0.154,0.231,718.663431111111,0.07,0.177,0.266
213,g2.2xlarge,8,15.0,60,0,1,g2.8xlarge,,0.0043,14.785610000000002,0.00145,0.0036,0.0055,62.883065,0.0062,0.0155,0.0233,83.7368,0.0082,0.0206,0.031
214,g2.8xlarge,32,60.0,240,0,4,g2.8xlarge,https://aws.amazon.com/blogs/aws/new-g2-instance-type-with-4x-more-gpu-power/,0.017,59.14244000000001,0.0058,0.0145,0.0219,251.53226,0.0247,0.062,0.093,334.9472,0.0328,0.082,0.124
215,g4ad.xlarge,4,16.0,150,0,1,platform_aws_g4ad,https://aws.amazon.com/fr/ec2/instance-types/g4/,0.0015,7.8939379166666654,0.00077,0.00194,0.00292,17.6527575,0.00173,0.0043,0.0065,21.884374166666667,0.00214,0.0054,0.0081
216,g4ad.2xlarge,8,32.0,300,0,1,platform_aws_g4ad,https://aws.amazon.com/fr/ec2/instance-types/g4/,0.0031,15.787875833333331,0.00155,0.0039,0.0058,35.305515,0.0035,0.0087,0.0131,43.768748333333335,0.0043,0.0108,0.0162
217,g4ad.4xlarge,16,64.0,600,0,1,platform_aws_g4ad,https://aws.amazon.com/fr/ec2/instance-types/g4/,0.0062,31.575751666666662,0.00309,0.0078,0.0117,70.61103,0.0069,0.0174,0.0261,87.53749666666667,0.0086,0.0215,0.0324
218,g4ad.8xlarge,32,128.0,1200,0,2,platform_aws_g4ad,https://aws.amazon.com/fr/ec2/instance-types/g4/,0.012,63.151503333333324,0.0062,0.0155,0.0234,141.22206,0.0138,0.035,0.052,175.07499333333334,0.0172,0.043,0.065
219,g4ad.16xlarge,64,256.0,2400,0,4,platform_aws_g4ad,https://aws.amazon.com/fr/ec2/instance-types/g4/,0.025,126.30300666666665,0.0124,0.0311,0.047,282.44412,0.0277,0.069,0.105,350.1499866666667,0.034,0.086,0.13
220,g4dn.xlarge,4,16.0,125,0,1,g4dn.metal,,0.0015,8.819119166666665,0.00086,0.00217,0.00326,23.45765333333333,0.0023,0.0058,0.0087,29.805078333333334,0.00292,0.0073,0.011
221,g4dn.2xlarge,8,32.0,450,0,1,g4dn.metal,,0.0034,17.63823833333333,0.00173,0.0043,0.0065,46.91530666666666,0.0046,0.0115,0.0174,59.61015666666667,0.0058,0.0147,0.0221
222,g4dn.4xlarge,16,64.0,450,0,1,g4dn.metal,,0.0061,35.27647666666666,0.0035,0.0087,0.0131,93.83061333333332,0.0092,0.0231,0.035,119.22031333333334,0.0117,0.0293,0.044
223,g4dn.8xlarge,32,128.0,900,0,1,g4dn.metal,,0.012,70.55295333333332,0.0069,0.0174,0.0261,187.66122666666664,0.0184,0.046,0.069,238.44062666666667,0.0234,0.059,0.088
224,g4dn.12xlarge,48,192.0,900,0,1,g4dn.metal,,0.018,105.82943,0.0104,0.026,0.039,281.49184,0.0276,0.069,0.104,357.66094000000004,0.035,0.088,0.132
225,g4dn.16xlarge,64,256.0,900,0,4,g4dn.metal,,0.023,141.10590666666664,0.0138,0.035,0.052,375.32245333333327,0.037,0.092,0.139,476.88125333333335,0.047,0.117,0.176
226,g4dn.metal,96,384.0,1800,0,8,g4dn.metal,,0.036,211.65886,0.0207,0.052,0.078,562.98368,0.055,0.138,0.208,715.3218800000001,0.07,0.176,0.265
227,g5.xlarge,4,16.0,250,0,1,g5.48xlarge,,0.0014,7.8939379166666654,0.00077,0.00194,0.00292,17.6527575,0.00173,0.0043,0.0065,21.884374166666667,0.00214,0.0054,0.0081
228,g5.2xlarge,8,32.0,450,0,1,g5.48xlarge,,0.0028,15.787875833333331,0.00155,0.0039,0.0058,35.305515,0.0035,0.0087,0.0131,43.768748333333335,0.0043,0.0108,0.0162
229,g5.4xlarge,16,64.0,600,0,1,g5.48xlarge,,0.0053,31.575751666666662,0.00309,0.0078,0.0117,70.61103,0.0069,0.0174,0.0261,87.53749666666667,0.0086,0.0215,0.0324
230,g5.8xlarge,32,128.0,900,0,1,g5.48xlarge,,0.01,63.151503333333324,0.0062,0.0155,0.0234,141.22206,0.0138,0.035,0.052,175.07499333333334,0.0172,0.043,0.065
231,g5.12xlarge,48,192.0,3800,0,4,g5.48xlarge,,0.018,94.72725499999999,0.0093,0.0233,0.035,211.83309,0.0208,0.052,0.078,262.61249000000004,0.0257,0.065,0.097
232,g5.16xlarge,64,256.0,1900,0,1,g5.48xlarge,,0.021,126.30300666666665,0.0124,0.0311,0.047,282.44412,0.0277,0.069,0.105,350.1499866666667,0.034,0.086,0.13
233,g5.24xlarge,96,384.0,3800,0,4,g5.48xlarge,,0.032,189.45450999999997,0.0186,0.047,0.07,423.66618,0.042,0.104,0.157,525.2249800000001,0.051,0.129,0.194
234,g5.48xlarge,192,768.0,7600,0,8,g5.48xlarge,,0.064,378.90901999999994,0.037,0.093,0.14,847.33236,0.083,0.208,0.314,1050.4499600000001,0.103,0.258,0.39
235,g5g.xlarge,4,8.0,0,0,1,g5g.metal,,0.0011,4.5087,0.00044,0.00111,0.00167,12.35087875,0.00121,0.00304,0.0046,15.750691250000001,0.00154,0.0039,0.0058
236,g5g.2xlarge,8,16.0,0,0,1,g5g.metal,,0.0023,9.0174,0.00088,0.00222,0.0033,24.7017575,0.00242,0.0061,0.0091,31.501382500000002,0.00309,0.0077,0.0117
237,g5g.4xlarge,16,32.0,0,0,1,g5g.metal,,0.0045,18.0348,0.00177,0.0044,0.0067,49.403515,0.0048,0.0122,0.0183,63.002765000000004,0.0062,0.0155,0.0233
238,g5g.8xlarge,32,64.0,0,0,1,g5g.metal,,0.009,36.0696,0.0035,0.0089,0.0133,98.80703,0.0097,0.0243,0.037,126.00553000000001,0.0123,0.031,0.047
239,g5g.16xlarge,64,128.0,0,0,2,g5g.metal,,0.018,72.1392,0.0071,0.0177,0.0267,197.61406,0.0194,0.049,0.073,252.01106000000001,0.0247,0.062,0.093
240,g5g.metal,64,128.0,0,0,2,g5g.metal,,0.018,72.1392,0.0071,0.0177,0.0267,197.61406,0.0194,0.049,0.073,252.01106000000001,0.0247,0.062,0.093
241,h1.2xlarge,8,32.0,0,2000,0,platform_aws_h1,,0.0039,17.197786666666666,0.00169,0.0042,0.0064,44.15186222222222,0.0043,0.0109,0.0163,55.83812888888889,0.0055,0.0137,0.0207
242,h1.4xlarge,16,64.0,0,4000,0,platform_aws_h1,,0.0078,34.39557333333333,0.0034,0.0085,0.0127,88.30372444444444,0.0087,0.0217,0.0327,111.67625777777778,0.0109,0.0275,0.041
243,h1.8xlarge,32,128.0,0,8000,0,platform_aws_h1,,0.016,68.79114666666666,0.0067,0.0169,0.0255,176.60744888888888,0.0173,0.043,0.065,223.35251555555556,0.0219,0.055,0.083
244,h1.16xlarge,64,256.0,0,16000,0,platform_aws_h1,,0.031,137.58229333333333,0.0135,0.034,0.051,353.21489777777776,0.035,0.087,0.131,446.7050311111111,0.044,0.11,0.165
245,hpc7g.4xlarge,16,128.0,0,0,0,hpc7g.16xlarge,,0.01,57.07162999999999,0.0056,0.014,0.0211,103.07766,0.0101,0.0254,0.038,123.02766,0.0121,0.0303,0.046
246,hpc7g.8xlarge,32,128.0,0,0,0,hpc7g.16xlarge,,0.013,65.7951,0.0064,0.0162,0.0243,157.80715999999998,0.0155,0.039,0.058,197.70716,0.0194,0.049,0.073
247,hpc7g.16xlarge,64,128.0,0,0,0,hpc7g.16xlarge,,0.018,83.24204,0.0082,0.0205,0.0308,267.26616,0.0262,0.066,0.099,347.06616,0.034,0.085,0.128
248,hs1.8xlarge,16,117.0,0,4000,0,hs1.8xlarge,,0.018,62.43285999999999,0.0061,0.0154,0.0231,158.62777,0.0155,0.039,0.059,200.33524,0.0196,0.049,0.074
249,i2.large,2,15.0,400,0,0,platform_aws_i2,https://aws.amazon.com/blogs/aws/coming-soon-the-i2-instance-type-high-io-performance-via-ssd/,0.0026,7.9457525,0.00078,0.00195,0.00294,19.97011625,0.00196,0.0049,0.0074,25.183550000000004,0.00247,0.0062,0.0093
