,id,vcpu,memory,ssd_storage,hdd_storage,gpu_units,platform,source,gwp_manufacturing_impact_total,energy_1h_load0,gwp_use_1h_load0_FRA,gwp_use_1h_load0_GBR,gwp_use_1h_load0_USA,energy_1h_load50,gwp_use_1h_load50_FRA,gwp_use_1h_load50_GBR,gwp_use_1h_load50_USA,energy_1h_load100,gwp_use_1h_load100_FRA,gwp_use_1h_load100_GBR,gwp_use_1h_load100_USA
21,c4.8xlarge,36,60.0,0,0,0,platform_aws_c4,https://aws.amazon.com/about-aws/whats-new/2015/01/11/amazon-ec2-c4-instances-now-available/,0.018,61.204206000000006,0.006,0.0151,0.0226,264.4572,0.0259,0.065,0.098,352.60428,0.035,0.087,0.13
22,c4.8xlarge.elasticsearch,36,60.0,0,0,0,platform_aws_c4,https://aws.amazon.com/about-aws/whats-new/2015/01/11/amazon-ec2-c4-instances-now-available/,0.018,61.204206000000006,0.006,0.0151,0.0226,264.4572,0.0259,0.065,0.098,352.60428,0.035,0.087,0.13
23,c5.large,2,4.0,0,0,0,c5.18xlarge,,0.00056,3.6256538888888885,0.00036,0.00089,0.00134,14.778368888888888,0.00145,0.0036,0.0055,19.614396666666664,0.00192,0.0048,0.0073
24,c5.large.elasticsearch,2,4.0,0,0,0,c5.18xlarge,,0.00056,3.6256538888888885,0.00036,0.00089,0.00134,14.778368888888888,0.00145,0.0036,0.0055,19.614396666666664,0.00192,0.0048,0.0073
25,c5.xlarge,4,8.0,0,0,0,c5.18xlarge,,0.0011,7.251307777777777,0.00071,0.00178,0.00268,29.556737777777776,0.0029,0.0073,0.0109,39.22879333333333,0.0038,0.0097,0.0145
26,c5.xlarge.elasticsearch,4,8.0,0,0,0,c5.18xlarge,,0.0011,7.251307777777777,0.00071,0.00178,0.00268,29.556737777777776,0.0029,0.0073,0.0109,39.22879333333333,0.0038,0.0097,0.0145
27,c5.2xlarge,8,16.0,0,0,0,c5.18xlarge,,0.0022,14.502615555555554,0.00142,0.0036,0.0054,59.11347555555555,0.0058,0.0145,0.0219,78.45758666666666,0.0077,0.0193,0.029
28,c5.2xlarge.elasticsearch,8,16.0,0,0,0,c5.18xlarge,,0.0022,14.502615555555554,0.00142,0.0036,0.0054,59.11347555555555,0.0058,0.0145,0.0219,78.45758666666666,0.0077,0.0193,0.029
29,c5.4xlarge,16,32.0,0,0,0,c5.18xlarge,,0.0045,29.005231111111108,0.00284,0.0071,0.0107,118.2269511111111,0.0116,0.0291,0.044,156.9151733333333,0.0154,0.039,0.058
30,c5.4xlarge.elasticsearch,16,32.0,0,0,0,c5.18xlarge,,0.0045,29.005231111111108,0.00284,0.0071,0.0107,118.2269511111111,0.0116,0.0291,0.044,156.9151733333333,0.0154,0.039,0.058
31,c5.9xlarge,36,72.0,0,0,0,c5.18xlarge,,0.0101,65.26177,0.0064,0.0161,0.0241,266.01064,0.0261,0.065,0.098,353.05913999999996,0.035,0.087,0.131
32,c5.9xlarge.elasticsearch,36,72.0,0,0,0,c5.18xlarge,,0.0101,65.26177,0.0064,0.0161,0.0241,266.01064,0.0261,0.065,0.098,353.05913999999996,0.035,0.087,0.131
33,c5.12xlarge,48,96.0,0,0,0,c5.metal,,0.012,74.32704999999999,0.0073,0.0183,0.0275,275.07592000000005,0.027,0.068,0.102,362.12442000000004,0.035,0.089,0.134
34,c5.18xlarge,72,144.0,0,0,0,c5.18xlarge,,0.02,130.52354,0.0128,0.0321,0.048,532.02128,0.052,0.131,0.197,706.1182799999999,0.069,0.174,0.261
35,c5.18xlarge.elasticsearch,72,144.0,0,0,0,c5.18xlarge,,0.02,130.52354,0.0128,0.0321,0.048,532.02128,0.052,0.131,0.197,706.1182799999999,0.069,0.174,0.261
36,c5.24xlarge,96,192.0,0,0,0,c5.metal,,0.023,148.65409999999997,0.0146,0.037,0.055,550.1518400000001,0.054,0.135,0.204,724.2488400000001,0.071,0.178,0.268
37,c5.metal,96,192.0,0,0,0,c5.metal,,0.023,148.65409999999997,0.0146,0.037,0.055,550.1518400000001,0.054,0.135,0.204,724.2488400000001,0.071,0.178,0.268
38,c5a.large,2,4.0,0,0,0,c5a.24xlarge,,0.00048,2.436088958333333,0.000239,0.0006,0.0009,7.315498750000001,0.00072,0.0018,0.00271,9.431307083333333,0.00092,0.00232,0.0035
39,c5a.xlarge,4,8.0,0,0,0,c5a.24xlarge,,0.00096,4.872177916666666,0.00048,0.0012,0.0018,14.630997500000001,0.00143,0.0036,0.0054,18.862614166666667,0.00185,0.0046,0.007
40,c5a.2xlarge,8,16.0,0,0,0,c5a.24xlarge,,0.0019,9.744355833333332,0.00095,0.0024,0.0036,29.261995000000002,0.00287,0.0072,0.0108,37.725228333333334,0.0037,0.0093,0.014
41,c5a.4xlarge,16,32.0,0,0,0,c5a.24xlarge,,0.0038,19.488711666666664,0.00191,0.0048,0.0072,58.523990000000005,0.0057,0.0144,0.0217,75.45045666666667,0.0074,0.0186,0.0279
42,c5a.8xlarge,32,64.0,0,0,0,c5a.24xlarge,,0.0077,38.97742333333333,0.0038,0.0096,0.0144,117.04798000000001,0.0115,0.0288,0.043,150.90091333333334,0.0148,0.037,0.056
43,c5a.12xlarge,48,96.0,0,0,0,c5a.24xlarge,,0.011,58.466134999999994,0.0057,0.0144,0.0216,175.57197000000002,0.0172,0.043,0.065,226.35137000000003,0.0222,0.056,0.084
44,c5a.16xlarge,64,128.0,0,0,0,c5a.24xlarge,,0.015,77.95484666666665,0.0076,0.0192,0.0288,234.09596000000002,0.0229,0.058,0.087,301.80182666666667,0.0296,0.074,0.112
45,c5a.24xlarge,96,192.0,0,0,0,c5a.24xlarge,,0.023,116.93226999999999,0.0115,0.0288,0.043,351.14394000000004,0.034,0.086,0.13,452.70274000000006,0.044,0.111,0.168
46,c5ad.large,2,4.0,75,0,0,c5ad.24xlarge,,0.00057,2.436088958333333,0.000239,0.0006,0.0009,7.315498750000001,0.00072,0.0018,0.00271,9.431307083333333,0.00092,0.00232,0.0035
47,c5ad.xlarge,4,8.0,150,0,0,c5ad.24xlarge,,0.0011,4.872177916666666,0.00048,0.0012,0.0018,14.630997500000001,0.00143,0.0036,0.0054,18.862614166666667,0.00185,0.0046,0.007
48,c5ad.2xlarge,8,16.0,300,0,0,c5ad.24xlarge,,0.0023,9.744355833333332,0.00095,0.0024,0.0036,29.261995000000002,0.00287,0.0072,0.0108,37.725228333333334,0.0037,0.0093,0.014
49,c5ad.4xlarge,16,32.0,600,0,0,c5ad.24xlarge,,0.0046,19.488711666666664,0.00191,0.0048,0.0072,58.523990000000005,0.0057,0.0144,0.0217,75.45045666666667,0.0074,0.0186,0.0279
50,c5ad.8xlarge,32,64.0,1200,0,0,c5ad.24xlarge,,0.009,38.97742333333333,0.0038,0.0096,0.0144,117.04798000000001,0.0115,0.0288,0.043,150.90091333333334,0.0148,0.037,0.056
51,c5ad.12xlarge,48,96.0,1800,0,0,c5ad.24xlarge,,0.014,58.466134999999994,0.0057,0.0144,0.0216,175.57197000000002,0.0172,0.043,0.065,226.35137000000003,0.0222,0.056,0.084
52,c5ad.16xlarge,64,128.0,2400,0,0,c5ad.24xlarge,,0.018,77.95484666666665,0.0076,0.0192,0.0288,234.09596000000002,0.0229,0.058,0.087,301.80182666666667,0.0296,0.074,0.112
53,c5ad.24xlarge,96,192.0,3800,0,0,c5ad.24xlarge,,0.028,116.93226999999999,0.0115,0.0288,0.043,351.14394000000004,0.034,0.086,0.13,452.70274000000006,0.044,0.111,0.168
54,c5d.large,2,4.0,50,0,0,c5d.18xlarge,,0.00063,3.6256538888888885,0.00036,0.00089,0.00134,14.778368888888888,0.00145,0.0036,0.0055,19.614396666666664,0.00192,0.0048,0.0073
55,c5d.xlarge,4,8.0,100,0,0,c5d.18xlarge,,0.0013,7.251307777777777,0.00071,0.00178,0.00268,29.556737777777776,0.0029,0.0073,0.0109,39.22879333333333,0.0038,0.0097,0.0145
56,c5d.2xlarge,8,16.0,200,0,0,c5d.18xlarge,,0.0025,14.502615555555554,0.00142,0.0036,0.0054,59.11347555555555,0.0058,0.0145,0.0219,78.45758666666666,0.0077,0.0193,0.029
57,c5d.4xlarge,16,32.0,400,0,0,c5d.18xlarge,,0.005,29.005231111111108,0.00284,0.0071,0.0107,118.2269511111111,0.0116,0.0291,0.044,156.9151733333333,0.0154,0.039,0.058
58,c5d.9xlarge,36,72.0,900,0,0,c5d.18xlarge,,0.011,65.26177,0.0064,0.0161,0.0241,266.01064,0.0261,0.065,0.098,353.05913999999996,0.035,0.087,0.131
59,c5d.12xlarge,48,96.0,1800,0,0,c5d.metal,,0.014,74.32704999999999,0.0073,0.0183,0.0275,275.07592000000005,0.027,0.068,0.102,362.12442000000004,0.035,0.089,0.134
60,c5d.18xlarge,72,144.0,1800,0,0,c5d.18xlarge,,0.023,130.52354,0.0128,0.0321,0.048,532.02128,0.052,0.131,0.197,706.1182799999999,0.069,0.174,0.261
61,c5d.24xlarge,96,192.0,3600,0,0,c5d.metal,,0.028,148.65409999999997,0.0146,0.037,0.055,550.1518400000001,0.054,0.135,0.204,724.2488400000001,0.071,0.178,0.268
62,c5d.metal,96,192.0,3600,0,0,c5d.metal,,0.028,148.65409999999997,0.0146,0.037,0.055,550.1518400000001,0.054,0.135,0.204,724.2488400000001,0.071,0.178,0.268
63,c5n.large,2,5.0,0,0,0,c5n.metal,,0.00062,4.003373888888889,0.00039,0.00098,0.00148,15.15608888888889,0.00149,0.0037,0.0056,19.992116666666664,0.00196,0.0049,0.0074
64,c5n.xlarge,4,11.0,0,0,0,c5n.metal,,0.0013,8.384467777777777,0.00082,0.00206,0.0031,30.689897777777777,0.00301,0.0075,0.0114,40.361953333333325,0.004,0.0099,0.0149
65,c5n.2xlarge,8,21.0,0,0,0,c5n.metal,,0.0025,16.391215555555554,0.00161,0.004,0.0061,61.00207555555556,0.006,0.015,0.0226,80.34618666666665,0.0079,0.0198,0.0297
66,c5n.4xlarge,16,42.0,0,0,0,c5n.metal,,0.0051,32.78243111111111,0.00321,0.0081,0.0121,122.00415111111111,0.012,0.03,0.045,160.6923733333333,0.0157,0.04,0.059
67,c5n.9xlarge,36,96.0,0,0,0,c5n.metal,,0.012,74.32704999999999,0.0073,0.0183,0.0275,275.07592000000005,0.027,0.068,0.102,362.12442000000004,0.035,0.089,0.134
68,c5n.18xlarge,72,192.0,0,0,0,c5n.metal,,0.023,148.65409999999997,0.0146,0.037,0.055,550.1518400000001,0.054,0.135,0.204,724.2488400000001,0.071,0.178,0.268
69,c5n.metal,72,192.0,0,0,0,c5n.metal,,0.023,148.65409999999997,0.0146,0.037,0.055,550.1518400000001,0.054,0.135,0.204,724.2488400000001,0.071,0.178,0.268
70,c6a.large,2,4.0,0,0,0,c6a.metal,,0.00035,2.2543499999999996,0.000221,0.00055,0.00083,6.175300833333334,0.00061,0.00152,0.00228,7.8754841666666655,0.00077,0.00194,0.00291
71,c6a.xlarge,4,8.0,0,0,0,c6a.metal,,0.0007,4.508699999999999,0.00044,0.00111,0.00167,12.350601666666668,0.00121,0.00304,0.0046,15.750968333333331,0.00154,0.0039,0.0058
72,c6a.2xlarge,8,16.0,0,0,0,c6a.metal,,0.0014,9.017399999999999,0.00088,0.00222,0.0033,24.701203333333336,0.00242,0.0061,0.0091,31.501936666666662,0.00309,0.0077,0.0117
73,c6a.4xlarge,16,32.0,0,0,0,c6a.metal,,0.0028,18.034799999999997,0.00177,0.0044,0.0067,49.40240666666667,0.0048,0.0122,0.0183,63.003873333333324,0.0062,0.0155,0.0233
74,c6a.8xlarge,32,64.0,0,0,0,c6a.metal,,0.0056,36.069599999999994,0.0035,0.0089,0.0133,98.80481333333334,0.0097,0.0243,0.037,126.00774666666665,0.0123,0.031,0.047
75,c6a.12xlarge,48,96.0,0,0,0,c6a.metal,,0.0083,54.10439999999999,0.0053,0.0133,0.02,148.20722,0.0145,0.036,0.055,189.01161999999997,0.0185,0.046,0.07
76,c6a.16xlarge,64,128.0,0,0,0,c6a.metal,,0.011,72.13919999999999,0.0071,0.0177,0.0267,197.60962666666668,0.0194,0.049,0.073,252.0154933333333,0.0247,0.062,0.093
77,c6a.24xlarge,96,192.0,0,0,0,c6a.metal,,0.017,108.20879999999998,0.0106,0.0266,0.04,296.41444,0.029,0.073,0.11,378.02323999999993,0.037,0.093,0.14
78,c6a.32xlarge,128,256.0,0,0,0,c6a.metal,,0.022,144.27839999999998,0.0141,0.035,0.053,395.21925333333337,0.039,0.097,0.146,504.0309866666666,0.049,0.124,0.186
79,c6a.48xlarge,192,384.0,0,0,0,c6a.metal,,0.033,216.41759999999996,0.0212,0.053,0.08,592.82888,0.058,0.146,0.219,756.0464799999999,0.074,0.186,0.28
80,c6a.metal,192,384.0,0,0,0,c6a.metal,,0.033,216.41759999999996,0.0212,0.053,0.08,592.82888,0.058,0.146,0.219,756.0464799999999,0.074,0.186,0.28
81,c6g.medium,1,2.0,0,0,0,c6g.metal,,0.00029,1.127175,0.00011,0.000277,0.00042,3.0877196875,0.000303,0.00076,0.00114,3.9376728125000002,0.00039,0.00097,0.00146
82,c6g.large,2,4.0,0,0,0,c6g.metal,,0.00058,2.25435,0.000221,0.00055,0.00083,6.175439375,0.00061,0.00152,0.00228,7.8753456250000005,0.00077,0.00194,0.00291
83,c6g.large.elasticsearch,2,4.0,0,0,0,c6g.metal,,0.00058,2.25435,0.000221,0.00055,0.00083,6.175439375,0.00061,0.00152,0.00228,7.8753456250000005,0.00077,0.00194,0.00291
84,c6g.xlarge,4,8.0,0,0,0,c6g.metal,,0.0012,4.5087,0.00044,0.00111,0.00167,12.35087875,0.00121,0.00304,0.0046,15.750691250000001,0.00154,0.0039,0.0058
85,c6g.xlarge.elasticsearch,4,8.0,0,0,0,c6g.metal,,0.0012,4.5087,0.00044,0.00111,0.00167,12.35087875,0.00121,0.00304,0.0046,15.750691250000001,0.00154,0.0039,0.0058
86,c6g.2xlarge,8,16.0,0,0,0,c6g.metal,,0.0023,9.0174,0.00088,0.00222,0.0033,24.7017575,0.00242,0.0061,0.0091,31.501382500000002,0.00309,0.0077,0.0117
87,c6g.2xlarge.elasticsearch,8,16.0,0,0,0,c6g.metal,,0.0023,9.0174,0.00088,0.00222,0.0033,24.7017575,0.00242,0.0061,0.0091,31.501382500000002,0.00309,0.0077,0.0117
88,c6g.4xlarge,16,32.0,0,0,0,c6g.metal,,0.0047,18.0348,0.00177,0.0044,0.0067,49.403515,0.0048,0.0122,0.0183,63.002765000000004,0.0062,0.0155,0.0233
89,c6g.4xlarge.elasticsearch,16,32.0,0,0,0,c6g.metal,,0.0047,18.0348,0.00177,0.0044,0.0067,49.403515,0.0048,0.0122,0.0183,63.002765000000004,0.0062,0.0155,0.0233
90,c6g.8xlarge,32,64.0,0,0,0,c6g.metal,,0.0093,36.0696,0.0035,0.0089,0.0133,98.80703,0.0097,0.0243,0.037,126.00553000000001,0.0123,0.031,0.047
91,c6g.8xlarge.elasticsearch,32,64.0,0,0,0,c6g.metal,,0.0093,36.0696,0.0035,0.0089,0.0133,98.80703,0.0097,0.0243,0.037,126.00553000000001,0.0123,0.031,0.047
92,c6g.12xlarge,48,96.0,0,0,0,c6g.metal,,0.014,54.10439999999999,0.0053,0.0133,0.02,148.210545,0.0145,0.036,0.055,189.00829499999998,0.0185,0.046,0.07
93,c6g.12xlarge.elasticsearch,48,96.0,0,0,0,c6g.metal,,0.014,54.10439999999999,0.0053,0.0133,0.02,148.210545,0.0145,0.036,0.055,189.00829499999998,0.0185,0.046,0.07
94,c6g.16xlarge,64,128.0,0,0,0,c6g.metal,,0.019,72.1392,0.0071,0.0177,0.0267,197.61406,0.0194,0.049,0.073,252.01106000000001,0.0247,0.062,0.093
95,c6g.metal,64,128.0,0,0,0,c6g.metal,,0.019,72.1392,0.0071,0.0177,0.0267,197.61406,0.0194,0.049,0.073,252.01106000000001,0.0247,0.062,0.093
96,c6gd.medium,1,2.0,59,0,0,c6gd.metal,,0.00036,1.127175,0.00011,0.000277,0.00042,3.0877196875,0.000303,0.00076,0.00114,3.9376728125000002,0.00039,0.00097,0.00146
97,c6gd.large,2,4.0,118,0,0,c6gd.metal,,0.00073,2.25435,0.000221,0.00055,0.00083,6.175439375,0.00061,0.00152,0.00228,7.8753456250000005,0.00077,0.00194,0.00291
98,c6gd.xlarge,4,8.0,232,0,0,c6gd.metal,,0.0015,4.5087,0.00044,0.00111,0.00167,12.35087875,0.00121,0.00304,0.0046,15.750691250000001,0.00154,0.0039,0.0058
99,c6gd.2xlarge,8,16.0,474,0,0,c6gd.metal,,0.0029,9.0174,0.00088,0.00222,0.0033,24.7017575,0.00242,0.0061,0.0091,31.501382500000002,0.00309,0.0077,0.0117
100,c6gd.4xlarge,16,32.0,950,0,0,c6gd.metal,,0.0058,18.0348,0.00177,0.0044,0.0067,49.403515,0.0048,0.0122,0.0183,63.002765000000004,0.0062,0.0155,0.0233
101,c6gd.8xlarge,32,64.0,1900,0,0,c6gd.metal,,0.012,36.0696,0.0035,0.0089,0.0133,98.80703,0.0097,0.0243,0.037,126.00553000000001,0.0123,0.031,0.047
102,c6gd.12xlarge,48,96.0,2870,0,0,c6gd.metal,,0.018,54.10439999999999,0.0053,0.0133,0.02,148.210545,0.0145,0.036,0.055,189.00829499999998,0.0185,0.046,0.07
103,c6gd.16xlarge,64,128.0,3800,0,0,c6gd.metal,,0.023,72.1392,0.0071,0.0177,0.0267,197.61406,0.0194,0.049,0.073,252.01106000000001,0.0247,0.062,0.093
104,c6gd.metal,64,128.0,3800,0,0,c6gd.metal,,0.023,72.1392,0.0071,0.0177,0.0267,197.61406,0.0194,0.049,0.073,252.01106000000001,0.0247,0.062,0.093
105,c6gn.medium,1,2.0,0,0,0,c6gn.16xlarge,,0.00029,1.127175,0.00011,0.000277,0.00042,3.0877196875,0.000303,0.00076,0.00114,3.9376728125000002,0.00039,0.00097,0.00146
106,c6gn.large,2,4.0,0,0,0,c6gn.16xlarge,,0.00058,2.25435,0.000221,0.00055,0.00083,6.175439375,0.00061,0.00152,0.00228,7.8753456250000005,0.00077,0.00194,0.00291
107,c6gn.xlarge,4,8.0,0,0,0,c6gn.16xlarge,,0.0012,4.5087,0.00044,0.00111,0.00167,12.35087875,0.00121,0.00304,0.0046,15.750691250000001,0.00154,0.0039,0.0058
108,c6gn.2xlarge,8,16.0,0,0,0,c6gn.16xlarge,,0.0023,9.0174,0.00088,0.00222,0.0033,24.7017575,0.00242,0.0061,0.0091,31.501382500000002,0.00309,0.0077,0.0117
109,c6gn.4xlarge,16,32.0,0,0,0,c6gn.16xlarge,,0.0047,18.0348,0.00177,0.0044,0.0067,49.403515,0.0048,0.0122,0.0183,63.002765000000004,0.0062,0.0155,0.0233
110,c6gn.8xlarge,32,64.0,0,0,0,c6gn.16xlarge,,0.0093,36.0696,0.0035,0.0089,0.0133,98.80703,0.0097,0.0243,0.037,126.00553000000001,0.0123,0.031,0.047
111,c6gn.12xlarge,48,96.0,0,0,0,c6gn.16xlarge,,0.014,54.10439999999999,0.0053,0.0133,0.02,148.210545,0.0145,0.036,0.055,189.00829499999998,0.0185,0.046,0.07
112,c6gn.16xlarge,64,128.0,0,0,0,c6gn.16xlarge,,0.019,72.1392,0.0071,0.0177,0.0267,197.61406,0.0194,0.049,0.073,252.01106000000001,0.0247,0.062,0.093
113,c6i.large,2,4.0,0,0,0,c6i.metal,,0.0004,2.9978200000000004,0.000294,0.00074,0.00111,10.839583124999999,0.00106,0.00267,0.004,14.240226875,0.0014,0.0035,0.0053
114,c6i.xlarge,4,8.0,0,0,0,c6i.metal,,0.0008,5.995640000000001,0.00059,0.00147,0.00222,21.679166249999998,0.00212,0.0053,0.008,28.48045375,0.00279,0.007,0.0105
115,c6i.2xlarge,8,16.0,0,0,0,c6i.metal,,0.0016,11.991280000000001,0.00118,0.00295,0.0044,43.358332499999996,0.0042,0.0107,0.016,56.9609075,0.0056,0.014,0.0211
116,c6i.4xlarge,16,32.0,0,0,0,c6i.metal,,0.0032,23.982560000000003,0.00235,0.0059,0.0089,86.71666499999999,0.0085,0.0213,0.0321,113.921815,0.0112,0.028,0.042
117,c6i.8xlarge,32,64.0,0,0,0,c6i.metal,,0.0064,47.965120000000006,0.0047,0.0118,0.0177,173.43332999999998,0.017,0.043,0.064,227.84363,0.0223,0.056,0.084
118,c6i.12xlarge,48,96.0,0,0,0,c6i.metal,,0.0096,71.94768,0.0071,0.0177,0.0266,260.149995,0.0255,0.064,0.096,341.765445,0.033,0.084,0.126
119,c6i.16xlarge,64,128.0,0,0,0,c6i.metal,,0.013,95.93024000000001,0.0094,0.0236,0.035,346.86665999999997,0.034,0.085,0.128,455.68726,0.045,0.112,0.169
120,c6i.24xlarge,96,192.0,0,0,0,c6i.metal,,0.019,143.89536,0.0141,0.035,0.053,520.29999,0.051,0.128,0.193,683.53089,0.067,0.168,0.253
121,c6i.32xlarge,128,256.0,0,0,0,c6i.metal,,0.026,191.86048000000002,0.0188,0.047,0.071,693.7333199999999,0.068,0.171,0.257,911.37452,0.089,0.224,0.34
122,c6i.metal,128,256.0,0,0,0,c6i.metal,,0.026,191.86048000000002,0.0188,0.047,0.071,693.7333199999999,0.068,0.171,0.257,911.37452,0.089,0.224,0.34
123,c6id.large,2,4.0,118,0,0,c6id.metal,,0.00055,2.9978200000000004,0.000294,0.00074,0.00111,10.839583124999999,0.00106,0.00267,0.004,14.240226875,0.0014,0.0035,0.0053
124,c6id.xlarge,4,8.0,237,0,0,c6id.metal,,0.0011,5.995640000000001,0.00059,0.00147,0.00222,21.679166249999998,0.00212,0.0053,0.008,28.48045375,0.00279,0.007,0.0105
125,c6id.2xlarge,8,16.0,474,0,0,c6id.metal,,0.0022,11.991280000000001,0.00118,0.00295,0.0044,43.358332499999996,0.0042,0.0107,0.016,56.9609075,0.0056,0.014,0.0211
126,c6id.4xlarge,16,32.0,950,0,0,c6id.metal,,0.0044,23.982560000000003,0.00235,0.0059,0.0089,86.71666499999999,0.0085,0.0213,0.0321,113.921815,0.0112,0.028,0.042
127,c6id.8xlarge,32,64.0,1900,0,0,c6id.metal,,0.009,47.965120000000006,0.0047,0.0118,0.0177,173.43332999999998,0.017,0.043,0.064,227.84363,0.0223,0.056,0.084
128,c6id.12xlarge,48,96.0,2850,0,0,c6id.metal,,0.013,71.94768,0.0071,0.0177,0.0266,260.149995,0.0255,0.064,0.096,341.765445,0.033,0.084,0.126
129,c6id.16xlarge,64,128.0,3800,0,0,c6id.metal,,0.018,95.93024000000001,0.0094,0.0236,0.035,346.86665999999997,0.034,0.085,0.128,455.68726,0.045,0.112,0.169
130,c6id.24xlarge,96,192.0,5700,0,0,c6id.metal,,0.026,143.89536,0.0141,0.035,0.053,520.29999,0.051,0.128,0.193,683.53089,0.067,0.168,0.253
131,c6id.32xlarge,128,256.0,7600,0,0,c6id.metal,,0.035,191.86048000000002,0.0188,0.047,0.071,693.7333199999999,0.068,0.171,0.257,911.37452,0.089,0.224,0.34
132,c6id.metal,128,256.0,7600,0,0,c6id.metal,,0.035,191.86048000000002,0.0188,0.047,0.071,693.7333199999999,0.068,0.171,0.257,911.37452,0.089,0.224,0.34
133,c6in.large,2,4.0,0,0,0,c6in.metal,,0.0004,2.9978200000000004,0.000294,0.00074,0.00111,10.839583124999999,0.00106,0.00267,0.004,14.240226875,0.0014,0.0035,0.0053
134,c6in.xlarge,4,8.0,0,0,0,c6in.metal,,0.0008,5.995640000000001,0.00059,0.00147,0.00222,21.679166249999998,0.00212,0.0053,0.008,28.48045375,0.00279,0.007,0.0105
135,c6in.2xlarge,8,16.0,0,0,0,c6in.metal,,0.0016,11.991280000000001,0.00118,0.00295,0.0044,43.358332499999996,0.0042,0.0107,0.016,56.9609075,0.0056,0.014,0.0211
136,c6in.4xlarge,16,32.0,0,0,0,c6in.metal,,0.0032,23.982560000000003,0.00235,0.0059,0.0089,86.71666499999999,0.0085,0.0213,0.0321,113.921815,0.0112,0.028,0.042
137,c6in.8xlarge,32,64.0,0,0,0,c6in.metal,,0.0064,47.965120000000006,0.0047,0.0118,0.0177,173.43332999999998,0.017,0.043,0.064,227.84363,0.0223,0.056,0.084
138,c6in.12xlarge,48,96.0,0,0,0,c6in.metal,,0.0096,71.94768,0.0071,0.0177,0.0266,260.149995,0.0255,0.064,0.096,341.765445,0.033,0.084,0.126
139,c6in.16xlarge,64,128.0,0,0,0,c6in.metal,,0.013,95.93024000000001,0.0094,0.0236,0.035,346.86665999999997,0.034,0.085,0.128,455.68726,0.045,0.112,0.169
140,c6in.24xlarge,96,192.0,0,0,0,c6in.metal,,0.019,143.89536,0.0141,0.035,0.053,520.29999,0.051,0.128,0.193,683.53089,0.067,0.168,0.253
141,c6in.32xlarge,128,256.0,0,0,0,c6in.metal,,0.026,191.86048000000002,0.0188,0.047,0.071,693.7333199999999,0.068,0.171,0.257,911.37452,0.089,0.224,0.34
142,c6in.metal,128,256.0,0,0,0,c6in.metal,,0.026,191.86048000000002,0.0188,0.047,0.071,693.7333199999999,0.068,0.171,0.257,911.37452,0.089,0.224,0.34
143,c7a.medium,1,2.0,0,0,0,c7a.metal-48xl,,0.00018,1.2180444791666665,0.000119,0.0003,0.00045,3.6577493750000003,0.00036,0.0009,0.00135,4.715653541666667,0.00046,0.00116,0.00174
144,c7a.large,2,4.0,0,0,0,c7a.metal-48xl,,0.00035,2.436088958333333,0.000239,0.0006,0.0009,7.315498750000001,0.00072,0.0018,0.00271,9.431307083333333,0.00092,0.00232,0.0035
145,c7a.xlarge,4,8.0,0,0,0,c7a.metal-48xl,,0.0007,4.872177916666666,0.00048,0.0012,0.0018,14.630997500000001,0.00143,0.0036,0.0054,18.862614166666667,0.00185,0.0046,0.007
146,c7a.2xlarge,8,16.0,0,0,0,c7a.metal-48xl,,0.0014,9.744355833333332,0.00095,0.0024,0.0036,29.261995000000002,0.00287,0.0072,0.0108,37.725228333333334,0.0037,0.0093,0.014
147,c7a.4xlarge,16,32.0,0,0,0,c7a.metal-48xl,,0.0028,19.488711666666664,0.00191,0.0048,0.0072,58.523990000000005,0.0057,0.0144,0.0217,75.45045666666667,0.0074,0.0186,0.0279
148,c7a.8xlarge,32,64.0,0,0,0,c7a.metal-48xl,,0.0056,38.97742333333333,0.0038,0.0096,0.0144,117.04798000000001,0.0115,0.0288,0.043,150.90091333333334,0.0148,0.037,0.056
149,c7a.12xlarge,48,96.0,0,0,0,c7a.metal-48xl,,0.0084,58.466134999999994,0.0057,0.0144,0.0216,175.57197000000002,0.0172,0.043,0.065,226.35137000000003,0.0222,0.056,0.084
150,c7a.16xlarge,64,128.0,0,0,0,c7a.metal-48xl,,0.011,77.95484666666665,0.0076,0.0192,0.0288,234.09596000000002,0.0229,0.058,0.087,301.80182666666667,0.0296,0.074,0.112
151,c7a.24xlarge,96,192.0,0,0,0,c7a.metal-48xl,,0.017,116.93226999999999,0.0115,0.0288,0.043,351.14394000000004,0.034,0.086,0.13,452.70274000000006,0.044,0.111,0.168
152,c7a.32xlarge,128,256.0,0,0,0,c7a.metal-48xl,,0.022,155.9096933333333,0.0153,0.038,0.058,468.19192000000004,0.046,0.115,0.173,603.6036533333333,0.059,0.148,0.223
153,c7a.48xlarge,192,384.0,0,0,0,c7a.metal-48xl,,0.034,233.86453999999998,0.0229,0.058,0.087,702.2878800000001,0.069,0.173,0.26,905.4054800000001,0.089,0.223,0.34
154,c7a.metal-48xl,192,384.0,0,0,0,c7a.metal-48xl,,0.034,233.86453999999998,0.0229,0.058,0.087,702.2878800000001,0.069,0.173,0.26,905.4054800000001,0.089,0.223,0.34
155,c7g.medium,1,2.0,0,0,0,c7g.metal,,0.00028,1.300656875,0.000127,0.00032,0.00048,4.17603375,0.00041,0.00103,0.00155,5.42290875,0.00053,0.00133,0.00201
