id,vcpu,memory,ssd_storage,hdd_storage,gpu_units,platform,source,gwp_manufacturing_1h_impact,energy_1h_load0,gwp_use_1h_load0_FRA,gwp_use_1h_load0_GBR,gwp_use_1h_load0_USA,energy_1h_load50,gwp_use_1h_load50_FRA,gwp_use_1h_load50_GBR,gwp_use_1h_load50_USA,energy_1h_load100,gwp_use_1h_load100_FRA,gwp_use_1h_load100_GBR,gwp_use_1h_load100_USA
e16s_v5,16,128.0,0.0,0.0,0,Esv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0061,59.05399499999999,0.0058,0.0145,0.0218,115.51648499999999,0.0113,0.0284,0.043,139.99846,0.0137,0.034,0.052
e20s_v5,20,160.0,0.0,0.0,0,Esv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0077,73.81749375,0.0072,0.0182,0.0273,144.39560625000001,0.0142,0.036,0.053,174.998075,0.0171,0.043,0.065
e32s_v5,32,256.0,0.0,0.0,0,Esv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,118.10798999999999,0.0116,0.0291,0.044,231.03296999999998,0.0226,0.057,0.085,279.99692,0.0274,0.069,0.104
e48s_v5,48,384.0,0.0,0.0,0,Esv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.018,177.16198500000002,0.0174,0.044,0.066,346.54945499999997,0.034,0.085,0.128,419.99537999999995,0.041,0.103,0.155
e64s_v5,64,512.0,0.0,0.0,0,Esv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.025,236.21597999999997,0.0231,0.058,0.087,462.06593999999996,0.045,0.114,0.171,559.99384,0.055,0.138,0.207
f2s_v2,2,4.0,16.0,0.0,0,Fsv2-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00029,2.8491093749999994,0.000279,0.0007,0.00105,9.906920625,0.00097,0.00244,0.0037,12.967167499999999,0.00127,0.00319,0.0048
f4s_v2,4,8.0,32.0,0.0,0,Fsv2-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00058,5.698218749999999,0.00056,0.0014,0.00211,19.81384125,0.00194,0.0049,0.0073,25.934334999999997,0.00254,0.0064,0.0096
f8s_v2,8,16.0,64.0,0.0,0,Fsv2-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0012,11.396437499999998,0.00112,0.0028,0.0042,39.6276825,0.0039,0.0097,0.0147,51.868669999999995,0.0051,0.0128,0.0192
f16s_v2,16,32.0,128.0,0.0,0,Fsv2-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0023,22.792874999999995,0.00223,0.0056,0.0084,79.255365,0.0078,0.0195,0.0293,103.73733999999999,0.0102,0.0255,0.038
f32s_v2,32,64.0,256.0,0.0,0,Fsv2-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0046,45.58574999999999,0.0045,0.0112,0.0169,158.51073,0.0155,0.039,0.059,207.47467999999998,0.0203,0.051,0.077
f48s_v2,48,96.0,384.0,0.0,0,Fsv2-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.007,68.378625,0.0067,0.0168,0.0253,237.766095,0.0233,0.058,0.088,311.21202,0.0305,0.077,0.115
f64s_v2,64,128.0,512.0,0.0,0,Fsv2-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0093,91.17149999999998,0.0089,0.0224,0.034,317.02146,0.0311,0.078,0.117,414.94935999999996,0.041,0.102,0.154
f72s_v2,72,144.0,576.0,0.0,0,Fsv2-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.01,102.5679375,0.0101,0.0252,0.038,356.6491425,0.035,0.088,0.132,466.81803,0.046,0.115,0.173
standard_f16s_v2,16,32.0,128.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0027,21.603496923076925,0.00212,0.0053,0.008,71.79176307692309,0.007,0.0177,0.0266,93.55465538461539,0.0092,0.023,0.035
standard_f16s_v2,16,32.0,128.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0027,21.603496923076925,0.00212,0.0053,0.008,71.79176307692309,0.007,0.0177,0.0266,93.55465538461539,0.0092,0.023,0.035
standard_f2s_v2,2,4.0,16.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_f2s_v2,2,4.0,16.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_f32s_v2,32,64.0,256.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0054,43.20699384615385,0.0042,0.0106,0.016,143.58352615384618,0.0141,0.035,0.053,187.10931076923077,0.0183,0.046,0.069
standard_f32s_v2,32,64.0,256.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0054,43.20699384615385,0.0042,0.0106,0.016,143.58352615384618,0.0141,0.035,0.053,187.10931076923077,0.0183,0.046,0.069
standard_f48s_v2,48,96.0,384.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0081,64.81049076923077,0.0064,0.0159,0.024,215.37528923076925,0.0211,0.053,0.08,280.66396615384616,0.0275,0.069,0.104
standard_f48s_v2,48,96.0,384.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0081,64.81049076923077,0.0064,0.0159,0.024,215.37528923076925,0.0211,0.053,0.08,280.66396615384616,0.0275,0.069,0.104
standard_f4s_v2,4,8.0,32.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00067,5.400874230769231,0.00053,0.00133,0.002,17.947940769230772,0.00176,0.0044,0.0066,23.388663846153847,0.00229,0.0058,0.0087
standard_f4s_v2,4,8.0,32.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00067,5.400874230769231,0.00053,0.00133,0.002,17.947940769230772,0.00176,0.0044,0.0066,23.388663846153847,0.00229,0.0058,0.0087
standard_f64s_v2,64,128.0,512.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0108,86.4139876923077,0.0085,0.0213,0.032,287.16705230769236,0.0281,0.071,0.106,374.21862153846155,0.037,0.092,0.138
standard_f64s_v2,64,128.0,512.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0108,86.4139876923077,0.0085,0.0213,0.032,287.16705230769236,0.0281,0.071,0.106,374.21862153846155,0.037,0.092,0.138
standard_f72s_v2,72,144.0,576.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,97.21573615384617,0.0095,0.0239,0.036,323.06293384615384,0.0317,0.079,0.12,420.9959492307692,0.041,0.104,0.156
standard_f72s_v2,72,144.0,576.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,97.21573615384617,0.0095,0.0239,0.036,323.06293384615384,0.0317,0.079,0.12,420.9959492307692,0.041,0.104,0.156
standard_f8s_v2,8,16.0,64.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0013,10.801748461538462,0.00106,0.00266,0.004,35.895881538461545,0.0035,0.0088,0.0133,46.77732769230769,0.0046,0.0115,0.0173
standard_f8s_v2,8,16.0,64.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0013,10.801748461538462,0.00106,0.00266,0.004,35.895881538461545,0.0035,0.0088,0.0133,46.77732769230769,0.0046,0.0115,0.0173
f2s_v2,2,4.0,16.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00029,2.8491093749999994,0.000279,0.0007,0.00105,9.906920625,0.00097,0.00244,0.0037,12.967167499999999,0.00127,0.00319,0.0048
f4s_v2,4,8.0,32.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00058,5.698218749999999,0.00056,0.0014,0.00211,19.81384125,0.00194,0.0049,0.0073,25.934334999999997,0.00254,0.0064,0.0096
f8s_v2,8,16.0,64.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0012,11.396437499999998,0.00112,0.0028,0.0042,39.6276825,0.0039,0.0097,0.0147,51.868669999999995,0.0051,0.0128,0.0192
f16s_v2,16,32.0,128.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0023,22.792874999999995,0.00223,0.0056,0.0084,79.255365,0.0078,0.0195,0.0293,103.73733999999999,0.0102,0.0255,0.038
f32s_v2,32,64.0,256.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0046,45.58574999999999,0.0045,0.0112,0.0169,158.51073,0.0155,0.039,0.059,207.47467999999998,0.0203,0.051,0.077
f48s_v2,48,96.0,384.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.007,68.378625,0.0067,0.0168,0.0253,237.766095,0.0233,0.058,0.088,311.21202,0.0305,0.077,0.115
f64s_v2,64,128.0,512.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0093,91.17149999999998,0.0089,0.0224,0.034,317.02146,0.0311,0.078,0.117,414.94935999999996,0.041,0.102,0.154
f72s_v2,72,144.0,576.0,0.0,0,Fsv2-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.01,102.5679375,0.0101,0.0252,0.038,356.6491425,0.035,0.088,0.132,466.81803,0.046,0.115,0.173
standard_f16s_v2,16,32.0,128.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0027,21.603496923076925,0.00212,0.0053,0.008,71.79176307692309,0.007,0.0177,0.0266,93.55465538461539,0.0092,0.023,0.035
standard_f16s_v2,16,32.0,128.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0027,21.603496923076925,0.00212,0.0053,0.008,71.79176307692309,0.007,0.0177,0.0266,93.55465538461539,0.0092,0.023,0.035
standard_f2s_v2,2,4.0,16.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_f2s_v2,2,4.0,16.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_f32s_v2,32,64.0,256.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0054,43.20699384615385,0.0042,0.0106,0.016,143.58352615384618,0.0141,0.035,0.053,187.10931076923077,0.0183,0.046,0.069
standard_f32s_v2,32,64.0,256.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0054,43.20699384615385,0.0042,0.0106,0.016,143.58352615384618,0.0141,0.035,0.053,187.10931076923077,0.0183,0.046,0.069
standard_f48s_v2,48,96.0,384.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0081,64.81049076923077,0.0064,0.0159,0.024,215.37528923076925,0.0211,0.053,0.08,280.66396615384616,0.0275,0.069,0.104
standard_f48s_v2,48,96.0,384.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0081,64.81049076923077,0.0064,0.0159,0.024,215.37528923076925,0.0211,0.053,0.08,280.66396615384616,0.0275,0.069,0.104
standard_f4s_v2,4,8.0,32.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00067,5.400874230769231,0.00053,0.00133,0.002,17.947940769230772,0.00176,0.0044,0.0066,23.388663846153847,0.00229,0.0058,0.0087
standard_f4s_v2,4,8.0,32.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00067,5.400874230769231,0.00053,0.00133,0.002,17.947940769230772,0.00176,0.0044,0.0066,23.388663846153847,0.00229,0.0058,0.0087
standard_f64s_v2,64,128.0,512.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0108,86.4139876923077,0.0085,0.0213,0.032,287.16705230769236,0.0281,0.071,0.106,374.21862153846155,0.037,0.092,0.138
standard_f64s_v2,64,128.0,512.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0108,86.4139876923077,0.0085,0.0213,0.032,287.16705230769236,0.0281,0.071,0.106,374.21862153846155,0.037,0.092,0.138
standard_f72s_v2,72,144.0,576.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,97.21573615384617,0.0095,0.0239,0.036,323.06293384615384,0.0317,0.079,0.12,420.9959492307692,0.041,0.104,0.156
standard_f72s_v2,72,144.0,576.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,97.21573615384617,0.0095,0.0239,0.036,323.06293384615384,0.0317,0.079,0.12,420.9959492307692,0.041,0.104,0.156
standard_f8s_v2,8,16.0,64.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0013,10.801748461538462,0.00106,0.00266,0.004,35.895881538461545,0.0035,0.0088,0.0133,46.77732769230769,0.0046,0.0115,0.0173
standard_f8s_v2,8,16.0,64.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0013,10.801748461538462,0.00106,0.00266,0.004,35.895881538461545,0.0035,0.0088,0.0133,46.77732769230769,0.0046,0.0115,0.0173
f2s_v2,2,4.0,16.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00029,2.8491093749999994,0.000279,0.0007,0.00105,9.906920625,0.00097,0.00244,0.0037,12.967167499999999,0.00127,0.00319,0.0048
f4s_v2,4,8.0,32.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00058,5.698218749999999,0.00056,0.0014,0.00211,19.81384125,0.00194,0.0049,0.0073,25.934334999999997,0.00254,0.0064,0.0096
f8s_v2,8,16.0,64.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0012,11.396437499999998,0.00112,0.0028,0.0042,39.6276825,0.0039,0.0097,0.0147,51.868669999999995,0.0051,0.0128,0.0192
f16s_v2,16,32.0,128.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0023,22.792874999999995,0.00223,0.0056,0.0084,79.255365,0.0078,0.0195,0.0293,103.73733999999999,0.0102,0.0255,0.038
f32s_v2,32,64.0,256.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0046,45.58574999999999,0.0045,0.0112,0.0169,158.51073,0.0155,0.039,0.059,207.47467999999998,0.0203,0.051,0.077
f48s_v2,48,96.0,384.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.007,68.378625,0.0067,0.0168,0.0253,237.766095,0.0233,0.058,0.088,311.21202,0.0305,0.077,0.115
f64s_v2,64,128.0,512.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0093,91.17149999999998,0.0089,0.0224,0.034,317.02146,0.0311,0.078,0.117,414.94935999999996,0.041,0.102,0.154
f72s_v2,72,144.0,576.0,0.0,0,Fsv2-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.01,102.5679375,0.0101,0.0252,0.038,356.6491425,0.035,0.088,0.132,466.81803,0.046,0.115,0.173
standard_fx12mds,12,252.0,504.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.011,107.37838124999999,0.0105,0.0264,0.04,171.68371499999998,0.0168,0.042,0.064,199.56384,0.0196,0.049,0.074
standard_fx24mds,24,504.0,1008.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,214.75676249999998,0.021,0.053,0.079,343.36742999999996,0.034,0.084,0.127,399.12768,0.039,0.098,0.148
standard_fx36mds,36,756.0,1512.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.032,322.13514375,0.0316,0.079,0.119,515.051145,0.05,0.127,0.191,598.6915200000001,0.059,0.147,0.222
standard_fx48mds,48,1008.0,2016.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.043,429.51352499999996,0.042,0.106,0.159,686.7348599999999,0.067,0.169,0.254,798.25536,0.078,0.196,0.295
standard_fx4mds,4,84.0,168.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,35.79279375,0.0035,0.0088,0.0132,57.22790499999999,0.0056,0.0141,0.0212,66.52128,0.0065,0.0164,0.0246
fx4mds,4,84.0,168.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,35.79279375,0.0035,0.0088,0.0132,57.22790499999999,0.0056,0.0141,0.0212,66.52128,0.0065,0.0164,0.0246
fx12mds,12,252.0,504.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.011,107.37838124999999,0.0105,0.0264,0.04,171.68371499999998,0.0168,0.042,0.064,199.56384,0.0196,0.049,0.074
fx24mds,24,504.0,1008.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,214.75676249999998,0.021,0.053,0.079,343.36742999999996,0.034,0.084,0.127,399.12768,0.039,0.098,0.148
fx36mds,36,756.0,1512.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.032,322.13514375,0.0316,0.079,0.119,515.051145,0.05,0.127,0.191,598.6915200000001,0.059,0.147,0.222
fx48mds,48,1008.0,2016.0,0.0,0,FXmds-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.043,429.51352499999996,0.042,0.106,0.159,686.7348599999999,0.067,0.169,0.254,798.25536,0.078,0.196,0.295
standard_l16s_v2,16,128.0,160.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.007,55.485605,0.0054,0.0136,0.0205,93.125935,0.0091,0.0229,0.034,109.44836000000001,0.0107,0.0269,0.04
standard_l16s_v2,16,128.0,160.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.007,55.485605,0.0054,0.0136,0.0205,93.125935,0.0091,0.0229,0.034,109.44836000000001,0.0107,0.0269,0.04
standard_l32s_v2,32,256.0,320.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,110.97121,0.0109,0.0273,0.041,186.25187,0.0183,0.046,0.069,218.89672000000002,0.0215,0.054,0.081
standard_l32s_v2,32,256.0,320.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,110.97121,0.0109,0.0273,0.041,186.25187,0.0183,0.046,0.069,218.89672000000002,0.0215,0.054,0.081
standard_l48s_v2,48,384.0,480.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,166.456815,0.0163,0.041,0.062,279.37780499999997,0.0274,0.069,0.103,328.34508,0.0322,0.081,0.121
standard_l48s_v2,48,384.0,480.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,166.456815,0.0163,0.041,0.062,279.37780499999997,0.0274,0.069,0.103,328.34508,0.0322,0.081,0.121
standard_l64s_v2,64,512.0,640.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.028,221.94242,0.0218,0.055,0.082,372.50374,0.037,0.092,0.138,437.79344000000003,0.043,0.108,0.162
standard_l64s_v2,64,512.0,640.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.028,221.94242,0.0218,0.055,0.082,372.50374,0.037,0.092,0.138,437.79344000000003,0.043,0.108,0.162
standard_l80s_v2,80,640.0,800.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.035,277.428025,0.0272,0.068,0.103,465.62967499999996,0.046,0.115,0.172,547.2418,0.054,0.135,0.202
standard_l8s_v2,8,64.0,80.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0035,27.7428025,0.00272,0.0068,0.0103,46.5629675,0.0046,0.0115,0.0172,54.724180000000004,0.0054,0.0135,0.0202
standard_l8s_v2,8,64.0,80.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0035,27.7428025,0.00272,0.0068,0.0103,46.5629675,0.0046,0.0115,0.0172,54.724180000000004,0.0054,0.0135,0.0202
l8s_v2,8,64.0,80.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0035,27.7428025,0.00272,0.0068,0.0103,46.5629675,0.0046,0.0115,0.0172,54.724180000000004,0.0054,0.0135,0.0202
l16s_v2,16,128.0,160.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.007,55.485605,0.0054,0.0136,0.0205,93.125935,0.0091,0.0229,0.034,109.44836000000001,0.0107,0.0269,0.04
l32s_v2,32,256.0,320.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,110.97121,0.0109,0.0273,0.041,186.25187,0.0183,0.046,0.069,218.89672000000002,0.0215,0.054,0.081
l48s_v2,48,384.0,480.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,166.456815,0.0163,0.041,0.062,279.37780499999997,0.0274,0.069,0.103,328.34508,0.0322,0.081,0.121
l64s_v2,64,512.0,640.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.028,221.94242,0.0218,0.055,0.082,372.50374,0.037,0.092,0.138,437.79344000000003,0.043,0.108,0.162
l80s_v2,80,640.0,800.0,0.0,0,Lsv2-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.035,277.428025,0.0272,0.068,0.103,465.62967499999996,0.046,0.115,0.172,547.2418,0.054,0.135,0.202
l8as_v3,8,64.0,80.0,0.0,0,Lasv3-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.003,26.949706875,0.00264,0.0066,0.01,41.58793625,0.0041,0.0102,0.0154,47.93536125,0.0047,0.0118,0.0177
l16as_v3,16,128.0,160.0,0.0,0,Lasv3-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.006,53.89941375,0.0053,0.0133,0.0199,83.1758725,0.0082,0.0205,0.0308,95.8707225,0.0094,0.0236,0.035
l32as_v3,32,256.0,320.0,0.0,0,Lasv3-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,107.7988275,0.0106,0.0265,0.04,166.351745,0.0163,0.041,0.062,191.741445,0.0188,0.047,0.071
l48as_v3,48,384.0,480.0,0.0,0,Lasv3-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.018,161.69824125,0.0158,0.04,0.06,249.5276175,0.0245,0.061,0.092,287.6121675,0.0282,0.071,0.106
l64as_v3,64,512.0,640.0,0.0,0,Lasv3-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.024,215.597655,0.0211,0.053,0.08,332.70349,0.0326,0.082,0.123,383.48289,0.038,0.094,0.142
