id,vcpu,memory,ssd_storage,hdd_storage,gpu_units,platform,source,gwp_manufacturing_1h_impact,energy_1h_load0,gwp_use_1h_load0_FRA,gwp_use_1h_load0_GBR,gwp_use_1h_load0_USA,energy_1h_load50,gwp_use_1h_load50_FRA,gwp_use_1h_load50_GBR,gwp_use_1h_load50_USA,energy_1h_load100,gwp_use_1h_load100_FRA,gwp_use_1h_load100_GBR,gwp_use_1h_load100_USA
standard_b4ms,4,16.0,32.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00104,8.42263423076923,0.00083,0.00207,0.00312,20.969700769230773,0.00206,0.0052,0.0078,26.410423846153847,0.00259,0.0065,0.0098
standard_b8ms,8,32.0,64.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0021,16.84526846153846,0.00165,0.0041,0.0062,41.939401538461546,0.0041,0.0103,0.0155,52.820847692307694,0.0052,0.013,0.0195
standard_b8ms,8,32.0,64.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0021,16.84526846153846,0.00165,0.0041,0.0062,41.939401538461546,0.0041,0.0103,0.0155,52.820847692307694,0.0052,0.013,0.0195
standard_a1_v2,1,2.0,10.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_a2_v2,2,4.0,20.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_a2m_v2,2,16.0,20.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00089,7.233077115384615,0.00071,0.00178,0.00268,13.506610384615385,0.00132,0.00332,0.005,16.226971923076924,0.00159,0.004,0.006
standard_a4_v2,4,8.0,40.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00067,5.400874230769231,0.00053,0.00133,0.002,17.947940769230772,0.00176,0.0044,0.0066,23.388663846153847,0.00229,0.0058,0.0087
standard_a8_v2,8,16.0,80.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0013,10.801748461538462,0.00106,0.00266,0.004,35.895881538461545,0.0035,0.0088,0.0133,46.77732769230769,0.0046,0.0115,0.0173
standard_a8m_v2,8,64.0,80.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,28.93230846153846,0.00284,0.0071,0.0107,54.02644153846154,0.0053,0.0133,0.02,64.9078876923077,0.0064,0.016,0.024
standard_b12ms,12,48.0,96.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0031,25.26790269230769,0.00248,0.0062,0.0093,62.90910230769231,0.0062,0.0155,0.0233,79.23127153846154,0.0078,0.0195,0.0293
standard_b16ms,16,64.0,128.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0042,33.69053692307692,0.0033,0.0083,0.0125,83.87880307692309,0.0082,0.0206,0.031,105.64169538461539,0.0104,0.026,0.039
standard_b16ms,16,64.0,128.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0042,33.69053692307692,0.0033,0.0083,0.0125,83.87880307692309,0.0082,0.0206,0.031,105.64169538461539,0.0104,0.026,0.039
standard_b1ls,1,0.5,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",9.9e-05,0.7836385576923077,7.7e-05,0.000193,0.00029,3.920405192307693,0.00038,0.00096,0.00145,5.280585961538462,0.00052,0.0013,0.00195
standard_b1ms,1,2.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_b1ms,1,2.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_b1s,1,1.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.000122,0.9724985576923078,9.5e-05,0.000239,0.00036,4.109265192307693,0.0004,0.00101,0.00152,5.469445961538462,0.00054,0.00135,0.00202
standard_b20ms,20,80.0,160.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0052,42.11317115384615,0.0041,0.0104,0.0156,104.84850384615385,0.0103,0.0258,0.039,132.05211923076925,0.0129,0.0325,0.049
standard_b2ms,2,8.0,16.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00052,4.211317115384615,0.00041,0.00104,0.00156,10.484850384615386,0.00103,0.00258,0.0039,13.205211923076924,0.00129,0.00325,0.0049
standard_b2ms,2,8.0,16.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00052,4.211317115384615,0.00041,0.00104,0.00156,10.484850384615386,0.00103,0.00258,0.0039,13.205211923076924,0.00129,0.00325,0.0049
standard_b2s,2,4.0,8.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_b2s,2,4.0,8.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_b4ms,4,16.0,32.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00104,8.42263423076923,0.00083,0.00207,0.00312,20.969700769230773,0.00206,0.0052,0.0078,26.410423846153847,0.00259,0.0065,0.0098
standard_b4ms,4,16.0,32.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00104,8.42263423076923,0.00083,0.00207,0.00312,20.969700769230773,0.00206,0.0052,0.0078,26.410423846153847,0.00259,0.0065,0.0098
standard_b8ms,8,32.0,64.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0021,16.84526846153846,0.00165,0.0041,0.0062,41.939401538461546,0.0041,0.0103,0.0155,52.820847692307694,0.0052,0.013,0.0195
standard_b8ms,8,32.0,64.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0021,16.84526846153846,0.00165,0.0041,0.0062,41.939401538461546,0.0041,0.0103,0.0155,52.820847692307694,0.0052,0.013,0.0195
standard_a1_v2,1,2.0,10.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_a2_v2,2,4.0,20.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_a2m_v2,2,16.0,20.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00089,7.233077115384615,0.00071,0.00178,0.00268,13.506610384615385,0.00132,0.00332,0.005,16.226971923076924,0.00159,0.004,0.006
standard_a4_v2,4,8.0,40.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00067,5.400874230769231,0.00053,0.00133,0.002,17.947940769230772,0.00176,0.0044,0.0066,23.388663846153847,0.00229,0.0058,0.0087
standard_a8_v2,8,16.0,80.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0013,10.801748461538462,0.00106,0.00266,0.004,35.895881538461545,0.0035,0.0088,0.0133,46.77732769230769,0.0046,0.0115,0.0173
standard_a8m_v2,8,64.0,80.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,28.93230846153846,0.00284,0.0071,0.0107,54.02644153846154,0.0053,0.0133,0.02,64.9078876923077,0.0064,0.016,0.024
standard_b12ms,12,48.0,96.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0031,25.26790269230769,0.00248,0.0062,0.0093,62.90910230769231,0.0062,0.0155,0.0233,79.23127153846154,0.0078,0.0195,0.0293
standard_b16ms,16,64.0,128.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0042,33.69053692307692,0.0033,0.0083,0.0125,83.87880307692309,0.0082,0.0206,0.031,105.64169538461539,0.0104,0.026,0.039
standard_b16ms,16,64.0,128.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0042,33.69053692307692,0.0033,0.0083,0.0125,83.87880307692309,0.0082,0.0206,0.031,105.64169538461539,0.0104,0.026,0.039
standard_b1ls,1,0.5,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",9.9e-05,0.7836385576923077,7.7e-05,0.000193,0.00029,3.920405192307693,0.00038,0.00096,0.00145,5.280585961538462,0.00052,0.0013,0.00195
standard_b1ms,1,2.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_b1ms,1,2.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_b1s,1,1.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.000122,0.9724985576923078,9.5e-05,0.000239,0.00036,4.109265192307693,0.0004,0.00101,0.00152,5.469445961538462,0.00054,0.00135,0.00202
standard_b20ms,20,80.0,160.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0052,42.11317115384615,0.0041,0.0104,0.0156,104.84850384615385,0.0103,0.0258,0.039,132.05211923076925,0.0129,0.0325,0.049
standard_b2ms,2,8.0,16.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00052,4.211317115384615,0.00041,0.00104,0.00156,10.484850384615386,0.00103,0.00258,0.0039,13.205211923076924,0.00129,0.00325,0.0049
standard_b2ms,2,8.0,16.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00052,4.211317115384615,0.00041,0.00104,0.00156,10.484850384615386,0.00103,0.00258,0.0039,13.205211923076924,0.00129,0.00325,0.0049
standard_b2s,2,4.0,8.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_b2s,2,4.0,8.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_b4ms,4,16.0,32.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00104,8.42263423076923,0.00083,0.00207,0.00312,20.969700769230773,0.00206,0.0052,0.0078,26.410423846153847,0.00259,0.0065,0.0098
standard_b4ms,4,16.0,32.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00104,8.42263423076923,0.00083,0.00207,0.00312,20.969700769230773,0.00206,0.0052,0.0078,26.410423846153847,0.00259,0.0065,0.0098
standard_b8ms,8,32.0,64.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0021,16.84526846153846,0.00165,0.0041,0.0062,41.939401538461546,0.0041,0.0103,0.0155,52.820847692307694,0.0052,0.013,0.0195
standard_b8ms,8,32.0,64.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0021,16.84526846153846,0.00165,0.0041,0.0062,41.939401538461546,0.0041,0.0103,0.0155,52.820847692307694,0.0052,0.013,0.0195
standard_a1_v2,1,2.0,10.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_a2_v2,2,4.0,20.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_a2m_v2,2,16.0,20.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00089,7.233077115384615,0.00071,0.00178,0.00268,13.506610384615385,0.00132,0.00332,0.005,16.226971923076924,0.00159,0.004,0.006
standard_a4_v2,4,8.0,40.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00067,5.400874230769231,0.00053,0.00133,0.002,17.947940769230772,0.00176,0.0044,0.0066,23.388663846153847,0.00229,0.0058,0.0087
standard_a8_v2,8,16.0,80.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0013,10.801748461538462,0.00106,0.00266,0.004,35.895881538461545,0.0035,0.0088,0.0133,46.77732769230769,0.0046,0.0115,0.0173
standard_a8m_v2,8,64.0,80.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,28.93230846153846,0.00284,0.0071,0.0107,54.02644153846154,0.0053,0.0133,0.02,64.9078876923077,0.0064,0.016,0.024
standard_b12ms,12,48.0,96.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0031,25.26790269230769,0.00248,0.0062,0.0093,62.90910230769231,0.0062,0.0155,0.0233,79.23127153846154,0.0078,0.0195,0.0293
standard_b16ms,16,64.0,128.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0042,33.69053692307692,0.0033,0.0083,0.0125,83.87880307692309,0.0082,0.0206,0.031,105.64169538461539,0.0104,0.026,0.039
standard_b16ms,16,64.0,128.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0042,33.69053692307692,0.0033,0.0083,0.0125,83.87880307692309,0.0082,0.0206,0.031,105.64169538461539,0.0104,0.026,0.039
standard_b1ls,1,0.5,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",9.9e-05,0.7836385576923077,7.7e-05,0.000193,0.00029,3.920405192307693,0.00038,0.00096,0.00145,5.280585961538462,0.00052,0.0013,0.00195
standard_b1ms,1,2.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_b1ms,1,2.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00017,1.3502185576923078,0.000132,0.000332,0.0005,4.486985192307693,0.00044,0.0011,0.00166,5.847165961538462,0.00057,0.00144,0.00216
standard_b1s,1,1.0,4.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.000122,0.9724985576923078,9.5e-05,0.000239,0.00036,4.109265192307693,0.0004,0.00101,0.00152,5.469445961538462,0.00054,0.00135,0.00202
standard_b20ms,20,80.0,160.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0052,42.11317115384615,0.0041,0.0104,0.0156,104.84850384615385,0.0103,0.0258,0.039,132.05211923076925,0.0129,0.0325,0.049
standard_b2ms,2,8.0,16.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00052,4.211317115384615,0.00041,0.00104,0.00156,10.484850384615386,0.00103,0.00258,0.0039,13.205211923076924,0.00129,0.00325,0.0049
standard_b2ms,2,8.0,16.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00052,4.211317115384615,0.00041,0.00104,0.00156,10.484850384615386,0.00103,0.00258,0.0039,13.205211923076924,0.00129,0.00325,0.0049
standard_b2s,2,4.0,8.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_b2s,2,4.0,8.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00034,2.7004371153846156,0.000265,0.00066,0.001,8.973970384615386,0.00088,0.00221,0.00332,11.694331923076923,0.00115,0.00288,0.0043
standard_b4ms,4,16.0,32.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00104,8.42263423076923,0.00083,0.00207,0.00312,20.969700769230773,0.00206,0.0052,0.0078,26.410423846153847,0.00259,0.0065,0.0098
standard_b4ms,4,16.0,32.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00104,8.42263423076923,0.00083,0.00207,0.00312,20.969700769230773,0.00206,0.0052,0.0078,26.410423846153847,0.00259,0.0065,0.0098
standard_b8ms,8,32.0,64.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0021,16.84526846153846,0.00165,0.0041,0.0062,41.939401538461546,0.0041,0.0103,0.0155,52.820847692307694,0.0052,0.013,0.0195
standard_b8ms,8,32.0,64.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0021,16.84526846153846,0.00165,0.0041,0.0062,41.939401538461546,0.0041,0.0103,0.0155,52.820847692307694,0.0052,0.013,0.0195
d2ds_v4,2,8.0,75.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00045,4.359989375,0.00043,0.00107,0.00161,11.417800624999998,0.00112,0.00281,0.0042,14.478047499999999,0.00142,0.0036,0.0054
d4ds_v4,4,16.0,150.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0009,8.71997875,0.00085,0.00215,0.00323,22.835601249999996,0.00224,0.0056,0.0084,28.956094999999998,0.00284,0.0071,0.0107
d8ds_v4,8,32.0,300.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0018,17.4399575,0.00171,0.0043,0.0065,45.67120249999999,0.0045,0.0112,0.0169,57.912189999999995,0.0057,0.0142,0.0214
d16ds_v4,16,64.0,600.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,34.879915,0.0034,0.0086,0.0129,91.34240499999999,0.009,0.0225,0.034,115.82437999999999,0.0114,0.0285,0.043
d32ds_v4,32,128.0,1200.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0072,69.75983,0.0068,0.0172,0.0258,182.68480999999997,0.0179,0.045,0.068,231.64875999999998,0.0227,0.057,0.086
d48ds_v4,48,192.0,1800.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.011,104.63974499999999,0.0103,0.0257,0.039,274.027215,0.0269,0.067,0.101,347.47314,0.034,0.085,0.129
d64ds_v4,64,256.0,2400.0,0.0,0,Ddsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,139.51966,0.0137,0.034,0.052,365.36961999999994,0.036,0.09,0.135,463.29751999999996,0.045,0.114,0.171
standard_d16ds_v5,16,64.0,600.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,34.879915,0.0034,0.0086,0.0129,91.34240499999999,0.009,0.0225,0.034,115.82437999999999,0.0114,0.0285,0.043
standard_d2ds_v5,2,8.0,75.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00045,4.359989375,0.00043,0.00107,0.00161,11.417800624999998,0.00112,0.00281,0.0042,14.478047499999999,0.00142,0.0036,0.0054
standard_d32ds_v5,32,128.0,1200.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0072,69.75983,0.0068,0.0172,0.0258,182.68480999999997,0.0179,0.045,0.068,231.64875999999998,0.0227,0.057,0.086
standard_d48ds_v5,48,192.0,1800.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.011,104.63974499999999,0.0103,0.0257,0.039,274.027215,0.0269,0.067,0.101,347.47314,0.034,0.085,0.129
standard_d4ds_v5,4,16.0,150.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0009,8.71997875,0.00085,0.00215,0.00323,22.835601249999996,0.00224,0.0056,0.0084,28.956094999999998,0.00284,0.0071,0.0107
standard_d64ds_v5,64,256.0,2400.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,139.51966,0.0137,0.034,0.052,365.36961999999994,0.036,0.09,0.135,463.29751999999996,0.045,0.114,0.171
standard_d8ds_v5,8,32.0,300.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0018,17.4399575,0.00171,0.0043,0.0065,45.67120249999999,0.0045,0.0112,0.0169,57.912189999999995,0.0057,0.0142,0.0214
standard_d96ds_v5,96,384.0,3600.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.022,209.27948999999998,0.0205,0.051,0.077,548.05443,0.054,0.135,0.203,694.94628,0.068,0.171,0.257
standard_d16ds_v5,16,64.0,600.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,34.879915,0.0034,0.0086,0.0129,91.34240499999999,0.009,0.0225,0.034,115.82437999999999,0.0114,0.0285,0.043
standard_d2ds_v5,2,8.0,75.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00045,4.359989375,0.00043,0.00107,0.00161,11.417800624999998,0.00112,0.00281,0.0042,14.478047499999999,0.00142,0.0036,0.0054
standard_d32ds_v5,32,128.0,1200.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0072,69.75983,0.0068,0.0172,0.0258,182.68480999999997,0.0179,0.045,0.068,231.64875999999998,0.0227,0.057,0.086
standard_d48ds_v5,48,192.0,1800.0,0.0,0,Ddsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.011,104.63974499999999,0.0103,0.0257,0.039,274.027215,0.0269,0.067,0.101,347.47314,0.034,0.085,0.129
