name,release_date,manufacturer,code_name,model_range,frequency,tdp,cores,total_die_size,total_die_size_source,source,process_size,die_size,io_die_size,io_process_size,transistors,foundry
Intel Xeon Platinum 8252C,,Intel,Cascade Lake,Xeon Platinum,,240.0,12.0,,,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Xeon Platinum 8253,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,2.2 GHz,125.0,16.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8253.c2181,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8256,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,3.8 GHz,105.0,4.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8256.c2180,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8259CL,,Intel,Cascade Lake,Xeon Platinum,,210.0,24.0,,,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Xeon Platinum 8260,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,2.4 GHz,165.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8260.c2179,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8260L,,Intel,Cascade Lake,Xeon Platinum,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8260M,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,2.4 GHz,165.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8260m.c2178,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8260Y,,Intel,Cascade Lake,Xeon Platinum,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8268,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,2.9 GHz,205.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8268.c2177,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8270,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,2.7 GHz,205.0,26.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8270.c2172,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8275CL,,Intel,Cascade Lake,Xeon Platinum,,240.0,24.0,,,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Xeon Platinum 8276,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,2.2 GHz,165.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8276.c2171,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8276L,,Intel,Cascade Lake,Xeon Platinum,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8280,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,2.7 GHz,205.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8280.c2170,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8280L,,Intel,Cascade Lake,Xeon Platinum,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8280M,"Dec 11th, 2018",Intel,Cascade Lake-SP,Xeon Platinum,2.7 GHz,205.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8280m.c2169,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 8351N,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.4 GHz,225.0,36.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8351n.c2429,10.0,,,,,Intel
Intel Xeon Platinum 8352M,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.3 GHz,185.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8352m.c2431,10.0,,,,,Intel
Intel Xeon Platinum 8352S,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.2 GHz,205.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8352s.c2430,10.0,,,,,Intel
Intel Xeon Platinum 8352V,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.5 GHz,195.0,36.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8352v.c2428,10.0,,,,,Intel
Intel Xeon Platinum 8353H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,2.5 GHz,150.0,18.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8353h.c2459,14.0,,,,,Intel
Intel Xeon Platinum 8354H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,3.1 GHz,205.0,18.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8354h.c2460,14.0,,,,,Intel
Intel Xeon Platinum 8356H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,3.9 GHz,190.0,8.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8356h.c2465,14.0,,,,,Intel
Intel Xeon Platinum 8358,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.6 GHz,250.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8358.c2424,10.0,,,,,Intel
Intel Xeon Platinum 8358P,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.6 GHz,240.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8358p.c2425,10.0,,,,,Intel
Intel Xeon Platinum 8360H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,3 GHz,225.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8360h.c2466,14.0,,,,,Intel
Intel Xeon Platinum 8360HL,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,3 GHz,225.0,24.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8360hl.c2467,14.0,,,,,Intel
Intel Xeon Platinum 8360Y,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.4 GHz,250.0,36.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8360y.c2423,10.0,,,,,Intel
Intel Xeon Platinum 8362,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.8 GHz,265.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8362.c2426,10.0,,,,,Intel
Intel Xeon Platinum 8368,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.4 GHz,270.0,38.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8368.c2422,10.0,,,,,Intel
Intel Xeon Platinum 8368Q,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.6 GHz,270.0,38.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8368q.c2427,10.0,,,,,Intel
Intel Xeon Platinum 8370C,,Intel,Cascade Lake,Xeon Platinum,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Platinum 8375C,,Intel,Ice Lake,Xeon Platinum,,300.0,32.0,529.5,Linear regression of cpu_manufacture,https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652,,,,,,
Intel Xeon Platinum 8376H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,2.6 GHz,205.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8376h.c2462,14.0,,,,,Intel
Intel Xeon Platinum 8376HL,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,2.6 GHz,205.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8376hl.c2461,14.0,,,,,Intel
Intel Xeon Platinum 8380,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Platinum,2.3 GHz,270.0,40.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8380.c2421,10.0,,,,,Intel
Intel Xeon Platinum 8380H,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,2.9 GHz,250.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8380h.c2463,14.0,,,,,Intel
Intel Xeon Platinum 8380HL,"Apr 6th, 2021",Intel,Cooper Lake-SP,Xeon Platinum,2.9 GHz,250.0,28.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-8380hl.c2464,14.0,,,,,Intel
Intel Xeon Platinum 8444H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.9 GHz,270.0,16.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8444h.c3139,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8450H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2000 MHz,250.0,28.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8450h.c3138,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8452Y,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2000 MHz,300.0,36.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8452y.c3135,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8454H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.1 GHz,270.0,32.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8454h.c3136,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8458P,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.7 GHz,350.0,44.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8458p.c3133,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8460H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.2 GHz,330.0,40.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8460h.c3134,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8460Y+,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2000 MHz,300.0,40.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8460y.c3095,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8461V,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.2 GHz,300.0,48.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8461v.c3093,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8462Y+,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.8 GHz,300.0,32.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8462y.c3137,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8468,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.1 GHz,350.0,48.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8468.c3094,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8468H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.1 GHz,330.0,48.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8468h.c3131,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8468V,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.4 GHz,330.0,48.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8468v.c3132,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8470,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2000 MHz,350.0,52.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8470.c3089,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8470N,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,1700 MHz,300.0,52.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8470n.c3090,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8470Q,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2.1 GHz,350.0,52.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8470q.c3091,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8471N,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,1800 MHz,300.0,52.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8471n.c3092,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8480+,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,2000 MHz,350.0,56.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8480.c2958,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 8490H,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Platinum,1900 MHz,350.0,60.0,1908.0,io_die_size () + die_size (4x 477 mm²),https://www.techpowerup.com/cpu-specs/xeon-platinum-8490h.c2942,10.0,4x 477 mm²,,,,Intel
Intel Xeon Platinum 9221,"Apr 2nd, 2019",Intel,Cascade Lake-AP,Xeon Platinum,2.1 GHz,250.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-9221.c2168,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 9222,"Apr 2nd, 2019",Intel,Cascade Lake-AP,Xeon Platinum,2.3 GHz,250.0,32.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-9222.c2167,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 9242,"Apr 2nd, 2019",Intel,Cascade Lake-AP,Xeon Platinum,2.3 GHz,350.0,48.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-9242.c2166,14.0,,,,"8,000 million",Intel
Intel Xeon Platinum 9282,"Apr 2nd, 2019",Intel,Cascade Lake-AP,Xeon Platinum,2.6 GHz,400.0,56.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-platinum-9282.c2165,14.0,,,,"8,000 million",Intel
Intel Xeon Silver 4108,,Intel,Skylake,Xeon Silver,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4109T,,Intel,Skylake,Xeon Silver,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4110,,Intel,Skylake,Xeon Silver,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4112,,Intel,Skylake,Xeon Silver,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4114,,Intel,Skylake,Xeon Silver,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4114T,,Intel,Skylake,Xeon Silver,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4116,"Jul 11th, 2017",Intel,Skylake-SP,Xeon Silver,2.1 GHz,85.0,12.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-silver-4116.c2057,14.0,,,,"8,000 million",Intel
Intel Xeon Silver 4116T,,Intel,Skylake,Xeon Silver,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4208,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4209T,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4210,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4210R,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4210T,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4214,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4214R,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4214Y,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4215,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4215R,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4216,,Intel,Cascade Lake,Xeon Silver,,,,,,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Xeon Silver 4309Y,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Silver,2.8 GHz,105.0,8.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-silver-4309y.c2453,10.0,,,,,Intel
Intel Xeon Silver 4310,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Silver,2.1 GHz,120.0,12.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-silver-4310.c2454,10.0,,,,,Intel
Intel Xeon Silver 4310T,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Silver,2.3 GHz,105.0,10.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-silver-4310t.c2455,10.0,,,,,Intel
Intel Xeon Silver 4314,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Silver,2.4 GHz,135.0,16.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-silver-4314.c2451,10.0,,,,,Intel
Intel Xeon Silver 4316,"Apr 6th, 2021",Intel,Ice Lake-SP,Xeon Silver,2.3 GHz,150.0,20.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/xeon-silver-4316.c2452,10.0,,,,,Intel
Intel Xeon Silver 4410T,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Silver,2.7 GHz,150.0,10.0,1908.0,Linear regression of cpu_specs,https://www.techpowerup.com/cpu-specs/xeon-silver-4410t.c3169,10.0,,,,,Intel
Intel Xeon Silver 4410Y,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Silver,2000 MHz,150.0,12.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-w5-3425.c3112,https://www.techpowerup.com/cpu-specs/xeon-silver-4410y.c3168,10.0,,,,,Intel
Intel Xeon Silver 4416+,"Jan 10th, 2023",Intel,Sapphire Rapids,Xeon Silver,2000 MHz,165.0,20.0,1908.0,Value of cpu_specs https://www.techpowerup.com/cpu-specs/xeon-w7-3445.c3110,https://www.techpowerup.com/cpu-specs/xeon-silver-4416.c3167,10.0,,,,,Intel
Intel Xeon W-11855M,"May 11th, 2021",Intel,Tiger Lake-H,Xeon W,3.2 GHz,35.0,6.0,190.0,io_die_size () + die_size (190 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-11855m.c2483,10.0,190 mm²,,,,Intel
Intel Xeon W-11955M,"May 11th, 2021",Intel,Tiger Lake-H,Xeon W,2.1 GHz,35.0,8.0,190.0,io_die_size () + die_size (190 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-11955m.c2482,10.0,190 mm²,,,,Intel
Intel Xeon W-1290,"May 13th, 2020",Intel,Comet Lake,Xeon W,3.2 GHz,80.0,10.0,206.0,io_die_size () + die_size (206 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-1290.c2837,14.0,206 mm²,,,,Intel
Intel Xeon W-1290P,"May 13th, 2020",Intel,Comet Lake,Xeon W,3.7 GHz,125.0,10.0,206.0,io_die_size () + die_size (206 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-1290p.c2839,10.0,206 mm²,,,,Intel
Intel Xeon W-2102,"Aug 29th, 2017",Intel,Skylake-W,Xeon W,2.9 GHz,120.0,4.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2102.c2955,14.0,484 mm²,,,,Intel
Intel Xeon W-2104,"Aug 29th, 2017",Intel,Skylake-W,Xeon W,3.2 GHz,120.0,4.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2104.c2954,14.0,484 mm²,,,,Intel
Intel Xeon W-2123,"Aug 29th, 2017",Intel,Skylake-W,Xeon W,3.6 GHz,120.0,4.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2123.c2950,14.0,484 mm²,,,,Intel
Intel Xeon W-2125,"Aug 29th, 2017",Intel,Skylake-W,Xeon W,4 GHz,120.0,4.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2125.c2949,14.0,484 mm²,,,,Intel
Intel Xeon W-2133,"Aug 29th, 2017",Intel,Skylake-W,Xeon W,3.6 GHz,140.0,6.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2133.c2948,14.0,484 mm²,,,,Intel
Intel Xeon W-2135,"Aug 29th, 2017",Intel,Skylake-W,Xeon W,3.7 GHz,140.0,6.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2135.c2947,14.0,484 mm²,,,,Intel
Intel Xeon W-2140B,"Dec 21st, 2017",Intel,Skylake-W,Xeon W,3.2 GHz,120.0,8.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2140b.c2953,14.0,484 mm²,,,,Intel
Intel Xeon W-2145,"Aug 29th, 2017",Intel,Skylake-W,Xeon W,3.7 GHz,140.0,8.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2145.c2946,14.0,484 mm²,,,,Intel
Intel Xeon W-2150B,"Dec 21st, 2017",Intel,Skylake-W,Xeon W,3 GHz,120.0,10.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2150b.c2951,14.0,484 mm²,,,,Intel
Intel Xeon W-2155,"Aug 29th, 2017",Intel,Skylake-W,Xeon W,3.3 GHz,140.0,10.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2155.c2945,14.0,484 mm²,,,,Intel
Intel Xeon W-2170B,"Dec 21st, 2017",Intel,Skylake-W,Xeon W,2.5 GHz,140.0,14.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2170b.c2952,14.0,484 mm²,,,,Intel
Intel Xeon W-2175,"Oct 15th, 2017",Intel,Skylake-W,Xeon W,2.5 GHz,140.0,14.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2175.c2944,14.0,484 mm²,,,,Intel
Intel Xeon W-2191B,"Dec 21st, 2017",Intel,Skylake-W,Xeon W,2.3 GHz,140.0,18.0,484.0,io_die_size () + die_size (484 mm²),https://www.techpowerup.com/cpu-specs/xeon-w-2191b.c2943,14.0,484 mm²,,,,Intel
