name,source,code_name,frequency,tdp,cores,total_die_size,total_die_size_source,manufacturer
Intel Pentium G2100T,https://www.techpowerup.com/cpu-specs/pentium-g2100t.c1355,Ivy Bridge,2.6 GHz,35,2,94.0,io_die_size () + die_size (94 mm²),Intel
Intel Pentium G2120,https://www.techpowerup.com/cpu-specs/pentium-g2120.c1354,Ivy Bridge,3.1 GHz,55,2,94.0,io_die_size () + die_size (94 mm²),Intel
Intel Pentium G2130,https://www.techpowerup.com/cpu-specs/pentium-g2130.c1497,Ivy Bridge,3.2 GHz,55,2,94.0,io_die_size () + die_size (94 mm²),Intel
Intel Pentium G3220,https://www.techpowerup.com/cpu-specs/pentium-g3220.c1636,Haswell,3 GHz,54,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3220T,https://www.techpowerup.com/cpu-specs/pentium-g3220t.c1712,Haswell,2.6 GHz,35,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3250,https://www.techpowerup.com/cpu-specs/pentium-g3250.c1771,Haswell,3.2 GHz,54,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3250T,https://www.techpowerup.com/cpu-specs/pentium-g3250t.c1772,Haswell,2.8 GHz,35,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3258,https://www.techpowerup.com/cpu-specs/pentium-g3258.c1797,Haswell,3.2 GHz,54,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G3420,https://www.techpowerup.com/cpu-specs/pentium-g3420.c1634,Haswell,3.2 GHz,54,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3420T,https://www.techpowerup.com/cpu-specs/pentium-g3420t.c1635,Haswell,2.7 GHz,35,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3430,https://www.techpowerup.com/cpu-specs/pentium-g3430.c1633,Haswell,3.3 GHz,54,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3440,https://www.techpowerup.com/cpu-specs/pentium-g3440.c1790,Haswell,3.3 GHz,54,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3450,https://www.techpowerup.com/cpu-specs/pentium-g3450.c1751,Haswell,3.3 GHz,54,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3450T,https://www.techpowerup.com/cpu-specs/pentium-g3450t.c1773,Haswell,2.9 GHz,35,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G3460,https://www.techpowerup.com/cpu-specs/pentium-g3460.c1770,Haswell,3.5 GHz,54,2,177.0,io_die_size () + die_size (177 mm²),Intel
Intel Pentium G4400,https://www.techpowerup.com/cpu-specs/pentium-g4400.c1839,Skylake,3.3 GHz,51,2,150.0,io_die_size () + die_size (150 mm²),Intel
Intel Pentium G4500,https://www.techpowerup.com/cpu-specs/pentium-g4500.c1838,Skylake,3.5 GHz,51,2,150.0,io_die_size () + die_size (150 mm²),Intel
Intel Pentium G4520,https://www.techpowerup.com/cpu-specs/pentium-g4520.c1837,Skylake,3.6 GHz,51,2,150.0,io_die_size () + die_size (150 mm²),Intel
Intel Pentium G4560,https://www.techpowerup.com/cpu-specs/pentium-g4560.c1937,Kaby Lake,3.5 GHz,51,2,,io_die_size () + die_size (),Intel
Intel Pentium G4560T,https://www.techpowerup.com/cpu-specs/pentium-g4560t.c1939,Kaby Lake,2.9 GHz,35,2,,io_die_size () + die_size (),Intel
Intel Pentium G4600,https://www.techpowerup.com/cpu-specs/pentium-g4600.c1936,Kaby Lake,3.6 GHz,51,2,,io_die_size () + die_size (),Intel
Intel Pentium G4600T,https://www.techpowerup.com/cpu-specs/pentium-g4600t.c1938,Kaby Lake,3 GHz,35,2,,io_die_size () + die_size (),Intel
Intel Pentium G4620,https://www.techpowerup.com/cpu-specs/pentium-g4620.c1935,Kaby Lake,3.7 GHz,51,2,,io_die_size () + die_size (),Intel
Intel Pentium G620,https://www.techpowerup.com/cpu-specs/pentium-g620.c770,Sandy Bridge,2.6 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G620T,https://www.techpowerup.com/cpu-specs/pentium-g620t.c771,Sandy Bridge,2.2 GHz,35,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G622,https://www.techpowerup.com/cpu-specs/pentium-g622.c772,Sandy Bridge,2.6 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G630,https://www.techpowerup.com/cpu-specs/pentium-g630.c802,Sandy Bridge,2.7 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G630T,https://www.techpowerup.com/cpu-specs/pentium-g630t.c803,Sandy Bridge,2.3 GHz,35,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G632,https://www.techpowerup.com/cpu-specs/pentium-g632.c804,Sandy Bridge,2.7 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G640,https://www.techpowerup.com/cpu-specs/pentium-g640.c1348,Sandy Bridge,2.8 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G640T,https://www.techpowerup.com/cpu-specs/pentium-g640t.c1351,Sandy Bridge,2.4 GHz,35,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G645,https://www.techpowerup.com/cpu-specs/pentium-g645.c1349,Sandy Bridge,2.9 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G645T,https://www.techpowerup.com/cpu-specs/pentium-g645t.c1353,Sandy Bridge,2.5 GHz,35,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G6950,https://www.techpowerup.com/cpu-specs/pentium-g6950.c716,Clarkdale,2.8 GHz,73,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Pentium G6951,https://www.techpowerup.com/cpu-specs/pentium-g6951.c667,Clarkdale,2.8 GHz,73,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Pentium G6960,https://www.techpowerup.com/cpu-specs/pentium-g6960.c715,Clarkdale,2.933 GHz,73,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Pentium G840,https://www.techpowerup.com/cpu-specs/pentium-g840.c773,Sandy Bridge,2.8 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G850,https://www.techpowerup.com/cpu-specs/pentium-g850.c774,Sandy Bridge,2.9 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G860,https://www.techpowerup.com/cpu-specs/pentium-g860.c805,Sandy Bridge,3 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G860T,https://www.techpowerup.com/cpu-specs/pentium-g860t.c1352,Sandy Bridge,2.6 GHz,35,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium G870,https://www.techpowerup.com/cpu-specs/pentium-g870.c1350,Sandy Bridge,3.1 GHz,65,2,131.0,io_die_size () + die_size (131 mm²),Intel
Intel Pentium Gold G5400,https://www.techpowerup.com/cpu-specs/pentium-gold-g5400.c1988,Coffee Lake,3.7 GHz,58,2,126.0,io_die_size () + die_size (126 mm²),Intel
Intel Pentium Gold G5400T,https://www.techpowerup.com/cpu-specs/pentium-gold-g5400t.c3124,Coffee Lake,3.1 GHz,35,2,126.0,io_die_size () + die_size (126 mm²),Intel
Intel Pentium Gold G5500,https://www.techpowerup.com/cpu-specs/pentium-gold-g5500.c1987,Coffee Lake,3.8 GHz,54,2,126.0,io_die_size () + die_size (126 mm²),Intel
Intel Pentium Gold G5500T,https://www.techpowerup.com/cpu-specs/pentium-gold-g5500t.c3125,Coffee Lake,3.2 GHz,35,2,126.0,io_die_size () + die_size (126 mm²),Intel
Intel Pentium Gold G5600,https://www.techpowerup.com/cpu-specs/pentium-gold-g5600.c1986,Coffee Lake,3.9 GHz,54,2,126.0,io_die_size () + die_size (126 mm²),Intel
Intel Pentium Gold G5620,https://www.techpowerup.com/cpu-specs/pentium-gold-g5620.c2160,Coffee Lake,4 GHz,54,2,126.0,io_die_size () + die_size (126 mm²),Intel
Intel Pentium Gold G6400,https://www.techpowerup.com/cpu-specs/pentium-gold-g6400.c2305,Comet Lake,4 GHz,58,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G6405,https://www.techpowerup.com/cpu-specs/pentium-gold-g6405.c2418,Comet Lake-R,4.1 GHz,65,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G6405T,https://www.techpowerup.com/cpu-specs/pentium-gold-g6405t.c2420,Comet Lake-R,3.5 GHz,35,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G6500,https://www.techpowerup.com/cpu-specs/pentium-gold-g6500.c2304,Comet Lake,4.1 GHz,58,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G6505,https://www.techpowerup.com/cpu-specs/pentium-gold-g6505.c2417,Comet Lake-R,4.2 GHz,65,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G6505T,https://www.techpowerup.com/cpu-specs/pentium-gold-g6505t.c2419,Comet Lake-R,3.6 GHz,35,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G6600,https://www.techpowerup.com/cpu-specs/pentium-gold-g6600.c2303,Comet Lake,4.2 GHz,58,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G6605,https://www.techpowerup.com/cpu-specs/pentium-gold-g6605.c2416,Comet Lake-R,4.3 GHz,65,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G7400,https://www.techpowerup.com/cpu-specs/pentium-gold-g7400.c2574,Alder Lake-S,3.7 GHz,46,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G7400E,https://www.techpowerup.com/cpu-specs/pentium-gold-g7400e.c2575,Alder Lake-S,3.6 GHz,46,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G7400T,https://www.techpowerup.com/cpu-specs/pentium-gold-g7400t.c2578,Alder Lake-S,3.1 GHz,35,2,,io_die_size () + die_size (),Intel
Intel Pentium Gold G7400TE,https://www.techpowerup.com/cpu-specs/pentium-gold-g7400te.c2576,Alder Lake-S,3 GHz,35,2,,io_die_size () + die_size (),Intel
Intel Pentium II Xeon 400,https://www.techpowerup.com/cpu-specs/pentium-ii-xeon-400.c2962,Drake,400 MHz,31,1,113.0,io_die_size () + die_size (113 mm²),Intel
Intel Pentium II Xeon 400 1MB,https://www.techpowerup.com/cpu-specs/pentium-ii-xeon-400-1mb.c2963,Drake,400 MHz,38,1,113.0,io_die_size () + die_size (113 mm²),Intel
Intel Pentium II Xeon 450,https://www.techpowerup.com/cpu-specs/pentium-ii-xeon-450.c2964,Drake,450 MHz,35,1,113.0,io_die_size () + die_size (113 mm²),Intel
Intel Pentium II Xeon 450 1MB,https://www.techpowerup.com/cpu-specs/pentium-ii-xeon-450-1mb.c2965,Drake,450 MHz,43,1,113.0,io_die_size () + die_size (113 mm²),Intel
Intel Pentium II Xeon 450 2MB,https://www.techpowerup.com/cpu-specs/pentium-ii-xeon-450-2mb.c2966,Drake,450 MHz,47,1,113.0,io_die_size () + die_size (113 mm²),Intel
Intel Pentium III  800,https://www.techpowerup.com/cpu-specs/pentium-iii-800.c1289,Coppermine T,800 MHz,38,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III  866,https://www.techpowerup.com/cpu-specs/pentium-iii-866.c1288,Coppermine T,866 MHz,38,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III  933,https://www.techpowerup.com/cpu-specs/pentium-iii-933.c1287,Coppermine T,933 MHz,27,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1000,https://www.techpowerup.com/cpu-specs/pentium-iii-1000.c1286,Coppermine T,1000 MHz,29,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1000,https://www.techpowerup.com/cpu-specs/pentium-iii-1000.c1282,Tualatin,1000 MHz,30,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1000S,https://www.techpowerup.com/cpu-specs/pentium-iii-1000s.c1281,Tualatin,1000 MHz,30,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1133,https://www.techpowerup.com/cpu-specs/pentium-iii-1133.c1285,Coppermine T,1133 MHz,29,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1133,https://www.techpowerup.com/cpu-specs/pentium-iii-1133.c1284,Tualatin,1133 MHz,29,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1133,https://www.techpowerup.com/cpu-specs/pentium-iii-1133.c1290,Coppermine,1133 MHz,29,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1133S,https://www.techpowerup.com/cpu-specs/pentium-iii-1133s.c1280,Tualatin,1133 MHz,29,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1200,https://www.techpowerup.com/cpu-specs/pentium-iii-1200.c1283,Tualatin,1200 MHz,30,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1266S,https://www.techpowerup.com/cpu-specs/pentium-iii-1266s.c1279,Tualatin,1266 MHz,30,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1333,https://www.techpowerup.com/cpu-specs/pentium-iii-1333.c1278,Tualatin,1333 MHz,30,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1400,https://www.techpowerup.com/cpu-specs/pentium-iii-1400.c1277,Tualatin,1400 MHz,31,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III 1400S,https://www.techpowerup.com/cpu-specs/pentium-iii-1400s.c1276,Tualatin,1400 MHz,32,1,80.0,io_die_size () + die_size (80 mm²),Intel
Intel Pentium III Xeon 1000 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-1000-2-8v.c2991,Cascades,1000 MHz,30,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 1000 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-1000-5v-12v.c2992,Cascades,1000 MHz,31,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 500,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-500.c2967,Tanner,500 MHz,36,1,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Pentium III Xeon 500 1MB,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-500-1mb.c2968,Tanner,500 MHz,45,1,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Pentium III Xeon 500 2MB,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-500-2mb.c2969,Tanner,500 MHz,37,1,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Pentium III Xeon 550,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-550.c2970,Tanner,550 MHz,34,1,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Pentium III Xeon 550 1MB,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-550-1mb.c2971,Tanner,550 MHz,35,1,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Pentium III Xeon 550 2MB,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-550-2mb.c2972,Tanner,550 MHz,41,1,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Pentium III Xeon 600 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-600-2-8v.c2973,Cascades,600 MHz,19,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 600 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-600-5v-12v.c2974,Cascades,600 MHz,19,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 667 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-667-2-8v.c2975,Cascades,667 MHz,21,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 667 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-667-5v-12v.c2976,Cascades,667 MHz,21,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 700 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-700-2-8v.c2977,Cascades-2M,700 MHz,29,1,375.0,io_die_size () + die_size (375 mm²),Intel
Intel Pentium III Xeon 700 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-700-5v-12v.c2978,Cascades-2M,700 MHz,30,1,375.0,io_die_size () + die_size (375 mm²),Intel
Intel Pentium III Xeon 700-2M 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-700-2m-2-8v.c2979,Cascades-2M,700 MHz,30,1,375.0,io_die_size () + die_size (375 mm²),Intel
Intel Pentium III Xeon 700-2M 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-700-2m-5v-12v.c2980,Cascades-2M,700 MHz,30,1,375.0,io_die_size () + die_size (375 mm²),Intel
Intel Pentium III Xeon 733 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-733-2-8v.c2981,Cascades,733 MHz,23,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 733 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-733-5v-12v.c2982,Cascades,733 MHz,23,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 800 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-800-2-8v.c2983,Cascades,800 MHz,25,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 800 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-800-5v-12v.c2984,Cascades,800 MHz,25,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 866 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-866-2-8v.c2985,Cascades,866 MHz,25,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 866 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-866-5v-12v.c2986,Cascades,866 MHz,25,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 900 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-900-2-8v.c2987,Cascades-2M,900 MHz,36,1,375.0,io_die_size () + die_size (375 mm²),Intel
Intel Pentium III Xeon 900 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-900-5v-12v.c2988,Cascades-2M,900 MHz,36,1,375.0,io_die_size () + die_size (375 mm²),Intel
Intel Pentium III Xeon 933 2.8V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-933-2-8v.c2989,Cascades,933 MHz,29,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium III Xeon 933 5V-12V,https://www.techpowerup.com/cpu-specs/pentium-iii-xeon-933-5v-12v.c2990,Cascades,933 MHz,30,1,106.0,io_die_size () + die_size (106 mm²),Intel
Intel Pentium M 1.30,https://www.techpowerup.com/cpu-specs/pentium-m-1-30.c162,Banias,1300 MHz,24,1,100.0,io_die_size () + die_size (100 mm²),Intel
Intel Pentium M 1.40,https://www.techpowerup.com/cpu-specs/pentium-m-1-40.c161,Banias,1400 MHz,24,1,100.0,io_die_size () + die_size (100 mm²),Intel
Intel Pentium M 1.50,https://www.techpowerup.com/cpu-specs/pentium-m-1-50.c160,Banias,1500 MHz,24,1,100.0,io_die_size () + die_size (100 mm²),Intel
Intel Pentium M 1.60,https://www.techpowerup.com/cpu-specs/pentium-m-1-60.c159,Banias,1600 MHz,24,1,100.0,io_die_size () + die_size (100 mm²),Intel
Intel Pentium M 1.70,https://www.techpowerup.com/cpu-specs/pentium-m-1-70.c158,Banias,1700 MHz,24,1,100.0,io_die_size () + die_size (100 mm²),Intel
Intel Pentium M 715,https://www.techpowerup.com/cpu-specs/pentium-m-715.c157,Dothan,1500 MHz,21,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 725,https://www.techpowerup.com/cpu-specs/pentium-m-725.c156,Dothan,1600 MHz,21,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 730,https://www.techpowerup.com/cpu-specs/pentium-m-730.c151,Dothan,1600 MHz,27,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 735,https://www.techpowerup.com/cpu-specs/pentium-m-735.c155,Dothan,1700 MHz,21,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 740,https://www.techpowerup.com/cpu-specs/pentium-m-740.c150,Dothan,1730 MHz,27,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 745,https://www.techpowerup.com/cpu-specs/pentium-m-745.c154,Dothan,1800 MHz,21,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 750,https://www.techpowerup.com/cpu-specs/pentium-m-750.c149,Dothan,1860 MHz,27,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 755,https://www.techpowerup.com/cpu-specs/pentium-m-755.c152,Dothan,2000 MHz,21,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 760,https://www.techpowerup.com/cpu-specs/pentium-m-760.c148,Dothan,2000 MHz,27,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 765,https://www.techpowerup.com/cpu-specs/pentium-m-765.c153,Dothan,2.1 GHz,21,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 770,https://www.techpowerup.com/cpu-specs/pentium-m-770.c147,Dothan,2.13 GHz,27,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium M 780,https://www.techpowerup.com/cpu-specs/pentium-m-780.c146,Dothan,2.26 GHz,27,1,84.0,io_die_size () + die_size (84 mm²),Intel
Intel Pentium P6000,https://www.techpowerup.com/cpu-specs/pentium-p6000.c1356,Arrandale,1877 MHz,35,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Pentium P6100,https://www.techpowerup.com/cpu-specs/pentium-p6100.c1357,Arrandale,2000 MHz,35,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Pentium P6200,https://www.techpowerup.com/cpu-specs/pentium-p6200.c1358,Arrandale,2.133 GHz,35,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Pentium P6300,https://www.techpowerup.com/cpu-specs/pentium-p6300.c1359,Arrandale,2.266 GHz,35,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Pentium SU2700,https://www.techpowerup.com/cpu-specs/pentium-su2700.c1093,Penryn,1300 MHz,10,1,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Pentium SU4100,https://www.techpowerup.com/cpu-specs/pentium-su4100.c1362,Penryn,1300 MHz,10,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Pentium Silver J5005,https://www.techpowerup.com/cpu-specs/pentium-silver-j5005.c2072,Coffee Lake,1500 MHz,10,4,,io_die_size () + die_size (),Intel
Intel Pentium U5400,https://www.techpowerup.com/cpu-specs/pentium-u5400.c1361,Arrandale,1200 MHz,18,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Pentium U5600,https://www.techpowerup.com/cpu-specs/pentium-u5600.c1360,Arrandale,1333 MHz,18,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Processor N100,https://www.techpowerup.com/cpu-specs/processor-n100.c3007,Gracemont,100 MHz,6,4,,io_die_size () + die_size (),Intel
Intel Processor N200,https://www.techpowerup.com/cpu-specs/processor-n200.c3008,Gracemont,100 MHz,6,4,,io_die_size () + die_size (),Intel
Intel Processor N50,https://www.techpowerup.com/cpu-specs/processor-n50.c3010,Gracemont,1000 MHz,6,2,,io_die_size () + die_size (),Intel
Intel Processor N95,https://www.techpowerup.com/cpu-specs/processor-n95.c3185,Gracemont,100 MHz,15,4,,io_die_size () + die_size (),Intel
Intel Processor N97,https://www.techpowerup.com/cpu-specs/processor-n97.c3009,Gracemont,2000 MHz,12,4,,io_die_size () + die_size (),Intel
Intel Processor U300,https://www.techpowerup.com/cpu-specs/processor-u300.c3072,Raptor Lake-U,1200 MHz,15,5,,io_die_size () + die_size (),Intel
Intel Processor U300E,https://www.techpowerup.com/cpu-specs/processor-u300e.c3074,Raptor Lake-U,1100 MHz,15,5,,io_die_size () + die_size (),Intel
Intel Xeon 2.0,https://www.techpowerup.com/cpu-specs/xeon-2-0.c261,Prestonia,2000 MHz,89,1,217.0,io_die_size () + die_size (217 mm²),Intel
Intel Xeon 2.4,https://www.techpowerup.com/cpu-specs/xeon-2-4.c258,Prestonia,2.394 GHz,89,1,217.0,io_die_size () + die_size (217 mm²),Intel
Intel Xeon 2.66,https://www.techpowerup.com/cpu-specs/xeon-2-66.c256,Prestonia,2.66 GHz,89,1,217.0,io_die_size () + die_size (217 mm²),Intel
Intel Xeon 2.8,https://www.techpowerup.com/cpu-specs/xeon-2-8.c251,Nocona,2.8 GHz,135,1,135.0,io_die_size () + die_size (135 mm²),Intel
Intel Xeon 2.8,https://www.techpowerup.com/cpu-specs/xeon-2-8.c230,Paxville,2.8 GHz,135,2,213.0,io_die_size () + die_size (213 mm²),Intel
Intel Xeon 2.8,https://www.techpowerup.com/cpu-specs/xeon-2-8.c255,Prestonia,2.79 GHz,89,1,217.0,io_die_size () + die_size (217 mm²),Intel
Intel Xeon 3.0,https://www.techpowerup.com/cpu-specs/xeon-3-0.c250,Nocona,3 GHz,135,1,135.0,io_die_size () + die_size (135 mm²),Intel
Intel Xeon 3.0,https://www.techpowerup.com/cpu-specs/xeon-3-0.c246,Irwindale,3 GHz,135,1,169.0,io_die_size () + die_size (169 mm²),Intel
Intel Xeon 3.06,https://www.techpowerup.com/cpu-specs/xeon-3-06.c300,Gallatin,3.066 GHz,97,1,237.0,io_die_size () + die_size (237 mm²),Intel
Intel Xeon 3.06,https://www.techpowerup.com/cpu-specs/xeon-3-06.c253,Prestonia,3.066 GHz,89,1,217.0,io_die_size () + die_size (217 mm²),Intel
Intel Xeon 3.06,https://www.techpowerup.com/cpu-specs/xeon-3-06.c299,Gallatin,3.066 GHz,97,1,237.0,io_die_size () + die_size (237 mm²),Intel
Intel Xeon 3.2,https://www.techpowerup.com/cpu-specs/xeon-3-2.c245,Irwindale,3.2 GHz,135,1,169.0,io_die_size () + die_size (169 mm²),Intel
Intel Xeon 3.2,https://www.techpowerup.com/cpu-specs/xeon-3-2.c249,Nocona,3.2 GHz,135,1,135.0,io_die_size () + die_size (135 mm²),Intel
Intel Xeon 3.20,https://www.techpowerup.com/cpu-specs/xeon-3-20.c298,Gallatin,3.2 GHz,97,1,237.0,io_die_size () + die_size (237 mm²),Intel
Intel Xeon 3.20,https://www.techpowerup.com/cpu-specs/xeon-3-20.c252,Gallatin,3.2 GHz,97,1,237.0,io_die_size () + die_size (237 mm²),Intel
Intel Xeon 3.4,https://www.techpowerup.com/cpu-specs/xeon-3-4.c248,Nocona,3.4 GHz,135,1,135.0,io_die_size () + die_size (135 mm²),Intel
Intel Xeon 3.4,https://www.techpowerup.com/cpu-specs/xeon-3-4.c244,Irwindale,3.4 GHz,135,1,169.0,io_die_size () + die_size (169 mm²),Intel
Intel Xeon 3.6,https://www.techpowerup.com/cpu-specs/xeon-3-6.c243,Irwindale,3.6 GHz,135,1,169.0,io_die_size () + die_size (169 mm²),Intel
Intel Xeon 3.6,https://www.techpowerup.com/cpu-specs/xeon-3-6.c247,Nocona,3.6 GHz,135,1,135.0,io_die_size () + die_size (135 mm²),Intel
Intel Xeon 5020,https://www.techpowerup.com/cpu-specs/xeon-5020.c2779,Dempsey,2.5 GHz,95,2,162.0,io_die_size () + die_size (2x 81 mm²),Intel
Intel Xeon 5030,https://www.techpowerup.com/cpu-specs/xeon-5030.c383,Dempsey,2.667 GHz,95,2,162.0,io_die_size () + die_size (2x 81 mm²),Intel
