name,source,code_name,frequency,tdp,cores,total_die_size,total_die_size_source,manufacturer
AMD Phenom II X4 850,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-850.c750,Propus,3.3 GHz,95,4,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Phenom II X4 900e,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-900e.c612,Deneb,2.4 GHz,65,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 905e,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-905e.c613,Deneb,2.5 GHz,65,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 910,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-910.c674,Deneb,2.6 GHz,95,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 910e,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-910e.c614,Deneb,2.6 GHz,65,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 920,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-920.c615,Deneb,2.8 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 925,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-925.c616,Deneb,2.8 GHz,95,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 940 BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-940-be.c617,Deneb,3 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 945 (125W),https://www.techpowerup.com/cpu-specs/phenom-ii-x4-945-125w.c618,Deneb,3 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 945 (95W),https://www.techpowerup.com/cpu-specs/phenom-ii-x4-945-95w.c619,Deneb,3 GHz,95,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 955 (125W),https://www.techpowerup.com/cpu-specs/phenom-ii-x4-955-125w.c673,Deneb,3.2 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 955 (95W),https://www.techpowerup.com/cpu-specs/phenom-ii-x4-955-95w.c746,Deneb,3.2 GHz,95,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 955 BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-955-be.c620,Deneb,3.2 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 960T BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-960t-be.c745,Zosma,3 GHz,95,4,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X4 965 BE (125W),https://www.techpowerup.com/cpu-specs/phenom-ii-x4-965-be-125w.c676,Deneb,3.4 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 965 BE (140W),https://www.techpowerup.com/cpu-specs/phenom-ii-x4-965-be-140w.c668,Deneb,3.4 GHz,140,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 970 BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-970-be.c744,Zosma,3.5 GHz,125,4,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X4 970 BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-970-be.c699,Deneb,3.5 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 975 BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-975-be.c700,Deneb,3.6 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 980 BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-980-be.c702,Deneb,3.7 GHz,125,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 B93,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-b93.c753,Deneb,2.8 GHz,95,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 B95,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-b95.c754,Deneb,3 GHz,95,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X4 B97,https://www.techpowerup.com/cpu-specs/phenom-ii-x4-b97.c755,Deneb,3.2 GHz,95,4,258.0,io_die_size () + die_size (258 mm²),AMD
AMD Phenom II X6 1035T,https://www.techpowerup.com/cpu-specs/phenom-ii-x6-1035t.c677,Thuban,2.6 GHz,95,6,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X6 1045T,https://www.techpowerup.com/cpu-specs/phenom-ii-x6-1045t.c743,Thuban,2.7 GHz,95,6,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X6 1055T (125W),https://www.techpowerup.com/cpu-specs/phenom-ii-x6-1055t-125w.c672,Thuban,2.8 GHz,125,6,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X6 1055T (95W),https://www.techpowerup.com/cpu-specs/phenom-ii-x6-1055t-95w.c675,Thuban,2.8 GHz,95,6,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X6 1065T,https://www.techpowerup.com/cpu-specs/phenom-ii-x6-1065t.c742,Thuban,2.9 GHz,125,6,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X6 1075T,https://www.techpowerup.com/cpu-specs/phenom-ii-x6-1075t.c671,Thuban,3 GHz,125,6,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X6 1090T BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x6-1090t-be.c670,Thuban,3.2 GHz,125,6,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom II X6 1100T BE,https://www.techpowerup.com/cpu-specs/phenom-ii-x6-1100t-be.c698,Thuban,3.3 GHz,125,6,346.0,io_die_size () + die_size (346 mm²),AMD
AMD Phenom X3 8250e,https://www.techpowerup.com/cpu-specs/phenom-x3-8250e.c506,Toliman,1900 MHz,65,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8400,https://www.techpowerup.com/cpu-specs/phenom-x3-8400.c507,Toliman,2.1 GHz,95,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8450,https://www.techpowerup.com/cpu-specs/phenom-x3-8450.c508,Toliman,2.1 GHz,95,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8450e,https://www.techpowerup.com/cpu-specs/phenom-x3-8450e.c509,Toliman,2.1 GHz,65,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8550,https://www.techpowerup.com/cpu-specs/phenom-x3-8550.c875,Toliman,2.2 GHz,95,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8600,https://www.techpowerup.com/cpu-specs/phenom-x3-8600.c510,Toliman,2.3 GHz,95,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8650,https://www.techpowerup.com/cpu-specs/phenom-x3-8650.c512,Toliman,2.3 GHz,95,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8750,https://www.techpowerup.com/cpu-specs/phenom-x3-8750.c513,Toliman,2.4 GHz,95,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8750 BE,https://www.techpowerup.com/cpu-specs/phenom-x3-8750-be.c515,Toliman,2.4 GHz,95,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X3 8850,https://www.techpowerup.com/cpu-specs/phenom-x3-8850.c876,Toliman,2.5 GHz,95,3,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9100e,https://www.techpowerup.com/cpu-specs/phenom-x4-9100e.c492,Agena,1800 MHz,65,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9150e,https://www.techpowerup.com/cpu-specs/phenom-x4-9150e.c493,Agena,1800 MHz,65,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9350e,https://www.techpowerup.com/cpu-specs/phenom-x4-9350e.c494,Agena,2000 MHz,65,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9450e,https://www.techpowerup.com/cpu-specs/phenom-x4-9450e.c597,Agena,2.1 GHz,65,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9500,https://www.techpowerup.com/cpu-specs/phenom-x4-9500.c495,Agena,2.2 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9550,https://www.techpowerup.com/cpu-specs/phenom-x4-9550.c496,Agena,2.2 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9600,https://www.techpowerup.com/cpu-specs/phenom-x4-9600.c497,Agena,2.3 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9600 BE,https://www.techpowerup.com/cpu-specs/phenom-x4-9600-be.c498,Agena,2.3 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9600B,https://www.techpowerup.com/cpu-specs/phenom-x4-9600b.c872,Agena,2.3 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9650,https://www.techpowerup.com/cpu-specs/phenom-x4-9650.c499,Agena,2.3 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9750 (125W),https://www.techpowerup.com/cpu-specs/phenom-x4-9750-125w.c501,Agena,2.4 GHz,125,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9750 (95W),https://www.techpowerup.com/cpu-specs/phenom-x4-9750-95w.c500,Agena,2.4 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9750B,https://www.techpowerup.com/cpu-specs/phenom-x4-9750b.c873,Agena,2.4 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9850 (125W),https://www.techpowerup.com/cpu-specs/phenom-x4-9850-125w.c502,Agena,2.5 GHz,125,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9850 (95W),https://www.techpowerup.com/cpu-specs/phenom-x4-9850-95w.c598,Agena,2.5 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9850 BE,https://www.techpowerup.com/cpu-specs/phenom-x4-9850-be.c503,Agena,2.5 GHz,125,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9850B,https://www.techpowerup.com/cpu-specs/phenom-x4-9850b.c874,Agena,2.5 GHz,95,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9950 BE (125W),https://www.techpowerup.com/cpu-specs/phenom-x4-9950-be-125w.c599,Agena,2.6 GHz,125,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Phenom X4 9950 BE (140W),https://www.techpowerup.com/cpu-specs/phenom-x4-9950-be-140w.c504,Agena,2.6 GHz,140,4,285.0,io_die_size () + die_size (285 mm²),AMD
AMD Ryzen 3 1200,https://www.techpowerup.com/cpu-specs/ryzen-3-1200.c1899,Zen,3.1 GHz,65,4,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 3 1300X,https://www.techpowerup.com/cpu-specs/ryzen-3-1300x.c1898,Zen,3.4 GHz,65,4,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 3 2200G,https://www.techpowerup.com/cpu-specs/ryzen-3-2200g.c1978,Raven Ridge,3.5 GHz,65,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 2200GE,https://www.techpowerup.com/cpu-specs/ryzen-3-2200ge.c2938,Raven Ridge,3.2 GHz,35,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 2200U,https://www.techpowerup.com/cpu-specs/ryzen-3-2200u.c1983,Raven Ridge,2.5 GHz,15,2,246.0,io_die_size () + die_size (246 mm²),AMD
AMD Ryzen 3 2300U,https://www.techpowerup.com/cpu-specs/ryzen-3-2300u.c1977,Raven Ridge,2000 MHz,15,4,246.0,io_die_size () + die_size (246 mm²),AMD
AMD Ryzen 3 2300X,https://www.techpowerup.com/cpu-specs/ryzen-3-2300x.c2080,Zen,3.5 GHz,65,4,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 3 3100,https://www.techpowerup.com/cpu-specs/ryzen-3-3100.c2298,Matisse,3.6 GHz,65,4,198.0,io_die_size (124 mm²) + die_size (74 mm²),AMD
AMD Ryzen 3 3200G,https://www.techpowerup.com/cpu-specs/ryzen-3-3200g.c2205,Picasso,3.6 GHz,65,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 3200GE,https://www.techpowerup.com/cpu-specs/ryzen-3-3200ge.c2793,Picasso,3.3 GHz,35,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 3200U,https://www.techpowerup.com/cpu-specs/ryzen-3-3200u.c2136,Raven Ridge,2.6 GHz,15,2,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 3250U,https://www.techpowerup.com/cpu-specs/ryzen-3-3250u.c2287,Raven Ridge,2.6 GHz,15,2,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 3300U,https://www.techpowerup.com/cpu-specs/ryzen-3-3300u.c2137,Picasso,2.1 GHz,15,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 3300X,https://www.techpowerup.com/cpu-specs/ryzen-3-3300x.c2297,Matisse,3.8 GHz,65,4,198.0,io_die_size (124 mm²) + die_size (74 mm²),AMD
AMD Ryzen 3 4100,https://www.techpowerup.com/cpu-specs/ryzen-3-4100.c2757,Renoir,3.8 GHz,65,4,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 3 4300G,https://www.techpowerup.com/cpu-specs/ryzen-3-4300g.c2320,Renoir,3.8 GHz,65,4,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 3 4300GE,https://www.techpowerup.com/cpu-specs/ryzen-3-4300ge.c2323,Renoir,3.5 GHz,35,4,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 3 4300U,https://www.techpowerup.com/cpu-specs/ryzen-3-4300u.c2286,Renoir,2.7 GHz,25,4,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 3 5125C,https://www.techpowerup.com/cpu-specs/ryzen-3-5125c.c2785,Cezanne-U,3 GHz,15,2,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 5300G,https://www.techpowerup.com/cpu-specs/ryzen-3-5300g.c2473,Cezanne,4 GHz,65,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 5300U,https://www.techpowerup.com/cpu-specs/ryzen-3-5300u.c2745,Lucienne,2.6 GHz,15,4,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 3 5400U,https://www.techpowerup.com/cpu-specs/ryzen-3-5400u.c2748,Cezanne-U,2.6 GHz,15,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 5425C,https://www.techpowerup.com/cpu-specs/ryzen-3-5425c.c2784,Cezanne-U,2.7 GHz,15,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 5425U,https://www.techpowerup.com/cpu-specs/ryzen-3-5425u.c2519,Barcelo,2.7 GHz,15,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 7320U,https://www.techpowerup.com/cpu-specs/ryzen-3-7320u.c3045,Mendocino,2.4 GHz,15,4,100.0,io_die_size () + die_size (100 mm²),AMD
AMD Ryzen 3 7330U,https://www.techpowerup.com/cpu-specs/ryzen-3-7330u.c3035,Barcelo-R,2.3 GHz,15,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 7335U,https://www.techpowerup.com/cpu-specs/ryzen-3-7335u.c3038,Rembrandt-R,3 GHz,28,4,208.0,io_die_size () + die_size (208 mm²),AMD
AMD Ryzen 3 PRO 1200,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-1200.c1919,Zen,3.1 GHz,65,4,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 3 PRO 1300,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-1300.c1918,Zen,3.5 GHz,65,4,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 3 PRO 2200GE,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-2200ge.c2937,Raven Ridge,3.2 GHz,35,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 PRO 2300U,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-2300u.c2002,Raven Ridge,2000 MHz,15,4,246.0,io_die_size () + die_size (246 mm²),AMD
AMD Ryzen 3 PRO 3200GE,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-3200ge.c2939,Picasso,3.3 GHz,35,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 PRO 3300U,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-3300u.c2175,Picasso,2.1 GHz,15,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 3 PRO 4350G,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-4350g.c2326,Renoir,3.8 GHz,65,4,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 3 PRO 4350GE,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-4350ge.c2329,Renoir,3.5 GHz,35,4,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 3 PRO 4450U,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-4450u.c2503,Renoir,2.4 GHz,15,4,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 3 PRO 5350G,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-5350g.c2705,Cezanne,4 GHz,65,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 PRO 5350GE,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-5350ge.c2706,Cezanne,3.6 GHz,35,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 PRO 5450U,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-5450u.c2772,Cezanne-U,2.6 GHz,15,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 3 PRO 5475U,https://www.techpowerup.com/cpu-specs/ryzen-3-pro-5475u.c2775,Cezanne-U,2.7 GHz,15,4,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 5 1400,https://www.techpowerup.com/cpu-specs/ryzen-5-1400.c1896,Zen,3.2 GHz,65,4,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 5 1500X,https://www.techpowerup.com/cpu-specs/ryzen-5-1500x.c1895,Zen,3.5 GHz,65,4,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 5 1600,https://www.techpowerup.com/cpu-specs/ryzen-5-1600.c1900,Zen,3.2 GHz,65,6,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 5 1600AF,https://www.techpowerup.com/cpu-specs/ryzen-5-1600af.c2652,Zen,3.2 GHz,65,6,192.0,io_die_size () + die_size (192 mm²),AMD
AMD Ryzen 5 1600X,https://www.techpowerup.com/cpu-specs/ryzen-5-1600x.c1894,Zen,3.6 GHz,95,6,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 5 2400G,https://www.techpowerup.com/cpu-specs/ryzen-5-2400g.c1976,Raven Ridge,3.6 GHz,65,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 5 2400GE,https://www.techpowerup.com/cpu-specs/ryzen-5-2400ge.c2936,Raven Ridge,3.2 GHz,35,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 5 2500U,https://www.techpowerup.com/cpu-specs/ryzen-5-2500u.c1971,Raven Ridge,2000 MHz,15,4,246.0,io_die_size () + die_size (246 mm²),AMD
AMD Ryzen 5 2500X,https://www.techpowerup.com/cpu-specs/ryzen-5-2500x.c2100,Zen,3.6 GHz,65,4,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 5 2600,https://www.techpowerup.com/cpu-specs/ryzen-5-2600.c2015,Zen,3.4 GHz,65,6,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 5 2600E,https://www.techpowerup.com/cpu-specs/ryzen-5-2600e.c2108,Zen,3.1 GHz,65,6,192.0,io_die_size () + die_size (192 mm²),AMD
AMD Ryzen 5 2600H,https://www.techpowerup.com/cpu-specs/ryzen-5-2600h.c2077,Raven Ridge,3.3 GHz,15,4,246.0,io_die_size () + die_size (246 mm²),AMD
AMD Ryzen 5 2600X,https://www.techpowerup.com/cpu-specs/ryzen-5-2600x.c2014,Zen,3.6 GHz,95,6,213.0,io_die_size () + die_size (213 mm²),AMD
AMD Ryzen 5 3400G,https://www.techpowerup.com/cpu-specs/ryzen-5-3400g.c2204,Picasso,3.7 GHz,65,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 5 3400GE,https://www.techpowerup.com/cpu-specs/ryzen-5-3400ge.c2941,Picasso,3.3 GHz,35,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 5 3500U,https://www.techpowerup.com/cpu-specs/ryzen-5-3500u.c2138,Picasso,2.1 GHz,15,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 5 3500X,https://www.techpowerup.com/cpu-specs/ryzen-5-3500x.c2264,Matisse,3.6 GHz,65,6,198.0,io_die_size (124 mm²) + die_size (74 mm²),AMD
AMD Ryzen 5 3550H,https://www.techpowerup.com/cpu-specs/ryzen-5-3550h.c2139,Picasso,2.1 GHz,35,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 5 3580U,https://www.techpowerup.com/cpu-specs/ryzen-5-3580u.c2312,Picasso,2.1 GHz,15,4,210.0,io_die_size () + die_size (210 mm²),AMD
AMD Ryzen 5 3600,https://www.techpowerup.com/cpu-specs/ryzen-5-3600.c2132,Matisse,3.6 GHz,65,6,198.0,io_die_size (124 mm²) + die_size (74 mm²),AMD
AMD Ryzen 5 3600X,https://www.techpowerup.com/cpu-specs/ryzen-5-3600x.c2131,Matisse,3.8 GHz,95,6,198.0,io_die_size (124 mm²) + die_size (74 mm²),AMD
AMD Ryzen 5 3600XT,https://www.techpowerup.com/cpu-specs/ryzen-5-3600xt.c2313,Matisse 2,3.8 GHz,95,6,198.0,io_die_size (124 mm²) + die_size (74 mm²),AMD
AMD Ryzen 5 4500,https://www.techpowerup.com/cpu-specs/ryzen-5-4500.c2758,Renoir,3.6 GHz,65,6,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 5 4500U,https://www.techpowerup.com/cpu-specs/ryzen-5-4500u.c2285,Renoir,2.3 GHz,25,6,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 5 4600G,https://www.techpowerup.com/cpu-specs/ryzen-5-4600g.c2319,Renoir,3.7 GHz,65,6,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 5 4600GE,https://www.techpowerup.com/cpu-specs/ryzen-5-4600ge.c2322,Renoir,3.3 GHz,35,6,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 5 4600H,https://www.techpowerup.com/cpu-specs/ryzen-5-4600h.c2283,Renoir,3 GHz,54,6,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 5 4600HS,https://www.techpowerup.com/cpu-specs/ryzen-5-4600hs.c2295,Renoir,3 GHz,35,6,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 5 4600U,https://www.techpowerup.com/cpu-specs/ryzen-5-4600u.c2284,Renoir,2.1 GHz,25,6,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 5 5500,https://www.techpowerup.com/cpu-specs/ryzen-5-5500.c2756,Cezanne,3.6 GHz,65,6,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 5 5500U,https://www.techpowerup.com/cpu-specs/ryzen-5-5500u.c2372,Lucienne,2.1 GHz,15,6,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Ryzen 5 5600,https://www.techpowerup.com/cpu-specs/ryzen-5-5600.c2743,Vermeer,3.5 GHz,65,6,205.0,io_die_size (124 mm²) + die_size (81 mm²),AMD
AMD Ryzen 5 5600G,https://www.techpowerup.com/cpu-specs/ryzen-5-5600g.c2471,Cezanne,3.9 GHz,65,6,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 5 5600U,https://www.techpowerup.com/cpu-specs/ryzen-5-5600u.c2747,Cezanne-U,2.3 GHz,15,6,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 5 5600X,https://www.techpowerup.com/cpu-specs/ryzen-5-5600x.c2365,Vermeer,3.7 GHz,65,6,205.0,io_die_size (124 mm²) + die_size (81 mm²),AMD
AMD Ryzen 5 5625C,https://www.techpowerup.com/cpu-specs/ryzen-5-5625c.c2783,Cezanne-U,2.3 GHz,15,6,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 5 5625U,https://www.techpowerup.com/cpu-specs/ryzen-5-5625u.c2520,Barcelo,2.3 GHz,15,6,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 5 6600H,https://www.techpowerup.com/cpu-specs/ryzen-5-6600h.c2525,Rembrandt,3.3 GHz,45,6,208.0,io_die_size () + die_size (208 mm²),AMD
AMD Ryzen 5 6600HS,https://www.techpowerup.com/cpu-specs/ryzen-5-6600hs.c2524,Rembrandt,3.3 GHz,35,6,208.0,io_die_size () + die_size (208 mm²),AMD
AMD Ryzen 5 6600U,https://www.techpowerup.com/cpu-specs/ryzen-5-6600u.c2522,Rembrandt,2.9 GHz,15,6,208.0,io_die_size () + die_size (208 mm²),AMD
AMD Ryzen 5 7520U,https://www.techpowerup.com/cpu-specs/ryzen-5-7520u.c3046,Mendocino,2.8 GHz,15,4,100.0,io_die_size () + die_size (100 mm²),AMD
AMD Ryzen 5 7530U,https://www.techpowerup.com/cpu-specs/ryzen-5-7530u.c3036,Barcelo-R,2000 MHz,15,6,180.0,io_die_size () + die_size (180 mm²),AMD
AMD Ryzen 5 7535H,https://www.techpowerup.com/cpu-specs/ryzen-5-7535h.c3188,Rembrandt-R,3.3 GHz,35,6,208.0,io_die_size () + die_size (208 mm²),AMD
AMD Ryzen 5 7535HS,https://www.techpowerup.com/cpu-specs/ryzen-5-7535hs.c3042,Rembrandt-R,3.3 GHz,35,6,208.0,io_die_size () + die_size (208 mm²),AMD
AMD Ryzen 5 7535U,https://www.techpowerup.com/cpu-specs/ryzen-5-7535u.c3039,Rembrandt-R,2.9 GHz,28,6,208.0,io_die_size () + die_size (208 mm²),AMD
AMD Ryzen 5 7600,https://www.techpowerup.com/cpu-specs/ryzen-5-7600.c2959,Raphael,3.8 GHz,65,6,193.0,io_die_size (122 mm²) + die_size (71 mm²),AMD
AMD Ryzen 5 7600X,https://www.techpowerup.com/cpu-specs/ryzen-5-7600x.c2849,Raphael,4.7 GHz,105,6,193.0,io_die_size (122 mm²) + die_size (71 mm²),AMD
AMD Ryzen 5 7640HS,https://www.techpowerup.com/cpu-specs/ryzen-5-7640hs.c3034,Phoenix,4.3 GHz,35,6,178.0,io_die_size () + die_size (178 mm²),AMD
AMD Ryzen 5 7640U,https://www.techpowerup.com/cpu-specs/ryzen-5-7640u.c3205,Phoenix,3.5 GHz,15,6,178.0,io_die_size () + die_size (178 mm²),AMD
AMD Ryzen 5 7645HX,https://www.techpowerup.com/cpu-specs/ryzen-5-7645hx.c3021,Dragon Range,4 GHz,45,6,193.0,io_die_size (122 mm²) + die_size (71 mm²),AMD
