id,manufacturer,CASE.case_type,year,CPU.units,CPU.core_units,CPU.name,CPU.manufacturer,CPU.model_range,CPU.family,CPU.tdp,CPU.manufacture_date,RAM.capacity,RAM.units,SSD.units,SSD.capacity,HDD.units,HDD.capacity,POWER_SUPPLY.units,GPU.memory,GPU.memory,GPU.units,POWER_SUPPLY.units,POWER_SUPPLY.unit_weight,USAGE.instance_per_server,USAGE.time_workload,USAGE.use_time,USAGE.years_life_time,USAGE.other_consumption_ratio,USAGE.overcommited,Warnings
m3.2xlarge.elasticsearch,AWS,rack,2012,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2012,32,7.5,2,80,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.319,0,configuration.ram.capacity not verified
m3.large,AWS,rack,2014,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2014,8,30,1,32,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.320,0,configuration.ram.capacity not verified
m3.large.elasticsearch,AWS,rack,2014,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2014,32,7.5,1,32,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.321,0,configuration.ram.capacity not verified
m3.medium,AWS,rack,2014,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2014,8,30,1,4,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.322,0,configuration.ram.capacity not verified
m3.medium.elasticsearch,AWS,rack,2014,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2014,32,7.5,1,4,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.323,0,configuration.ram.capacity not verified
m3.xlarge,AWS,rack,2012,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2012,8,30,2,40,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.324,0,configuration.ram.capacity not verified
m3.xlarge.elasticsearch,AWS,rack,2012,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2012,32,7.5,2,40,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.325,0,configuration.ram.capacity not verified
m4.10xlarge,AWS,rack,2015,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.326,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
m4.10xlarge.elasticsearch,AWS,rack,2015,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.327,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
m4.16xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.328,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
m4.2xlarge,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.329,0,configuration.ram.capacity not verified
m4.2xlarge.elasticsearch,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.330,0,configuration.ram.capacity not verified
m4.4xlarge,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.331,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
m4.4xlarge.elasticsearch,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.332,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
m4.large,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,36,50;0;100,8760,35040,0.33;0.2;0.333,0,configuration.ram.capacity not verified
m4.large.elasticsearch,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,36,50;0;100,8760,35040,0.33;0.2;0.334,0,configuration.ram.capacity not verified
m4.xlarge,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.335,0,configuration.ram.capacity not verified
m4.xlarge.elasticsearch,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.336,0,configuration.ram.capacity not verified
m5.12xlarge,AWS,rack,2017,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.337,0,
m5.12xlarge.elasticsearch,AWS,rack,2017,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.338,0,configuration.ram.capacity not verified
m5.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.339,0,;usage.instance_per_server is rounded
m5.24xlarge,AWS,rack,2017,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.340,0,
m5.2xlarge,AWS,rack,2017,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.341,0,
m5.2xlarge.elasticsearch,AWS,rack,2017,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.342,0,configuration.ram.capacity not verified
m5.4xlarge,AWS,rack,2017,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.343,0,
m5.4xlarge.elasticsearch,AWS,rack,2017,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.344,0,configuration.ram.capacity not verified
m5.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.345,0,
m5.large,AWS,rack,2017,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.346,0,
m5.large.elasticsearch,AWS,rack,2017,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.347,0,configuration.ram.capacity not verified
m5.metal,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.348,0,
m5.xlarge,AWS,rack,2017,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.349,0,
m5.xlarge.elasticsearch,AWS,rack,2017,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2017,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.350,0,configuration.ram.capacity not verified
m5a.12xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.351,0,
m5a.16xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.352,0,;usage.instance_per_server is rounded
m5a.24xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.353,0,
m5a.2xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.354,0,
m5a.4xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.355,0,
m5a.8xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.356,0,
m5a.large,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.357,0,
m5a.xlarge,AWS,rack,2018,2,24,EPYC 7571,amd,epyc,naple,200,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.358,0,
m5ad.12xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,2,900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.359,0,
m5ad.16xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,4,600,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.360,0,;usage.instance_per_server is rounded
m5ad.24xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.361,0,
m5ad.2xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,1,300,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.362,0,
m5ad.4xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,2,300,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.363,0,
m5ad.8xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,2,600,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.364,0,
m5ad.large,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,1,75,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.365,0,
m5ad.xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,1,150,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.366,0,
m5d.12xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,2,900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.367,0,
m5d.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,12,4,600,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.368,0,;usage.instance_per_server is rounded
m5d.24xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.369,0,
m5d.2xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,1,300,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.370,0,
m5d.4xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,2,300,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.371,0,
m5d.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,12,2,600,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.372,0,
m5d.large,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,1,75,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.373,0,
m5d.metal,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,12,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.374,0,
m5d.xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,1,150,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.375,0,
m5dn.12xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,2,900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.376,0,
m5dn.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,4,600,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.377,0,;usage.instance_per_server is rounded
m5dn.24xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.378,0,
m5dn.2xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,1,300,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.379,0,
m5dn.4xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,2,300,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.380,0,
m5dn.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,2,600,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.381,0,
m5dn.large,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,1,75,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.382,0,
m5dn.metal,AWS,rack,2021,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2021,32,12,4,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.383,0,
m5dn.xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,1,150,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.384,0,
m5n.12xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.385,0,
m5n.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.386,0,;usage.instance_per_server is rounded
m5n.24xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.387,0,
m5n.2xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.388,0,
m5n.4xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.389,0,
m5n.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.390,0,
m5n.large,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.391,0,
m5n.metal,AWS,rack,2021,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2021,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.392,0,
m5n.xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.393,0,
m5zn.12xlarge,AWS,rack,2020,2,12,Xeon Platinum 8252C,intel,xeon platinum,cascadelake,240,2020,16,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.394,0,
m5zn.2xlarge,AWS,rack,2020,2,12,Xeon Platinum 8252C,intel,xeon platinum,cascadelake,240,2020,16,12,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.395,0,
m5zn.3xlarge,AWS,rack,2020,2,12,Xeon Platinum 8252C,intel,xeon platinum,cascadelake,240,2020,16,12,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.396,0,
m5zn.6xlarge,AWS,rack,2020,2,12,Xeon Platinum 8252C,intel,xeon platinum,cascadelake,240,2020,16,12,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.397,0,
m5zn.large,AWS,rack,2020,2,12,Xeon Platinum 8252C,intel,xeon platinum,cascadelake,240,2020,16,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.398,0,
m5zn.metal,AWS,rack,2020,2,12,Xeon Platinum 8252C,intel,xeon platinum,cascadelake,240,2020,16,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.399,0,
m5zn.xlarge,AWS,rack,2020,2,12,Xeon Platinum 8252C,intel,xeon platinum,cascadelake,240,2020,16,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.400,0,
m6g.12xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.401,0,;usage.instance_per_server is rounded
m6g.12xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.402,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
m6g.16xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.403,0,
m6g.2xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.404,0,
m6g.2xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.405,0,configuration.ram.capacity not verified
m6g.4xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.406,0,
m6g.4xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.407,0,configuration.ram.capacity not verified
m6g.8xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.408,0,
m6g.8xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.409,0,configuration.ram.capacity not verified
m6g.large,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.410,0,
m6g.large.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.411,0,configuration.ram.capacity not verified
m6g.medium,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,64,50;0;100,8760,35040,0.33;0.2;0.412,0,
m6g.metal,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.413,0,
m6g.xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.414,0,
m6g.xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.415,0,configuration.ram.capacity not verified
m6gd.12xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,2,1425,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.416,0,;usage.instance_per_server is rounded
m6gd.16xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,2,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.417,0,
m6gd.2xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,1,474,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.418,0,
m6gd.4xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,1,950,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.419,0,
m6gd.8xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,1,1900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.420,0,
m6gd.large,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,1,118,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.421,0,
m6gd.medium,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,1,59,,0,2,,,,2;2;2,2.99;1;5,64,50;0;100,8760,35040,0.33;0.2;0.422,0,
m6gd.metal,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,2,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.423,0,
m6gd.xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,8,1,237,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.424,0,
m6i.12xlarge,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.425,0,;usage.instance_per_server is rounded
m6i.16xlarge,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.426,0,
m6i.24xlarge,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.427,0,;usage.instance_per_server is rounded
m6i.2xlarge,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.428,0,
m6i.32xlarge,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.429,0,
m6i.4xlarge,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.430,0,
m6i.8xlarge,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.431,0,
m6i.large,AWS,rack,2021,2,32,Xeon Platinum 8375C,intel,xeon platinum,icelake,300,2021,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,64,50;0;100,8760,35040,0.33;0.2;0.432,0,
