id,vcpu,memory,ssd_storage,hdd_storage,gpu_units,platform,source
d48s_v4,48.0,192,0.0,0.0,0,Dsv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d64s_v4,64.0,256,0.0,0.0,0,Dsv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d2s_v4,2.0,8,0.0,0.0,0,Dsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d4s_v4,4.0,16,0.0,0.0,0,Dsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d8s_v4,8.0,32,0.0,0.0,0,Dsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d16s_v4,16.0,64,0.0,0.0,0,Dsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d32s_v4,32.0,128,0.0,0.0,0,Dsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d48s_v4,48.0,192,0.0,0.0,0,Dsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d64s_v4,64.0,256,0.0,0.0,0,Dsv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d2s_v5,2.0,8,0.0,0.0,0,Dsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d4s_v5,4.0,16,0.0,0.0,0,Dsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d8s_v5,8.0,32,0.0,0.0,0,Dsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d16s_v5,16.0,64,0.0,0.0,0,Dsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d32s_v5,32.0,128,0.0,0.0,0,Dsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d48s_v5,48.0,192,0.0,0.0,0,Dsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d64s_v5,64.0,256,0.0,0.0,0,Dsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
d96s_v5,96.0,384,0.0,0.0,0,Dsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e2ads_v5,2.0,16,75.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
