Name,API Name,Instance Family,CoreMark Score,FFmpeg FPS,Instance Memory,Compute Units (ECU),vCPUs,Instance Storage,Network Performance,Max IPs,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
C5N Quadruple Extra Large,c5n.4xlarge,c5n,"24.196,963",90.0 fps,42 GiB,73 units,16 vCPUs,EBS only,Up to 25 Gigabit,240,€0.8433 hourly,€0.5314 hourly,€0.3538 hourly,€1.4741 hourly,€1.1622 hourly
C5N 9xlarge,c5n.9xlarge,c5n,"23.187,062",166.0 fps,96 GiB,139 units,36 vCPUs,EBS only,50 Gigabit,240,€1.8975 hourly,€1.1956 hourly,€0.5975 hourly,€3.3168 hourly,€2.6149 hourly
C6A 12xlarge Extra Large,c6a.12xlarge,c6a,"28.595,939",219.0 fps,96 GiB,0 units,48 vCPUs,EBS only,18.75 Gigabit,240,€1.7957 hourly,€1.1838 hourly,€0.642 hourly,€3.6881 hourly,€3.0762 hourly
C6A Quadruple Extra Large,c6a.4xlarge,c6a,"28.801,843",122.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 12.5 Gigabit,240,€0.5986 hourly,€0.3946 hourly,€0.2821 hourly,€1.2294 hourly,€1.0254 hourly
C6A Eight Extra Large,c6a.8xlarge,c6a,"31.026,993",195.0 fps,64 GiB,0 units,32 vCPUs,EBS only,12.5 Gigabit,240,€1.1971 hourly,€0.7892 hourly,€0.4357 hourly,€2.4587 hourly,€2.0508 hourly
C6G 12xlarge Extra Large,c6g.12xlarge,c6g,"19.989,339",171.0 fps,96 GiB,0 units,48 vCPUs,EBS only,20 Gigabit,240,€1.5962 hourly,€1.0056 hourly,€0.3568 hourly,unavailable,unavailable
C6G Quadruple Extra Large,c6g.4xlarge,c6g,"19.794,141",93.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 10 Gigabit,240,€0.5321 hourly,€0.3352 hourly,€0.1824 hourly,unavailable,unavailable
C6G Eight Extra Large,c6g.8xlarge,c6g,"20.159,935",151.0 fps,64 GiB,0 units,32 vCPUs,EBS only,12 Gigabit,240,€1.0641 hourly,€0.6704 hourly,€0.3894 hourly,unavailable,unavailable
C6GD 12xlarge Extra Large,c6gd.12xlarge,c6gd,"19.566,919",173.0 fps,96 GiB,0 units,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,240,€1.8307 hourly,€1.1447 hourly,€0.2904 hourly,unavailable,unavailable
C6GD Quadruple Extra Large,c6gd.4xlarge,c6gd,"20.142,339",93.0 fps,32 GiB,0 units,16 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,240,€0.6102 hourly,€0.3816 hourly,€0.1796 hourly,unavailable,unavailable
C6GD Eight Extra Large,c6gd.8xlarge,c6gd,"19.960,08",152.0 fps,64 GiB,0 units,32 vCPUs,1900 GB NVMe SSD,12 Gigabit,240,€1.2205 hourly,€0.7631 hourly,€0.3143 hourly,unavailable,unavailable
C6GN 12xlarge Extra Large,c6gn.12xlarge,c6gn,"19.459,039",173.0 fps,96 GiB,0 units,48 vCPUs,EBS only,75 Gigabit,240,€2.0281 hourly,€1.2756 hourly,€0.5886 hourly,unavailable,unavailable
C6GN Quadruple Extra Large,c6gn.4xlarge,c6gn,"20.266,162",93.0 fps,32 GiB,0 units,16 vCPUs,EBS only,25 Gigabit,240,€0.676 hourly,€0.4252 hourly,€0.1995 hourly,unavailable,unavailable
C6GN Eight Extra Large,c6gn.8xlarge,c6gn,"20.413,718",152.0 fps,64 GiB,0 units,32 vCPUs,EBS only,50 Gigabit,240,€1.3521 hourly,€0.8504 hourly,€0.3104 hourly,unavailable,unavailable
C6I 12xlarge Extra Large,c6i.12xlarge,c6i,"26.863,667",219.0 fps,96 GiB,0 units,48 vCPUs,EBS only,18.75 Gigabit,240,€1.9952 hourly,€1.3153 hourly,€0.5108 hourly,€3.8876 hourly,€1.3153 hourly
C6I Quadruple Extra Large,c6i.4xlarge,c6i,"28.565,307",105.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 12.5 Gigabit,240,€0.6651 hourly,€0.4384 hourly,€0.2322 hourly,€1.2959 hourly,€1.0692 hourly
C6I Eight Extra Large,c6i.8xlarge,c6i,"26.707,618",179.0 fps,64 GiB,0 units,32 vCPUs,EBS only,12.5 Gigabit,240,€1.3302 hourly,€0.8769 hourly,€0.4129 hourly,€2.5917 hourly,€2.1385 hourly
C6ID 12xlarge Extra Large,c6id.12xlarge,c6id,N/A,N/A,96 GiB,0 units,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),18.75 Gigabit,240,€2.3974 hourly,€1.5103 hourly,€0.8613 hourly,€4.2898 hourly,€1.5103 hourly
C6ID Quadruple Extra Large,c6id.4xlarge,c6id,N/A,N/A,32 GiB,0 units,16 vCPUs,950 GB NVMe SSD,Up to 12.5 Gigabit,240,€0.7991 hourly,€0.5034 hourly,€0.2245 hourly,€1.4299 hourly,€0.5034 hourly
C6ID Eight Extra Large,c6id.8xlarge,c6id,N/A,N/A,64 GiB,0 units,32 vCPUs,1900 GB NVMe SSD,12.5 Gigabit,240,€1.5982 hourly,€1.0069 hourly,€0.4643 hourly,€2.8598 hourly,€2.2685 hourly
C6IN 12xlarge Extra Large,c6in.12xlarge,c6in,"25.869,875",218.0 fps,96 GiB,0 units,48 vCPUs,EBS only,75 Gigabit,240,€2.6565 hourly,€1.6736 hourly,€0.7857 hourly,€4.5489 hourly,€1.6736 hourly
C6IN Quadruple Extra Large,c6in.4xlarge,c6in,"25.565,64",107.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 50 Gigabit,240,€0.8855 hourly,€0.5579 hourly,€0.4075 hourly,€1.5163 hourly,€0.5579 hourly
C6IN Eight Extra Large,c6in.8xlarge,c6in,"26.977,811",179.0 fps,64 GiB,0 units,32 vCPUs,EBS only,50 Gigabit,240,€1.771 hourly,€1.1157 hourly,€0.4593 hourly,€3.0326 hourly,€2.3773 hourly
C7A 12xlarge Extra Large,c7a.12xlarge,c7a,"34.242,666",318.0 fps,96 GiB,0 units,48 vCPUs,EBS only,18.75 Gigabit,240,€2.4093 hourly,€1.5883 hourly,€0.6912 hourly,€4.3017 hourly,€3.4807 hourly
C7A Quadruple Extra Large,c7a.4xlarge,c7a,"33.797,105",186.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 12.5 Gigabit,240,€0.8031 hourly,€0.5294 hourly,€0.3242 hourly,€1.4339 hourly,€1.1602 hourly
C7A Eight Extra Large,c7a.8xlarge,c7a,"31.962,497",279.0 fps,64 GiB,0 units,32 vCPUs,EBS only,12.5 Gigabit,240,€1.6062 hourly,€1.0589 hourly,€0.5856 hourly,€2.8678 hourly,€2.3204 hourly
C7G 12xlarge Extra Large,c7g.12xlarge,c7g,"25.728,436",238.0 fps,96 GiB,0 units,48 vCPUs,EBS only,22.5 Gigabit,240,€1.6959 hourly,€1.118 hourly,€0.5195 hourly,unavailable,unavailable
C7G Quadruple Extra Large,c7g.4xlarge,c7g,"25.139,84",133.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,240,€0.5653 hourly,€0.3726 hourly,€0.1872 hourly,unavailable,unavailable
C7G Eight Extra Large,c7g.8xlarge,c7g,"25.568,908",193.0 fps,64 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,240,€1.1306 hourly,€0.7454 hourly,€0.3325 hourly,unavailable,unavailable
C7GD 12xlarge Extra Large,c7gd.12xlarge,c7gd,"25.098,827",241.0 fps,96 GiB,0 units,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,240,€2.1577 hourly,€1.3594 hourly,€0.6518 hourly,unavailable,unavailable
C7GD Quadruple Extra Large,c7gd.4xlarge,c7gd,"25.485,824",133.0 fps,32 GiB,0 units,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,240,€0.7192 hourly,€0.4531 hourly,€0.2246 hourly,unavailable,unavailable
C7GD Eight Extra Large,c7gd.8xlarge,c7gd,"26.385,224",213.0 fps,64 GiB,0 units,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,240,€1.4385 hourly,€0.9063 hourly,€0.5219 hourly,unavailable,unavailable
C7GN 12xlarge Extra Large,c7gn.12xlarge,c7gn,N/A,N/A,96 GiB,0 units,48 vCPUs,EBS only,150 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Quadruple Extra Large,c7gn.4xlarge,c7gn,N/A,N/A,32 GiB,0 units,16 vCPUs,EBS only,50 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Eight Extra Large,c7gn.8xlarge,c7gn,N/A,N/A,64 GiB,0 units,32 vCPUs,EBS only,100 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
C7I-FLEX 12xlarge Extra Large,c7i-flex.12xlarge,c7i-flex,"32.194,023",248.0 fps,96 GiB,0 units,48 vCPUs,EBS only,Up to 18.75 Gigabit,240,€1.9902 hourly,€1.3121 hourly,€0.5569 hourly,€3.8826 hourly,€3.2045 hourly
C7I-FLEX Quadruple Extra Large,c7i-flex.4xlarge,c7i-flex,"28.264,556",126.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 12.5 Gigabit,240,€0.6634 hourly,€0.4374 hourly,€0.2901 hourly,€1.2627 hourly,€1.0366 hourly
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,c7i-flex,"29.828,486",209.0 fps,64 GiB,0 units,32 vCPUs,EBS only,Up to 12.5 Gigabit,240,€1.3268 hourly,€0.8747 hourly,€0.5336 hourly,€2.5253 hourly,€2.0733 hourly
C7I 12xlarge Extra Large,c7i.12xlarge,c7i,"32.936,268",246.0 fps,96 GiB,0 units,48 vCPUs,EBS only,18.75 Gigabit,240,€2.095 hourly,€1.3811 hourly,€0.7802 hourly,€3.9874 hourly,€3.2735 hourly
C7I Quadruple Extra Large,c7i.4xlarge,c7i,"31.141,33",123.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 12.5 Gigabit,240,€0.6983 hourly,€0.4604 hourly,€0.2907 hourly,€1.3291 hourly,€1.0912 hourly
C7I Eight Extra Large,c7i.8xlarge,c7i,"31.628,888",218.0 fps,64 GiB,0 units,32 vCPUs,EBS only,12.5 Gigabit,240,€1.3967 hourly,€0.9207 hourly,€0.582 hourly,€2.6583 hourly,€2.1823 hourly
C8G 12xlarge Extra Large,c8g.12xlarge,c8g,"30.759,766",277.0 fps,96 GiB,0 units,48 vCPUs,EBS only,22.5 Gigabit,240,€1.8656 hourly,€1.2299 hourly,€0.5831 hourly,unavailable,unavailable
C8G Quadruple Extra Large,c8g.4xlarge,c8g,"31.264,655",159.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,240,€0.6219 hourly,€0.41 hourly,€0.2227 hourly,unavailable,unavailable
C8G Eight Extra Large,c8g.8xlarge,c8g,"31.370,089",210.0 fps,64 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,240,€1.2438 hourly,€0.8199 hourly,€0.4334 hourly,unavailable,unavailable
C8GD 12xlarge Extra Large,c8gd.12xlarge,c8gd,N/A,N/A,96 GiB,0 units,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,240,€2.3305 hourly,unavailable,€0.6851 hourly,unavailable,unavailable
C8GD Quadruple Extra Large,c8gd.4xlarge,c8gd,N/A,N/A,32 GiB,0 units,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,240,€0.7768 hourly,unavailable,€0.3111 hourly,unavailable,unavailable
C8GD Eight Extra Large,c8gd.8xlarge,c8gd,N/A,N/A,64 GiB,0 units,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,240,€1.5537 hourly,unavailable,€0.5331 hourly,unavailable,unavailable
C8GN Quadruple Extra Large,c8gn.4xlarge,c8gn,"31.788,922",155.0 fps,32 GiB,0 units,16 vCPUs,EBS only,50 Gigabit,240,€0.9254 hourly,unavailable,€0.1851 hourly,unavailable,unavailable
D2 Quadruple Extra Large,d2.4xlarge,d2,"22.010,271",80.0 fps,122 GiB,56 units,16 vCPUs,24576 GB (12×2048 GB HDD),High,240,€2.722 hourly,€1.6524 hourly,€0.6388 hourly,€2.9809 hourly,€1.7227 hourly
D2 Eight Extra Large,d2.8xlarge,d2,"22.348,033",137.0 fps,244 GiB,116 units,36 vCPUs,49152 GB (24×2048 GB HDD),10 Gigabit,240,€5.444 hourly,€3.3048 hourly,€1.0142 hourly,€6.0251 hourly,€3.376 hourly
F1 Quadruple Extra Large,f1.4xlarge,f1,N/A,N/A,244 GiB,58 units,16 vCPUs,940 GB NVMe SSD,Up to 10 Gigabit,240,€2.9723 hourly,unavailable,€0.4083 hourly,unavailable,unavailable
F2 12xlarge Extra Large,f2.12xlarge,f2,"30.981,334",225.0 fps,512 GiB,0 units,48 vCPUs,1880 GB (2×940 GB NVMe SSD),25 Gigabit,240,€4.2424 hourly,unavailable,unavailable,unavailable,unavailable
F2 6xlarge,f2.6xlarge,f2,"28.559,189",163.0 fps,256 GiB,0 units,24 vCPUs,940 GB NVMe SSD,12.5 Gigabit,240,€2.1212 hourly,unavailable,unavailable,unavailable,unavailable
G4AD 16xlarge Extra Large,g4ad.16xlarge,g4ad,"24.844,72",186.0 fps,256 GiB,0 units,64 vCPUs,2400 GB (2×1200 GB NVMe SSD),25 Gigabit,240,€3.7162 hourly,€2.5361 hourly,€0.9324 hourly,€6.2394 hourly,€5.0593 hourly
G4DN 12xlarge Extra Large,g4dn.12xlarge,g4dn,"23.210,832",107.0 fps,192 GiB,0 units,48 vCPUs,900 GB NVMe SSD,50 Gigabit,240,€4.191 hourly,€2.86 hourly,€1.4081 hourly,€6.0834 hourly,€4.7524 hourly
G5 Graphics and Machine Learning GPU 16xlarge Extra Large,g5.16xlarge,g5,"24.118,179",112.0 fps,256 GiB,0 units,64 vCPUs,1900 GB NVMe SSD,25 Gigabit,240,€4.3899 hourly,€2.7656 hourly,€1.0748 hourly,€6.9131 hourly,€2.7656 hourly
G5 Graphics and Machine Learning GPU Quadruple Extra Large,g5.4xlarge,g5,"25.445,293",111.0 fps,64 GiB,0 units,16 vCPUs,600 GB NVMe SSD,Up to 25 Gigabit,240,€1.7405 hourly,€1.0965 hourly,€0.587 hourly,€2.3713 hourly,€1.7273 hourly
G5 Graphics and Machine Learning GPU Eight Extra Large,g5.8xlarge,g5,"24.610,841",112.0 fps,128 GiB,0 units,32 vCPUs,900 GB NVMe SSD,25 Gigabit,240,€2.6236 hourly,€1.6529 hourly,€0.641 hourly,€3.8852 hourly,€2.9145 hourly
G5G Quadruple Extra Large,g5g.4xlarge,g5g,"19.543,974",99.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 10 Gigabit,240,€0.8877 hourly,€0.6055 hourly,€0.3519 hourly,unavailable,unavailable
G5G Eight Extra Large,g5g.8xlarge,g5g,"20.188,425",99.0 fps,64 GiB,0 units,32 vCPUs,EBS only,12 Gigabit,240,€1.471 hourly,€1.0033 hourly,€0.2901 hourly,unavailable,unavailable
G6 Graphics and Machine Learning GPU 12xlarge Extra Large,g6.12xlarge,g6,"33.363,917",131.0 fps,192 GiB,0 units,48 vCPUs,3760 GB (4×940 GB NVMe SSD),40 Gigabit,240,€4.9318 hourly,€3.2106 hourly,€2.3026 hourly,€6.8241 hourly,€5.103 hourly
G6 Graphics and Machine Learning GPU Quadruple Extra Large,g6.4xlarge,g6,"30.499,428",133.0 fps,64 GiB,0 units,16 vCPUs,600 GB NVMe SSD,Up to 25 Gigabit,240,€1.4181 hourly,€0.9232 hourly,€0.4749 hourly,€2.0489 hourly,€1.554 hourly
G6 Graphics and Machine Learning GPU Eight Extra Large,g6.8xlarge,g6,"28.274,546",134.0 fps,128 GiB,0 units,32 vCPUs,900 GB (2×450 GB NVMe SSD),25 Gigabit,240,€2.1589 hourly,€1.4055 hourly,€0.8908 hourly,€3.4205 hourly,€2.6671 hourly
G6e Graphics and Machine Learning GPU Quadruple Extra Large,g6e.4xlarge,g6e,"29.424,746",142.0 fps,128 GiB,0 units,16 vCPUs,600 GB NVMe SSD,20 Gigabit,240,€3.2195 hourly,€2.0283 hourly,€1.0318 hourly,€3.8503 hourly,€2.6591 hourly
G6e Graphics and Machine Learning GPU Eight Extra Large,g6e.8xlarge,g6e,"27.723,87",116.0 fps,256 GiB,0 units,32 vCPUs,900 GB (2×450 GB NVMe SSD),25 Gigabit,240,€4.8531 hourly,€3.0575 hourly,€1.2387 hourly,€6.1147 hourly,€4.3191 hourly
G6F Quadruple Extra Large,g6f.4xlarge,g6f,"29.651,594",123.0 fps,64 GiB,0 units,16 vCPUs,450 GB NVMe SSD,Up to 25 Gigabit,240,€1.0182 hourly,unavailable,€0.3974 hourly,€1.649 hourly,unavailable
Gr6 Graphics and Machine Learning GPU High RAM ratio Quadruple Extra Large,gr6.4xlarge,gr6,"31.306,253",129.0 fps,128 GiB,0 units,16 vCPUs,600 GB NVMe SSD,Up to 25 Gigabit,240,€1.6497 hourly,€1.0739 hourly,€0.535 hourly,€2.2805 hourly,€1.7047 hourly
Gr6 Graphics and Machine Learning GPU High RAM ratio Eight Extra Large,gr6.8xlarge,gr6,"28.680,003",133.0 fps,256 GiB,0 units,32 vCPUs,900 GB (2×450 GB NVMe SSD),25 Gigabit,240,€2.622 hourly,€1.7069 hourly,€0.8413 hourly,€3.8836 hourly,€2.9685 hourly
GR6F Quadruple Extra Large,gr6f.4xlarge,gr6f,"30.200,076",122.0 fps,128 GiB,0 units,16 vCPUs,450 GB NVMe SSD,Up to 25 Gigabit,240,€1.1425 hourly,unavailable,€0.4132 hourly,€1.7733 hourly,unavailable
H1 Quadruple Extra Large,h1.4xlarge,h1,"28.855,865",98.0 fps,64 GiB,58 units,16 vCPUs,4000 GB (2×2000 GB HDD),Up to 10 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
H1 Eight Extra Large,h1.8xlarge,h1,"26.901,607",178.0 fps,128 GiB,97 units,32 vCPUs,8000 GB (4×2000 GB HDD),10 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
I2 Quadruple Extra Large,i2.4xlarge,i2,"22.907,758",87.0 fps,122 GiB,53 units,16 vCPUs,3200 GB (4×800 GB SSD),High,240,€3.4719 hourly,€1.9061 hourly,€0.5844 hourly,€3.8842 hourly,€2.4298 hourly
I2 Eight Extra Large,i2.8xlarge,i2,"22.288,262",141.0 fps,244 GiB,104 units,32 vCPUs,6400 GB (8×800 GB SSD),10 Gigabit,240,€6.9439 hourly,€3.8122 hourly,€1.0399 hourly,€7.7684 hourly,€4.8595 hourly
I3 High I/O Quadruple Extra Large,i3.4xlarge,i3,"20.255,216",65.0 fps,122 GiB,58 units,16 vCPUs,3800 GB (2×1900 GB NVMe SSD),Up to 10 Gigabit,240,€1.2753 hourly,€0.8639 hourly,€0.4282 hourly,€1.9061 hourly,€1.4947 hourly
I3 High I/O Eight Extra Large,i3.8xlarge,i3,"19.871,498",112.0 fps,244 GiB,97 units,32 vCPUs,7600 GB (4×1900 GB NVMe SSD),10 Gigabit,240,€2.5506 hourly,€1.7278 hourly,€0.6637 hourly,€3.8122 hourly,€2.9894 hourly
I3EN 12xlarge Extra Large,i3en.12xlarge,i3en,"23.655,575",156.0 fps,384 GiB,168 units,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,240,€5.5537 hourly,€3.7916 hourly,€0.877 hourly,€7.4461 hourly,€5.684 hourly
I3EN 6xlarge,i3en.6xlarge,i3en,"23.607,177",127.0 fps,192 GiB,0 units,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,240,€2.7769 hourly,€1.8958 hourly,€0.6794 hourly,€3.7231 hourly,€2.842 hourly
I4G Quadruple Extra Large,i4g.4xlarge,i4g,"19.875,447",92.0 fps,128 GiB,0 units,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Eight Extra Large,i4g.8xlarge,i4g,"19.815,059",151.0 fps,256 GiB,0 units,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,240,unavailable,unavailable,unavailable,unavailable,unavailable
I4I 12xlarge Extra Large,i4i.12xlarge,i4i,"27.236,824",215.0 fps,384 GiB,0 units,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),28.12 Gigabit,240,€4.2082 hourly,€2.7426 hourly,€0.6043 hourly,€6.1005 hourly,€4.635 hourly
I4I Quadruple Extra Large,i4i.4xlarge,i4i,"26.789,9",108.0 fps,128 GiB,0 units,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,240,€1.403 hourly,€0.9145 hourly,€0.454 hourly,€2.0338 hourly,€0.9145 hourly
I4I Eight Extra Large,i4i.8xlarge,i4i,"26.319,253",186.0 fps,256 GiB,0 units,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,240,€2.806 hourly,€1.829 hourly,€0.9001 hourly,€4.0676 hourly,€3.0906 hourly
I7I 12xlarge Extra Large,i7i.12xlarge,i7i,"32.587,443",226.0 fps,384 GiB,0 units,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28 Gigabit,240,€4.6293 hourly,unavailable,€0.9799 hourly,€6.5217 hourly,unavailable
I7I Quadruple Extra Large,i7i.4xlarge,i7i,"30.339,806",124.0 fps,128 GiB,0 units,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,240,€1.5431 hourly,unavailable,€0.5381 hourly,€2.1739 hourly,unavailable
I7I Eight Extra Large,i7i.8xlarge,i7i,"36.129,343",238.0 fps,256 GiB,0 units,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,240,€3.0863 hourly,unavailable,€0.7301 hourly,€4.3479 hourly,unavailable
I7IE 6xlarge,i7ie.6xlarge,i7ie,"34.967,073",204.0 fps,192 GiB,0 units,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),Up to 25 Gigabit,240,€3.1934 hourly,unavailable,€0.7758 hourly,€4.1396 hourly,unavailable
I8G 12xlarge Extra Large,i8g.12xlarge,i8g,"31.382,394",292.0 fps,384 GiB,0 units,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28.12 Gigabit,240,€4.2085 hourly,unavailable,€0.7767 hourly,unavailable,unavailable
I8G Quadruple Extra Large,i8g.4xlarge,i8g,"28.960,324",158.0 fps,128 GiB,0 units,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,240,€1.4028 hourly,unavailable,€0.3968 hourly,unavailable,unavailable
I8G Eight Extra Large,i8g.8xlarge,i8g,"31.573,131",258.0 fps,256 GiB,0 units,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,240,€2.8057 hourly,unavailable,€0.44 hourly,unavailable,unavailable
IM4GN Quadruple Extra Large,im4gn.4xlarge,im4gn,"19.804,595",94.0 fps,64 GiB,0 units,16 vCPUs,7500 GB NVMe SSD,25 Gigabit,240,€1.487 hourly,€0.9578 hourly,€0.2668 hourly,unavailable,unavailable
IM4GN Eight Extra Large,im4gn.8xlarge,im4gn,"19.747,235",151.0 fps,128 GiB,0 units,32 vCPUs,15000 GB (2×7500 GB NVMe SSD),50 Gigabit,240,€2.974 hourly,€1.9157 hourly,€0.4313 hourly,unavailable,unavailable
INF1 6xlarge,inf1.6xlarge,inf1,"25.176,234",136.0 fps,48 GiB,0 units,24 vCPUs,EBS only,25 Gigabit,240,€1.2642 hourly,€0.7971 hourly,€0.375 hourly,unavailable,unavailable
INF2 Eight Extra Large,inf2.8xlarge,inf2,"30.025,522",196.0 fps,128 GiB,0 units,32 vCPUs,EBS only,Up to 25 Gigabit,240,€2.5299 hourly,€1.5938 hourly,€0.7063 hourly,unavailable,unavailable
IS4GEN Quadruple Extra Large,is4gen.4xlarge,is4gen,"19.926,935",93.0 fps,96 GiB,0 units,16 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,240,€2.3603 hourly,€1.6137 hourly,€0.3623 hourly,unavailable,unavailable
IS4GEN Eight Extra Large,is4gen.8xlarge,is4gen,"19.673,421",150.0 fps,192 GiB,0 units,32 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,240,€4.7207 hourly,€3.2274 hourly,€0.7521 hourly,unavailable,unavailable
M2 High Memory Quadruple Extra Large,m2.4xlarge,m2,"21.655,959",39.0 fps,68.4 GiB,26 units,8 vCPUs,1680 GB (2×840 GB HDD),High,240,unavailable,unavailable,unavailable,unavailable,unavailable
M4 General Purpose Deca Extra Large,m4.10xlarge,m4,"21.961,933",143.0 fps,160 GiB,124.5 units,40 vCPUs,EBS only,10 Gigabit,240,€2.0569 hourly,€1.4039 hourly,€0.5777 hourly,€3.6339 hourly,€2.9809 hourly
M4 General Purpose 16xlarge Extra Large,m4.16xlarge,m4,"20.099,156",135.0 fps,256 GiB,188 units,64 vCPUs,EBS only,25 Gigabit,240,€3.2911 hourly,€2.2462 hourly,€0.7657 hourly,€5.8143 hourly,€4.7694 hourly
M4 General Purpose Quadruple Extra Large,m4.4xlarge,m4,"21.676,301",86.0 fps,64 GiB,53.5 units,16 vCPUs,EBS only,High,240,€0.8228 hourly,€0.5615 hourly,€0.3155 hourly,€1.4536 hourly,€1.1923 hourly
M5 General Purpose 12xlarge Extra Large,m5.12xlarge,m5,"22.138,588",159.0 fps,192 GiB,168 units,48 vCPUs,EBS only,12 Gigabit,240,€2.3655 hourly,€1.4904 hourly,€0.6398 hourly,€4.2579 hourly,€3.3828 hourly
M5 General Purpose Quadruple Extra Large,m5.4xlarge,m5,"20.130,175",77.0 fps,64 GiB,70 units,16 vCPUs,EBS only,Up to 10 Gigabit,240,€0.7885 hourly,€0.4971 hourly,€0.3259 hourly,€1.4193 hourly,€1.1279 hourly
M5 General Purpose Eight Extra Large,m5.8xlarge,m5,"20.839,122",132.0 fps,128 GiB,128 units,32 vCPUs,EBS only,10 Gigabit,240,€1.577 hourly,€0.9933 hourly,€0.4441 hourly,€2.8386 hourly,€2.2549 hourly
M5A 12xlarge Extra Large,m5a.12xlarge,m5a,"16.508,915",116.0 fps,192 GiB,0 units,48 vCPUs,EBS only,10 Gigabit,240,€2.1392 hourly,€1.3473 hourly,€0.8928 hourly,€4.0316 hourly,€3.2397 hourly
M5A Quadruple Extra Large,m5a.4xlarge,m5a,"17.150,697",67.0 fps,64 GiB,0 units,16 vCPUs,EBS only,Up to 10 Gigabit,240,€0.7131 hourly,€0.4491 hourly,€0.3974 hourly,€1.3439 hourly,€1.0799 hourly
M5A Eight Extra Large,m5a.8xlarge,m5a,"17.001,984",102.0 fps,128 GiB,0 units,32 vCPUs,EBS only,Up to 10 Gigabit,240,€1.4261 hourly,€0.8982 hourly,€0.6979 hourly,€2.6877 hourly,€2.1598 hourly
M5AD 12xlarge Extra Large,m5ad.12xlarge,m5ad,"16.952,026",115.0 fps,192 GiB,0 units,48 vCPUs,1800 GB (2×900 GB NVMe SSD),10 Gigabit,240,€2.5712 hourly,€1.6198 hourly,€1.0015 hourly,€4.4636 hourly,€3.5122 hourly
M5AD Quadruple Extra Large,m5ad.4xlarge,m5ad,"16.603,022",68.0 fps,64 GiB,0 units,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,240,€0.8571 hourly,€0.5399 hourly,€0.4531 hourly,€1.4879 hourly,€1.1707 hourly
M5AD Eight Extra Large,m5ad.8xlarge,m5ad,"16.207,455",103.0 fps,128 GiB,0 units,32 vCPUs,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,240,€1.7141 hourly,€1.0799 hourly,€0.6781 hourly,€2.9757 hourly,€2.3415 hourly
